,end station name,end station id,end station latitude,end station longitude,count
110,4 Ave & 9 St,3403,40.6705135,-73.98876585,9457
111,4 Ave & E 12 St,3905,40.732647,-73.99011,34746
112,40 Ave & 9 St,3557,40.75742,-73.945133,4994
113,40 Ave & Crescent St,3716,40.7535992020056,-73.93795609474182,4167
114,43 St & Broadway,3597,40.7577284,-73.9166368,13547
115,44 Dr & 21 St,3615,40.748,-73.9460927,9770
116,44 Dr & Jackson Ave,3126,40.74718234,-73.9432635,17660
117,45 Rd & 11 St,3125,40.74708586,-73.94977234,12623
118,46 Ave & 5 St,3124,40.74731,-73.95451,22908
119,47 Ave & 31 St,3221,40.743,-73.93561,6844
120,47 Ave & Skillman Ave,3704,40.7437524099784,-73.94176483154297,1611
121,48 Ave & 30 Pl,3647,40.74128309355993,-73.93725872039794,3318
122,48 Ave & 5 St,3122,40.74436328706688,-73.9558732509613,7403
123,49 Ave & 21 St,3606,40.74252,-73.948852,3821
124,5 Av & W 139 St,3997,40.815484,-73.935856,6805
125,5 Ave & 3 St,3368,40.6728155,-73.98352355,17005
126,5 Ave & E 103 St,3367,40.7922553,-73.95249933,29292
127,5 Ave & E 126 St,3527,40.80698,-73.941747,10832
128,5 Ave & E 135 St,3995,40.812191,-73.937838,4332
129,5 Ave & E 29 St,474,40.7451677,-73.98683077,43355
130,5 Ave & E 63 St,3136,40.766368,-73.971518,25934
131,5 Ave & E 72 St,3137,40.77282817,-73.96685276,8007
132,5 Ave & E 73 St,3137,40.77282817,-73.96685276,54630
133,5 Ave & E 78 St,3143,40.77632142182271,-73.96427392959595,37165
134,5 Ave & E 88 St,3282,40.78307,-73.95939,51588
135,5 Ave & E 93 St,3292,40.7857851,-73.957481,20251
136,5 Ave & W 131 St,3926,40.81014,-73.93973,5268
137,5 St & 51 Ave,3608,40.7423737,-73.9566,4611
138,5 St & 6 Ave,3405,40.6704836,-73.98208968,5477
139,5 St & Market St,3692,40.6999974843885,-73.97440128028393,384
140,6 Ave & 12 St,3313,40.6663181,-73.9854617,7873
141,6 Ave & 9 St,3304,40.668127,-73.98377641,8982
142,6 Ave & Broome St,3746,40.724308321602166,-74.00473035871983,46500
143,6 Ave & Canal St,377,40.72243797,-74.00566443,22719
144,6 Ave & W 33 St,505,40.74901271,-73.98848395,68462
145,6 Ave & W 34 St,3799,40.74964,-73.98805,50786
146,6 Ave & W 45 St,4232,40.756951,-73.982631,3572
147,6 St & 7 Ave,3297,40.6686627,-73.97988067,11145
148,7 Ave & Central Park South,3724,40.7667405590595,-73.9790689945221,49687
149,7 Ave & Park Pl,3416,40.6776147,-73.97324283,17308
150,7 St & 3 Ave,3399,40.67260298150126,-73.98983001708984,5466
151,7 St & 5 Ave,3404,40.6704922,-73.98541675,7217
152,8 Ave & W 16 St,3894,40.740983,-74.001702,7465
153,8 Ave & W 31 St,3255,40.7505853470215,-73.9946848154068,61365
154,8 Ave & W 33 St,490,40.751551,-73.993934,62776
155,8 Ave & W 38 St,4044,40.75461,-73.99177,33973
156,8 Ave & W 52 St,447,40.76370739,-73.9851615,58543
157,8 St & Astoria Blvd,4311,40.7725996921817,-73.93266275525093,20
158,9 Ave & W 18 St,434,40.74317449,-74.00366443,32202
159,9 Ave & W 22 St,509,40.7454973,-74.00197139,67561
160,9 Ave & W 28 St,3259,40.74937024193277,-73.99923384189606,40728
161,9 Ave & W 45 St,479,40.76019252,-73.9912551,51606
162,9 St & 44 Rd,3127,40.74966,-73.9521,5611
163,Adam Clayton Powell Blvd & W 115 St,3511,40.802535,-73.9532423,8530
164,Adam Clayton Powell Blvd & W 118 St,3520,40.804372,-73.951475,10200
165,Adam Clayton Powell Blvd & W 123 St,3510,40.8078316,-73.949373,11414
166,Adam Clayton Powell Blvd & W 126 St,3629,40.80949534777948,-73.94776493310928,15755
167,Adam Clayton Powell Blvd & W 130 St,4016,40.812346,-73.946168,5080
168,Adam Clayton Powell Blvd & W 132 St,3928,40.813539,-73.94521,6043
169,Adam Clayton Powell Blvd & W 138 St,3999,40.81695971032464,-73.9422959089279,7818
170,Adam Clayton Powell Blvd & W 141 St,4023,40.819241,-73.941057,5640
171,Adam Clayton Powell Blvd & W 151 St,4041,40.825289,-73.936232,1540
172,Adelphi St & Myrtle Ave,270,40.69308257,-73.97178913,14138
173,Albany Ave & Fulton St,3044,40.6800105,-73.938475,5079
174,Alexander Ave & E 134 St,3922,40.807466,-73.927107,1363
175,Allen St & Hester St,361,40.71605866,-73.99190759,44561
176,Allen St & Rivington St,401,40.72019576,-73.98997825,45958
177,Allen St & Stanton St,312,40.722055,-73.989111,47372
178,Amsterdam Ave & W 119 St,3542,40.8086249,-73.9596214,6714
179,Amsterdam Ave & W 125 St,3541,40.813358,-73.956461,11154
180,Amsterdam Ave & W 131 St,3935,40.816355,-73.954295,3008
181,Amsterdam Ave & W 136 St,3945,40.819746,-73.951819,3321
182,Amsterdam Ave & W 152 St,3980,40.829523,-73.944279,1621
183,Amsterdam Ave & W 156 St,4047,40.832081,-73.942386,1184
184,Amsterdam Ave & W 162 St,4052,40.83618,-73.939789,1359
185,Amsterdam Ave & W 167 St,4057,40.839443,-73.937044,1308
186,Amsterdam Ave & W 172 St,4060,40.842173,-73.935111,1190
187,Amsterdam Ave & W 175 St,4062,40.844044,-73.933651,873
188,Amsterdam Ave & W 180 St,4067,40.847396,-73.931205,796
189,Amsterdam Ave & W 183 St,4109,40.84925,-73.93022,1633
190,Amsterdam Ave & W 66 St,3356,40.7746671,-73.98470567,15286
191,Amsterdam Ave & W 73 St,3167,40.77966809007312,-73.98093044757842,53964
192,Amsterdam Ave & W 79 St,3360,40.7829391,-73.9786517,18400
193,Amsterdam Ave & W 82 St,3171,40.78524672,-73.97667321,33062
194,Anderson Ave & W 164 St,4129,40.832057,-73.927421,208
195,Astor Place,3280,40.71928220070702,-74.07126188278198,3
196,Astoria Park S & Shore Blvd,3514,40.7767,-73.927631,18600
197,Atlantic Ave & Fort Greene Pl,83,40.68382604,-73.97632328,19257
198,Atlantic Ave & Furman St,398,40.69165183,-73.9999786,32395
199,Audobon Ave & W 179 St,4066,40.847305,-73.933291,743
200,Avenue C & E 18 St,3733,40.730563,-73.973984,25234
201,Avenue D & E 10 St,4110,40.72506551015475,-73.97515833377838,7303
202,Avenue D & E 12 St,339,40.72580614,-73.97422494,8019
203,Avenue D & E 3 St,302,40.72082834,-73.97793172,25297
204,Avenue D & E 8 St,3918,40.72387,-73.975767,19734
205,Avenue D & E 8 St (home location),266,40.72368361,-73.97574813,602
206,Baldwin at Montgomery,3225,40.7236589,-74.0641943,2
207,Baltic St & 5 Ave,3417,40.6795766,-73.97854971,14540
208,Bank St & Hudson St,346,40.73652889,-74.00618026,38852
209,Bank St & Washington St,238,40.7361967,-74.00859207,36259
210,Banker St & Meserole Ave,3109,40.72606,-73.95621,11621
211,Barclay St & Church St,417,40.71291224,-74.01020234,21205
212,Barrow St & Hudson St,127,40.73172428,-74.00674436,47755
213,Barry St & Tiffany St,4142,40.816126,-73.891559,44
214,Battery Pl & Greenwich St,3908,40.70463,-74.01507,603
215,Bayard St & Baxter St,355,40.71602118,-73.99974372,32945
216,Bayard St & Leonard St,3452,40.71915571696044,-73.94885390996933,12068
217,Beaver St & Fayette St,3823,40.70099,-73.93921,8002
218,Beck St & Leggett Ave,4133,40.815077,-73.899939,370
219,Bedford Ave & Bergen St,3571,40.676368,-73.952918,18599
220,Bedford Ave & Montgomery St,3803,40.665816,-73.956934,5522
221,Bedford Ave & Nassau Ave,3107,40.72311651,-73.95212324,27566
222,Bedford Ave & S 9 St,443,40.70853074,-73.96408963,8463
223,Bergen Ave,3679,40.722103786686034,-74.07145500183105,1
224,Bergen Ave & E 152 St,3982,40.817166,-73.914737,686
225,Bergen St & Flatbush Ave,3414,40.680944723477296,-73.97567331790923,14621
226,Bergen St & Smith St,3409,40.6867443,-73.99063168,29304
227,Bergen St & Vanderbilt Ave,3558,40.6794388,-73.9680438,17881
228,Berkeley Pl & 6 Ave,3339,40.6765304,-73.97846879,8164
229,Berkeley Pl & 7 Ave,3346,40.675146838709786,-73.97523209452629,12393
230,Berry St & N 8 St,3092,40.7190095,-73.95852515,26136
231,Bialystoker Pl & Delancey St,356,40.71622644,-73.98261206,14441
232,Boerum St & Broadway,3071,40.70538077,-73.94976519,9673
233,Bond St & Bergen St,3411,40.6849668,-73.98620772,10950
234,Bond St & Fulton St,3232,40.68962188790333,-73.98304268717766,25901
235,Boone Ave & E 172 St,4163,40.832649,-73.885272,276
236,Boston Rd & E 167 St,4171,40.828199,-73.903719,259
237,Boston Rd & Prospect Ave,4157,40.833246,-73.896599,235
238,Bradhurst Ave & W 148 St,4020,40.825125,-73.941616,8017
239,Broad St & Bridge St,260,40.70365182,-74.01167797,13823
240,Broadway & 12 St,3589,40.7668,-73.9347774,5970
241,Broadway & Battery Pl,304,40.70463334,-74.01361706,36373
242,Broadway & Berry St,389,40.71044554,-73.96525063,20974
243,Broadway & E 14 St,285,40.73454567,-73.99074142,74818
244,Broadway & E 22 St,402,40.7403432,-73.98955109,80868
245,Broadway & Furman Ave,3825,40.68139,-73.90756,1942
246,Broadway & Hancock St,3831,40.68663,-73.9168,5388
247,Broadway & Kosciuszko St,3837,40.69329,-73.92852,6867
248,Broadway & Madison St,3879,40.68822,-73.91966,7242
249,Broadway & Moylan Pl,3547,40.8143256,-73.9590255,11009
250,Broadway & Roebling St,3078,40.70924826276157,-73.96063148975372,16676
251,Broadway & W 122 St,3545,40.8120562,-73.9612547,6934
252,Broadway & W 131 St,4018,40.817555,-73.957163,2965
253,Broadway & W 133 St,3942,40.8190344,-73.956156,3438
254,Broadway & W 153 St,4035,40.831327,-73.946665,2227
255,Broadway & W 155 St,4188,40.83299,-73.94592,1349
256,Broadway & W 160 St,4071,40.835775,-73.9434,3814
257,Broadway & W 165 St,4056,40.839137,-73.941409,2163
258,Broadway & W 25 St,3641,40.74286877312112,-73.98918628692627,73434
259,Broadway & W 29 St,486,40.7462009,-73.98855723,43330
260,Broadway & W 36 St,267,40.75097711,-73.98765428,23098
261,Broadway & W 37 St,362,40.75172632,-73.98753523,18833
262,Broadway & W 38 St,533,40.75299641,-73.98721619,28928
263,Broadway & W 41 St,465,40.75513557,-73.98658032,43907
264,Broadway & W 49 St,173,40.76068327096592,-73.9845272898674,43088
265,Broadway & W 51 St,500,40.76228826,-73.98336183,25202
266,Broadway & W 53 St,469,40.76344058,-73.98268129,28433
267,Broadway & W 56 St,468,40.7652654,-73.98192338,63640
268,Broadway & W 58 St,457,40.76695317,-73.98169333,6905
269,Broadway & W 60 St,499,40.76915505,-73.98191841,90782
270,Broadway & Whipple St,3067,40.7016657,-73.9437303,11428
271,Bronx Shore Comfort Station,4115,40.80046,-73.92404,644
272,Brook Ave & E 138 St,3949,40.807408,-73.91924,2238
273,Brook Ave & E 141 St,3950,40.809619,-73.917875,908
274,Brook Ave & E 148 St,3964,40.814383,-73.915368,980
275,Brook Ave & E 157 St,3975,40.820713,-73.911759,1024
276,Brooklyn Bridge Park - Pier 2,3782,40.698458,-73.997178,21385
277,Bruckner Blvd & Bryant Ave,4245,40.821952,-73.888546,111
278,Bus Slip & State St,427,40.701907,-74.013942,18713
279,Bushwick Ave & Dekalb Ave,3842,40.69502,-73.92825,4591
280,Bushwick Ave & Forrest St,3822,40.70076,-73.93641,4844
281,Bushwick Ave & Furman Ave,3871,40.68281,-73.90623,1627
282,Bushwick Ave & Harman St,3838,40.69356,-73.92524,5351
283,Bushwick Ave & Linden St,3836,40.69146,-73.92146,4621
284,Bushwick Ave & McKibbin St,3764,40.705517,-73.93936,3696
285,Bushwick Ave & Powers St,3083,40.71247661,-73.94100005,10658
286,Bushwick Ave & Stagg St,3765,40.709897,-73.94008,3213
287,Butler St & Court St,3303,40.6849894,-73.99440329,7581
288,Cabrini Blvd & W 177 St,4069,40.848282,-73.941343,1534
289,Cadman Plaza E & Johnson St,3723,40.69531727766904,-73.99015724658966,11765
290,Cadman Plaza E & Red Cross Pl,321,40.69991755,-73.98971773,14770
291,Cadman Plaza E & Tillary St,232,40.69597683,-73.99014892,485
292,Calyer St & Jewel St,3818,40.72984,-73.94839,6550
293,Cambridge Pl & Gates Ave,3049,40.68488,-73.96304,10915
294,Canal St & Rutgers St,307,40.71427487,-73.98990025,52211
295,Carlton Ave & Dean St,3537,40.6809741,-73.9710097,14185
296,Carlton Ave & Flushing Ave,242,40.697787,-73.973736,8740
297,Carlton Ave & Park Ave,419,40.69580705,-73.97355569,7882
298,Carmine St & 6 Ave,368,40.73038599,-74.00214988,74949
299,Carroll St & 5 Ave,3364,40.6751622,-73.9814832,12113
300,Carroll St & 6 Ave,3361,40.6740886,-73.9787282,10538
301,Carroll St & Bond St,3377,40.6786115,-73.99037292,9430
302,Carroll St & Columbia St,3389,40.6830456,-74.00348559,6066
303,Carroll St & Franklin Ave,3590,40.6679411,-73.9588,4216
304,Carroll St & Smith St,3382,40.680611,-73.99475825,11249
305,Carroll St & Washington Ave,3587,40.6686744,-73.9618148,3938
306,Cathedral Pkwy & Broadway,3383,40.804213,-73.96699104,26467
307,Catherine St & Monroe St,2009,40.71117444,-73.99682619,21119
308,Cauldwell Ave & E 158 St,4031,40.81989,-73.908351,356
309,Cauldwell Ave & E 161 St,3978,40.82188,-73.907521,947
310,Cedar St & Evergreen Ave,3847,40.69671,-73.92807,2844
311,Cedar St & Myrtle Ave,3761,40.697842,-73.926241,4625
312,Center Blvd & 48 Ave,3613,40.745038,-73.957539,14217
313,Center Blvd & 51 Ave,3726,40.74336608027021,-73.95960688591003,20463
314,Central Ave & Covert St,3864,40.68929,-73.90951,2222
315,Central Ave & Decatur St,3829,40.6882,-73.90798,2465
316,Central Ave & Flushing Ave,3770,40.702831,-73.9333,4694
317,Central Ave & Himrod St,3846,40.69676,-73.92302,4235
318,Central Ave & Melrose St,3907,40.70112,-73.93039,4172
319,Central Ave & Starr Street,3776,40.700003,-73.92834,5721
320,Central Ave & Weirfield St,3832,40.69055,-73.91181,4036
321,Central Ave & Woodbine St,3863,40.69296,-73.91605,3727
322,Central Park North & Adam Clayton Powell Blvd,3374,40.799484,-73.955613,53825
323,Central Park S & 6 Ave,2006,40.76590936,-73.97634151,69649
324,Central Park W & W 103 St,4123,40.79603684159984,-73.96158903853575,9003
325,Central Park W & W 91 St,4124,40.78866499127884,-73.96680057048798,13432
326,Central Park W & W 96 St,3295,40.79127,-73.964839,23900
327,Central Park W & W 97 St,4122,40.79249519495111,-73.96417066463071,18845
328,Central Park West & W 100 St,3320,40.79406660818552,-73.96286845207214,19506
329,Central Park West & W 102 St,3341,40.795346,-73.96186,5043
330,Central Park West & W 68 St,3163,40.7734066,-73.97782542,55512
331,Central Park West & W 72 St,3165,40.77579376683666,-73.9762057363987,61930
332,Central Park West & W 76 St,3160,40.77896784,-73.97374737,34128
333,Central Park West & W 82 St,3810,40.782593,-73.971211,812
334,Central Park West & W 85 St,3168,40.78472675,-73.96961715,20634
335,Central Park West & W 85 St,4075,40.78476,-73.969862,20366
336,Central Park West & W 85 St (old),3168,40.78472675,-73.96961715,1480
337,Centre St & Chambers St,387,40.71273266,-74.0046073,41302
338,Centre St & Seneca Ave,3884,40.69969,-73.9022,1838
339,Centre St & Worth St,386,40.71494807,-74.00234482,19958
340,Charlotte St & Boston Rd,4230,40.8358771,-73.8931428,31
341,Cherry St,332,40.71219906,-73.97948148,29899
342,Christopher St & Greenwich St,358,40.73291553,-74.00711384,88236
343,City Hall,3185,40.7177325,-74.043845,19
344,Clark St & Henry St,391,40.69760127,-73.99344559,22445
345,Classon Ave & St Marks Ave,3562,40.6765198,-73.9596082,11663
346,Clay Ave & Claremont Pkwy,4201,40.83999,-73.90549,724
347,Clay Ave & E 173 St,4108,40.843264,-73.904867,764
348,Clermont Ave & Lafayette Ave,420,40.68764484,-73.96968902,9358
349,Clermont Ave & Park Ave,421,40.69573398,-73.97129668,6295
350,Cleveland Pl & Spring St,151,40.722103786686034,-73.99724900722504,66636
351,Cliff St & Fulton St,3783,40.70838,-74.00495,30992
352,Clinton Ave & Flushing Ave,343,40.69794,-73.96986848,8550
353,Clinton Ave & Myrtle Ave,366,40.693261,-73.968896,18388
354,Clinton St & 4 Place,3396,40.6783563,-74.00014502,8532
355,Clinton St & Centre St,3326,40.67434,-74.00194698,3150
356,Clinton St & Grand St,350,40.71559509,-73.9870295,58200
357,Clinton St & Joralemon St,143,40.69239502,-73.99337909,16268
358,Clinton St & Tillary St,4225,40.69623297129316,-73.99142056703568,2439
359,Clinton St & Union St,3321,40.6831164,-73.99785267,9336
360,Coffey St & Conover St,3348,40.677236,-74.015665,8214
361,College Ave & E 170 St,4128,40.837576,-73.910489,650
362,Columbia Heights & Cranberry St,216,40.70037867,-73.99548059,10492
363,Columbia St & Degraw St,3422,40.6859296,-74.00242364,11305
364,Columbia St & Kane St,3311,40.68763155,-74.0016256,10198
365,Columbia St & Lorraine St,3333,40.6747055,-74.0075572,1738
366,Columbia St & Rivington St,342,40.71739973,-73.98016555,19537
367,Columbia St & W 9 St,3394,40.6769993,-74.00647134,2659
368,Columbus Ave & W 103 St,3302,40.7969347,-73.9643412291,5722
369,Columbus Ave & W 72 St,3164,40.7770575,-73.97898475,52546
370,Columbus Ave & W 95 St,3301,40.7919557,-73.968087,40307
371,Columbus Dr at Exchange Pl,3792,40.71687,-74.03281,9
372,Columbus Drive,3275,40.71835519823214,-74.03891444206238,4
373,Commerce St & Van Brunt St,3392,40.6812117,-74.00860912,4217
374,Communipaw & Berry Lane,3277,40.71435836870427,-74.06661093235016,2
375,Concord St & Bridge St,278,40.69766564,-73.98476437,10973
376,Concourse Village East & E 158 St,4078,40.823732,-73.919379,676
377,Concourse Village West & E 156 St,4105,40.823162,-73.923267,510
378,Congress St & Clinton St,3408,40.6881529,-73.99520919,15585
379,Convent Ave & W 135 St,3944,40.818215,-73.950988,2023
380,Convent Ave & W 151 St,4013,40.82831,-73.942924,769
381,Cooper Square & Astor Pl,3263,40.72951496224949,-73.99075269699097,46953
382,Court St & Nelson St,3397,40.6763947,-73.99869893,7946
383,Court St & State St,3402,40.6902375,-73.99203074,21736
384,Courtlandt Ave & E 149 St,4029,40.816402,-73.919549,1384
385,Courtlandt Ave & E 157 St,4030,40.822267,-73.916792,533
386,Crescent St & 30 Ave,3614,40.768692,-73.9249574,8890
387,Crescent St & 34 Ave,3575,40.76108,-73.930562,7487
388,Crescent St & 35 Ave,3566,40.7596276,-73.9321455,4799
389,Crescent St & Broadway,3592,40.7633589,-73.9286471,12323
390,Crescent St & Ditmars Blvd,3530,40.7787185,-73.9145645,6101
391,Crotona Park East & E 173 St,4227,40.837037,-73.890413,107
392,Crotona Park North & Prospect Ave,4205,40.841092,-73.892317,295
393,Cumberland St & Lafayette Ave,416,40.68753406,-73.97265183,13779
394,Cypress Ave & George St,3878,40.69812,-73.90271,1417
395,Cypress Ave & Palmetto St,3895,40.70157340873792,-73.90876293182373,1717
396,Dawson St & Intervale Ave,4202,40.819999,-73.897263,160
397,DeKalb Ave & Franklin Ave,3755,40.69064807082943,-73.95746178925037,13571
398,DeKalb Ave & Hudson Ave,324,40.689888,-73.981013,22284
399,DeKalb Ave & S Portland Ave,241,40.68981035,-73.97493121,22983
400,DeKalb Ave & Vanderbilt Ave,258,40.68940747,-73.96885458,18071
401,Dean St & 4 Ave,467,40.68312489,-73.97895137,19142
402,Dean St & Franklin Ave,3673,40.67759206937376,-73.955637216568,15898
403,Dean St & Hoyt St,3410,40.6864442,-73.98759104,10415
404,Degraw St & Hoyt St,3332,40.68199044270703,-73.99079024791718,7543
405,Degraw St & Smith St,3329,40.6829151,-73.99318208,11757
406,Delancey St & Eldridge St,3738,40.719383,-73.991479,18295
407,Devoe St & Lorimer St,3453,40.71335226222875,-73.9491033554077,15640
408,Devoe St & Morgan Ave,3772,40.713811,-73.93515,4912
409,Ditmars Blvd & 19 St,3532,40.78145,-73.9183302,12637
410,Division Ave & Hooper St,3714,40.70684203101325,-73.9544353965357,9599
411,Division Ave & Marcy Ave,3075,40.70708701,-73.95796783,3590
412,Division St & Bowery,3786,40.714193,-73.996732,23543
413,Division St & Bowery (old),296,40.71413089,-73.9970468,666
414,Dock 72 Way & Market St,3787,40.69985,-73.97141,7217
415,Douglass St & 3 Ave,3420,40.6802133,-73.98432695,8395
416,Douglass St & 4 Ave,3419,40.6792788,-73.98154004,9521
417,Driggs Ave & Lorimer St,3102,40.72179134,-73.9504154,13088
418,Driggs Ave & N 9 St,3715,40.71816969454208,-73.95520135760307,25044
419,Driggs Ave & N Henry St,3106,40.72325,-73.94308,15009
