,start station name,start station id,start station latitude,start station longitude,count
105,47 Ave & Skillman Ave,3704.0,40.7437524099784,-73.94176483154297,1934
106,48 Ave & 30 Pl,3647.0,40.74128309355993,-73.93725872039794,2368
107,48 Ave & 5 St,3122.0,40.74436328706688,-73.9558732509613,4498
108,49 Ave & 21 St,3606.0,40.74252,-73.948852,5806
109,5 Ave & 3 St,3368.0,40.6728155,-73.98352355,17710
110,5 Ave & E 103 St,3367.0,40.7922553,-73.95249933,24915
111,5 Ave & E 126 St,3527.0,40.80698,-73.941747,6396
112,5 Ave & E 29 St,474.0,40.7451677,-73.98683077,59094
113,5 Ave & E 63 St,3136.0,40.766368,-73.971518,21963
114,5 Ave & E 73 St,3137.0,40.77282817,-73.96685276,53139
115,5 Ave & E 78 St,3143.0,40.77632142182271,-73.96427392959595,40205
116,5 Ave & E 88 St,3282.0,40.78307,-73.95939,55140
117,5 Ave & E 93 St,3292.0,40.7857851,-73.957481,19247
118,5 St & 51 Ave,3608.0,40.7423737,-73.9566,4386
119,5 St & 6 Ave,3405.0,40.6704836,-73.98208968,6526
120,5 St & Market St,3692.0,40.6999974843885,-73.97440128028393,4483
121,58th St Depot,3250.0,40.71690978045965,-73.98383796215057,6
122,6 Ave & 12 St,3313.0,40.6663181,-73.9854617,7878
123,6 Ave & 9 St,3304.0,40.668127,-73.98377641,13441
124,6 Ave & Broome St,3746.0,40.724308321602166,-74.00473035871983,45792
125,6 Ave & Canal St,377.0,40.72243797,-74.00566443,51176
126,6 Ave & Spring St,3474.0,40.7252556952547,-74.00412082672119,5287
127,6 Ave & W 33 St,505.0,40.74901271,-73.98848395,75657
128,6 Ave & W 34 St,3799.0,40.74964,-73.98805,20269
129,6 St & 7 Ave,3297.0,40.6686627,-73.97988067,8362
130,7 Ave & Central Park South,3724.0,40.7667405590595,-73.9790689945221,53314
131,7 Ave & Park Pl,3416.0,40.6776147,-73.97324283,20732
132,7 St & 3 Ave,3399.0,40.67260298150126,-73.98983001708984,6596
133,7 St & 5 Ave,3404.0,40.6704922,-73.98541675,7986
134,8 Ave & W 31 St,3255.0,40.7505853470215,-73.9946848154068,119958
135,8 Ave & W 33 St,490.0,40.751551,-73.993934,95138
136,8 Ave & W 52 St,447.0,40.76370739,-73.9851615,56314
137,9 Ave & W 18 St,434.0,40.74317449,-74.00366443,28627
138,9 Ave & W 22 St,509.0,40.7454973,-74.00197139,47364
139,9 Ave & W 28 St,3259.0,40.74937024193277,-73.99923384189606,44598
140,9 Ave & W 45 St,479.0,40.76019252,-73.9912551,63324
141,9 St & 44 Rd,3127.0,40.74966,-73.9521,5426
142,Adam Clayton Powell Blvd & W 115 St,3511.0,40.802535,-73.9532423,4971
143,Adam Clayton Powell Blvd & W 118 St,3520.0,40.804372,-73.951475,7226
144,Adam Clayton Powell Blvd & W 123 St,3510.0,40.8078316,-73.949373,9069
145,Adam Clayton Powell Blvd & W 126 St,3629.0,40.80949534777948,-73.94776493310928,7959
146,Adelphi St & Myrtle Ave,270.0,40.69308257,-73.97178913,19604
147,Albany Ave & Fulton St,3044.0,40.6800105,-73.938475,2971
148,Allen St & Hester St,361.0,40.71605866,-73.99190759,50747
149,Allen St & Rivington St,401.0,40.72019576,-73.98997825,54165
150,Allen St & Stanton St,312.0,40.722055,-73.989111,65231
151,Amsterdam Ave & W 119 St,3542.0,40.8086249,-73.9596214,8245
152,Amsterdam Ave & W 125 St,3541.0,40.813358,-73.956461,7725
153,Amsterdam Ave & W 66 St,3356.0,40.7746671,-73.98470567,18936
154,Amsterdam Ave & W 73 St,3167.0,40.77966809007312,-73.98093044757842,55401
155,Amsterdam Ave & W 79 St,3360.0,40.7829391,-73.9786517,32680
156,Amsterdam Ave & W 82 St,3171.0,40.78524672,-73.97667321,32186
157,Astoria Park S & Shore Blvd,3514.0,40.7767,-73.927631,6137
158,Atlantic Ave & Fort Greene Pl,83.0,40.68382604,-73.97632328,17483
159,Atlantic Ave & Furman St,398.0,40.69165183,-73.9999786,25858
160,Avenue C & E 18 St,3733.0,40.730563,-73.973984,28405
161,Avenue D & E 12 St,339.0,40.72580614,-73.97422494,18496
162,Avenue D & E 3 St,302.0,40.72082834,-73.97793172,26977
163,Avenue D & E 8 St,266.0,40.72368361,-73.97574813,25336
164,Baltic St & 5 Ave,3417.0,40.6795766,-73.97854971,15038
165,Bank St & Hudson St,346.0,40.73652889,-74.00618026,40922
166,Bank St & Washington St,238.0,40.7361967,-74.00859207,36510
167,Banker St & Meserole Ave,3109.0,40.72606,-73.95621,15350
168,Barclay St & Church St,417.0,40.71291224,-74.01020234,42959
169,Barrow St & Hudson St,127.0,40.73172428,-74.00674436,63095
170,Battery Pl & Greenwich St,3908.0,40.70463,-74.01507,1592
171,Bayard St & Baxter St,355.0,40.71602118,-73.99974372,39229
172,Bayard St & Leonard St,3452.0,40.71915571696044,-73.94885390996933,11767
173,Beaver St & Fayette St,3823.0,40.70099,-73.93921,898
174,Bedford Ave & Bergen St,3571.0,40.676368,-73.952918,13088
175,Bedford Ave & Montgomery St,3803.0,40.665816,-73.956934,1244
176,Bedford Ave & Nassau Ave,3107.0,40.72311651,-73.95212324,26705
177,Bedford Ave & S 9 St,443.0,40.70853074,-73.96408963,7096
178,Bergen St & Flatbush Ave,3414.0,40.680944723477296,-73.97567331790923,15741
179,Bergen St & Smith St,3409.0,40.6867443,-73.99063168,36011
180,Bergen St & Vanderbilt Ave,3558.0,40.6794388,-73.9680438,16365
181,Berkeley Pl & 6 Ave,3339.0,40.6765304,-73.97846879,9622
182,Berkeley Pl & 7 Ave,3346.0,40.675146838709786,-73.97523209452629,21858
183,Berry St & N 8 St,3092.0,40.7190095,-73.95852515,28406
184,Bialystoker Pl & Delancey St,356.0,40.71622644,-73.98261206,19522
185,Boerum St & Broadway,3071.0,40.70538077,-73.94976519,8732
186,Bond St & Bergen St,3411.0,40.6849668,-73.98620772,12439
187,Bond St & Fulton St,3232.0,40.68962188790333,-73.98304268717766,27632
188,Broad St & Bridge St,260.0,40.70365182,-74.01167797,15308
189,Broadway & 12 St,3589.0,40.7668,-73.9347774,4750
190,Broadway & Battery Pl,304.0,40.70463334,-74.01361706,45611
191,Broadway & Berry St,389.0,40.71044554,-73.96525063,26842
192,Broadway & E 14 St,285.0,40.73454567,-73.99074142,113012
193,Broadway & E 22 St,402.0,40.7403432,-73.98955109,113138
194,Broadway & Furman Ave,3825.0,40.68139,-73.90756,26
195,Broadway & Hancock St,3831.0,40.68663,-73.9168,111
196,Broadway & Kosciuszko St,3837.0,40.69329,-73.92852,404
197,Broadway & Madison St,3879.0,40.68822,-73.91966,199
198,Broadway & Moylan Pl,3547.0,40.8143256,-73.9590255,16021
199,Broadway & Roebling St,3078.0,40.70924826276157,-73.96063148975372,22335
200,Broadway & W 122 St,3545.0,40.8120562,-73.9612547,6032
201,Broadway & W 25 St,3641.0,40.74286877312112,-73.98918628692627,89806
202,Broadway & W 29 St,486.0,40.7462009,-73.98855723,72016
203,Broadway & W 32 St,498.0,40.74854862,-73.98808416,17406
204,Broadway & W 36 St,267.0,40.75097711,-73.98765428,30631
205,Broadway & W 37 St,362.0,40.75172632,-73.98753523,37394
206,Broadway & W 38 St,533.0,40.75299641,-73.98721619,46291
207,Broadway & W 41 St,465.0,40.75513557,-73.98658032,84659
208,Broadway & W 49 St,173.0,40.76068327096592,-73.9845272898674,70197
209,Broadway & W 51 St,500.0,40.76228826,-73.98336183,41038
210,Broadway & W 53 St,469.0,40.76344058,-73.98268129,43028
211,Broadway & W 56 St,468.0,40.7652654,-73.98192338,71237
212,Broadway & W 60 St,499.0,40.76915505,-73.98191841,103167
213,Broadway & Whipple St,3067.0,40.7016657,-73.9437303,9055
214,Brooklyn Bridge Park - Pier 2,3782.0,40.698458,-73.997178,7313
215,Bus Slip & State St,427.0,40.701907,-74.013942,27484
216,Bushwick Ave & Dekalb Ave,3842.0,40.69502,-73.92825,756
217,Bushwick Ave & Forrest St,3822.0,40.70076,-73.93641,415
218,Bushwick Ave & Furman Ave,3871.0,40.68281,-73.90623,45
219,Bushwick Ave & Harman St,3838.0,40.69356,-73.92524,291
220,Bushwick Ave & Linden St,3836.0,40.69146,-73.92146,213
221,Bushwick Ave & McKibbin St,3764.0,40.705517,-73.93936,2470
222,Bushwick Ave & Powers St,3083.0,40.71247661,-73.94100005,9679
223,Bushwick Ave & Stagg St,3765.0,40.709897,-73.94008,1487
224,Butler St & Court St,3303.0,40.6849894,-73.99440329,9878
225,Cadman Plaza E & Johnson St,3723.0,40.69531727766904,-73.99015724658966,12873
226,Cadman Plaza E & Red Cross Pl,321.0,40.69991755,-73.98971773,25482
227,Cadman Plaza West & Montague St,314.0,40.69383,-73.990539,20316
228,Calyer St & Jewel St,3818.0,40.72984,-73.94839,814
229,Cambridge Pl & Gates Ave,3049.0,40.68488,-73.96304,9282
230,Canal St & Rutgers St,307.0,40.71427487,-73.98990025,62951
231,Carlton Ave & Dean St,3537.0,40.6809741,-73.9710097,13632
232,Carlton Ave & Flushing Ave,242.0,40.697787,-73.973736,12211
233,Carlton Ave & Park Ave,419.0,40.69580705,-73.97355569,10699
234,Carmine St & 6 Ave,368.0,40.73038599,-74.00214988,76525
235,Carroll St & 5 Ave,3364.0,40.6751622,-73.9814832,15084
236,Carroll St & 6 Ave,3361.0,40.6740886,-73.9787282,12728
237,Carroll St & Bond St,3377.0,40.6786115,-73.99037292,12767
238,Carroll St & Columbia St,3389.0,40.6830456,-74.00348559,11417
239,Carroll St & Franklin Ave,3590.0,40.6679411,-73.9588,2408
240,Carroll St & Smith St,3382.0,40.680611,-73.99475825,19563
241,Carroll St & Washington Ave,3587.0,40.6686744,-73.9618148,3817
242,Cathedral Pkwy & Broadway,3383.0,40.804213,-73.96699104,18947
243,Catherine St & Monroe St,2009.0,40.71117444,-73.99682619,25126
244,Cedar St & Evergreen Ave,3847.0,40.69671,-73.92807,159
245,Cedar St & Myrtle Ave,3761.0,40.697842,-73.926241,6043
246,Center Blvd & 48 Ave,3613.0,40.745038,-73.957539,8623
247,Center Blvd & 51 Ave,3726.0,40.74336608027021,-73.95960688591003,8905
248,Central Ave & Covert St,3864.0,40.68929,-73.90951,153
249,Central Ave & Decatur St,3829.0,40.6882,-73.90798,102
250,Central Ave & Flushing Ave,3770.0,40.702831,-73.9333,3701
251,Central Ave & Himrod St,3846.0,40.69676,-73.92302,206
252,Central Ave & Melrose St,3907.0,40.70112,-73.93039,49
253,Central Ave & Starr Street,3776.0,40.700003,-73.92834,4671
254,Central Ave & Weirfield St,3832.0,40.69055,-73.91181,157
255,Central Ave & Woodbine St,3863.0,40.69296,-73.91605,275
256,Central Park North & Adam Clayton Powell Blvd,3374.0,40.799484,-73.955613,36863
257,Central Park S & 6 Ave,2006.0,40.76590936,-73.97634151,75587
258,Central Park W & W 96 St,3295.0,40.79127,-73.964839,41962
259,Central Park West & W 100 St,3320.0,40.79406660818552,-73.96286845207214,22374
260,Central Park West & W 102 St,3341.0,40.795346,-73.96186,10638
261,Central Park West & W 68 St,3163.0,40.7734066,-73.97782542,53926
262,Central Park West & W 72 St,3165.0,40.77579376683666,-73.9762057363987,60369
263,Central Park West & W 76 St,3160.0,40.77896784,-73.97374737,35325
264,Central Park West & W 82 St,3810.0,40.782593,-73.971211,11495
265,Central Park West & W 85 St,3168.0,40.78472675,-73.96961715,43151
266,Centre St & Chambers St,387.0,40.71273266,-74.0046073,61517
267,Centre St & Seneca Ave,3884.0,40.69969,-73.9022,10
268,Centre St & Worth St,386.0,40.71494807,-74.00234482,24496
269,Cherry St,332.0,40.71219906,-73.97948148,25352
270,Christopher St & Greenwich St,358.0,40.73291553,-74.00711384,101413
271,Clark St & Henry St,391.0,40.69760127,-73.99344559,30485
272,Classon Ave & St Marks Ave,3562.0,40.6765198,-73.9596082,13216
273,Clermont Ave & Lafayette Ave,420.0,40.68764484,-73.96968902,10913
274,Clermont Ave & Park Ave,421.0,40.69573398,-73.97129668,9083
275,Cleveland Pl & Spring St,151.0,40.722103786686034,-73.99724900722504,85076
276,Cliff St & Fulton St,3701.0,40.70831794366396,-74.00504082441329,12110
277,Cliff St & Fulton St,3783.0,40.70838,-74.00495,18581
278,Cliff St & Fulton St (Old),3701.0,40.70831794366396,-74.00504082441329,1608
279,Clinton Ave & Flushing Ave,343.0,40.69794,-73.96986848,8605
280,Clinton Ave & Myrtle Ave,366.0,40.693261,-73.968896,22225
281,Clinton St & 4 Place,3396.0,40.6783563,-74.00014502,9831
282,Clinton St & Centre St,3326.0,40.67434,-74.00194698,2807
283,Clinton St & Grand St,350.0,40.71559509,-73.9870295,55693
284,Clinton St & Joralemon St,143.0,40.69239502,-73.99337909,24630
285,Clinton St & Union St,3321.0,40.6831164,-73.99785267,12600
286,Coffey St & Conover St,3348.0,40.677236,-74.015665,6099
287,Columbia Heights & Cranberry St,216.0,40.70037867,-73.99548059,8993
288,Columbia St & Degraw St,3422.0,40.6859296,-74.00242364,11253
289,Columbia St & Kane St,3311.0,40.68763155,-74.0016256,9896
290,Columbia St & Lorraine St,3333.0,40.6747055,-74.0075572,1484
291,Columbia St & Rivington St,342.0,40.71739973,-73.98016555,23175
292,Columbia St & W 9 St,3394.0,40.6769993,-74.00647134,3082
293,Columbus Ave & W 103 St,3302.0,40.7969347,-73.9643412291,4705
294,Columbus Ave & W 72 St,3164.0,40.7770575,-73.97898475,63951
295,Columbus Ave & W 95 St,3301.0,40.7919557,-73.968087,35312
296,Commerce St & Van Brunt St,3392.0,40.6812117,-74.00860912,3810
297,Concord St & Bridge St,278.0,40.69766564,-73.98476437,9889
298,Congress St & Clinton St,3408.0,40.6881529,-73.99520919,16914
299,Cooper Square & Astor Pl,3263.0,40.72951496224949,-73.99075269699097,80536
300,Court St & Nelson St,3397.0,40.6763947,-73.99869893,8672
301,Court St & State St,3402.0,40.6902375,-73.99203074,27340
302,Crescent St & 30 Ave,3614.0,40.768692,-73.9249574,5222
303,Crescent St & 34 Ave,3575.0,40.76108,-73.930562,4912
304,Crescent St & 35 Ave,3566.0,40.7596276,-73.9321455,3616
305,Crescent St & Broadway,3592.0,40.7633589,-73.9286471,8061
306,Crescent St & Ditmars Blvd,3530.0,40.7787185,-73.9145645,3956
307,Crown St & Bedford Ave,3631.0,40.666563,-73.956741,1413
308,Cumberland St & Lafayette Ave,416.0,40.68753406,-73.97265183,16061
309,Cypress Ave & George St,3878.0,40.69812,-73.90271,38
310,Cypress Ave & Palmetto St,3895.0,40.70157340873792,-73.90876293182373,53
311,DeKalb Ave & Franklin Ave,3755.0,40.69064807082943,-73.95746178925037,7722
312,DeKalb Ave & Hudson Ave,324.0,40.689888,-73.981013,23164
313,DeKalb Ave & S Portland Ave,241.0,40.68981035,-73.97493121,17264
314,DeKalb Ave & Skillman St,409.0,40.6906495,-73.95643107,1325
315,DeKalb Ave & Vanderbilt Ave,258.0,40.68940747,-73.96885458,18167
316,Dean St & 4 Ave,467.0,40.68312489,-73.97895137,25434
317,Dean St & Franklin Ave,3673.0,40.67759206937376,-73.955637216568,11306
318,Dean St & Hoyt St,3410.0,40.6864442,-73.98759104,9739
319,Degraw St & Hoyt St,3332.0,40.68199044270703,-73.99079024791718,8302
320,Degraw St & Smith St,3329.0,40.6829151,-73.99318208,12755
321,Devoe St & Lorimer St,3453.0,40.71335226222875,-73.9491033554077,16476
322,Devoe St & Morgan Ave,3772.0,40.713811,-73.93515,2589
323,Ditmars Blvd & 19 St,3532.0,40.78145,-73.9183302,7114
324,Division Av & Hooper St,3714.0,40.70684203101325,-73.9544353965357,9125
325,Division Ave & Hooper St,3714.0,40.70684203101325,-73.9544353965357,420
326,Division Ave & Marcy Ave,3075.0,40.70708701,-73.95796783,4537
327,Division St & Bowery,296.0,40.71413089,-73.9970468,35382
328,Division St & Bowery (old),296.0,40.71413089,-73.9970468,1958
329,Dock 72 Way & Market St,3787.0,40.69985,-73.97141,4118
330,Douglass St & 3 Ave,3420.0,40.6802133,-73.98432695,15668
331,Douglass St & 4 Ave,3419.0,40.6792788,-73.98154004,11806
332,Driggs Ave & Lorimer St,3102.0,40.72179134,-73.9504154,13554
333,Driggs Ave & N 9 St,3715.0,40.71816969454208,-73.95520135760307,31132
334,Driggs Ave & N Henry St,3106.0,40.72325,-73.94308,16679
335,Duane St & Greenwich St,276.0,40.71748752,-74.0104554,21723
336,Duffield St & Willoughby St,390.0,40.69221589,-73.9842844,20018
337,Dwight St & Van Dyke St,3337.0,40.67363551341504,-74.01195555925369,2386
338,E 10 St & 5 Ave,280.0,40.73331967,-73.99510132,39838
339,E 10 St & Avenue A,445.0,40.72740794,-73.98142006,70646
340,E 102 St & 1 Ave,3351.0,40.7869946,-73.94164802,20010
341,E 102 St & Park Ave,3363.0,40.7904828,-73.95033068,8844
342,E 103 St & Lexington Ave,3379.0,40.7903051,-73.94755757,12389
343,E 106 St & 1 Ave,3391.0,40.7892529,-73.93956237,7242
344,E 106 St & Lexington Ave,3424.0,40.791976,-73.945993,7692
345,E 106 St & Madison Ave,3387.0,40.7934337,-73.94945003,8933
346,E 109 St & 3 Ave,3390.0,40.79329668,-73.9432083,9013
347,E 11 St & 1 Ave,326.0,40.72953837,-73.98426726,61120
348,E 11 St & 2 Ave,237.0,40.73047309,-73.98672378,56688
349,E 11 St & Avenue B,3718.0,40.72746420692392,-73.97950418293476,47677
350,E 11 St & Broadway,357.0,40.73261787,-73.99158043,6945
351,E 110 St & Madison Ave,3400.0,40.7961535,-73.94782145,16905
352,E 114 St & 1 Ave,3495.0,40.7945663,-73.9362541,6957
353,E 115 St & Lexington Ave,3494.0,40.797911,-73.9423,9376
354,E 115 St & Madison Ave,3500.0,40.7989445,-73.944846,6281
355,E 116 St & 2 Ave,3490.0,40.796879,-73.937261,5357
356,E 118 St & 1 Ave,3491.0,40.79747,-73.93504,8393
357,E 118 St & 3 Ave,3493.0,40.799139,-73.9389152,8255
358,E 118 St & Madison Ave,3501.0,40.8014866,-73.9442507,7243
359,E 118 St & Park Ave,3492.0,40.8005385,-73.9419949,4261
360,E 12 St & 3 Ave,483.0,40.73223272,-73.98889957,42705
361,E 12 St & 4 Av,3788.0,40.73269,-73.98974,31655
362,E 123 St & Lexington Ave,3504.0,40.8029263,-73.9379,7132
363,E 128 St & Madison Ave,3622.0,40.80756,-73.939182,5912
364,E 13 St & Avenue A,3711.0,40.72966729392978,-73.98067966103554,85203
365,E 15 St & 3 Ave,297.0,40.734232,-73.986923,65742
366,E 16 St & 5 Ave,496.0,40.73726186,-73.99238967,67434
367,E 16 St & Irving Pl,3463.0,40.735367055605394,-73.98797392845154,42807
368,E 17 St & Broadway,497.0,40.73704984,-73.99009296,121781
369,E 19 St & 3 Ave,325.0,40.73624527,-73.98473765,43709
370,E 2 St & 2 Ave,403.0,40.72502876,-73.99069656,53619
371,E 2 St & Avenue A,3656.0,40.72307749068673,-73.98583620786667,56137
372,E 2 St & Avenue B,301.0,40.72217444,-73.98368779,55584
373,E 2 St & Avenue C,150.0,40.7208736,-73.98085795,37322
374,E 20 St & 2 Ave,461.0,40.73587678,-73.98205027,65081
375,E 20 St & FDR Drive,487.0,40.73314259,-73.97573881,55020
376,E 20 St & Park Ave,503.0,40.73827428,-73.98751968,55802
377,E 23 St & 1 Ave,545.0,40.736502,-73.97809472,60978
378,E 24 St & Park Ave S,491.0,40.74096374,-73.98602213,84313
379,E 25 St & 1 Ave,174.0,40.7381765,-73.97738662,41339
380,E 25 St & 2 Ave,507.0,40.73912601,-73.97973776,65043
381,E 27 St & 1 Ave,2012.0,40.739445,-73.976806,44029
382,E 30 St & Park Ave S,546.0,40.74444921,-73.98303529,45959
383,E 31 St & 3 Ave,476.0,40.74394314,-73.97966069,56925
384,E 32 St & Park Ave,472.0,40.7457121,-73.98194829,69227
385,E 33 St & 1 Ave,3687.0,40.74322681432173,-73.97449783980846,65495
386,E 33 St & 5 Ave,526.0,40.74765947,-73.98490707,52390
387,E 35 St & 3 Ave,3431.0,40.746524,-73.977885,2704
388,E 39 St & 2 Ave,518.0,40.74780373,-73.9734419,61967
389,E 39 St & 3 Ave,167.0,40.7489006,-73.97604882,52289
390,E 4 St & 2 Ave,439.0,40.7262807,-73.98978041,59441
391,E 41 St & Madison Ave,3235.0,40.752165280621966,-73.97992193698882,41758
392,E 43 St & 2 Ave,2017.0,40.75022392,-73.97121414,22865
393,E 43 St & 5 Ave,3680.0,40.754120810779256,-73.98025184869766,40066
394,E 44 St & 2 Ave,3462.0,40.75118387463277,-73.97138714790344,1970
