,start_station_name,count,start_station_id,start_lat,start_lng
137,34 Ave & 31 St,7155,6720.07,40.759604471387945,-73.92714411020279
138,34 Ave & 38 St,13115,6638.01,40.756913,-73.921631
139,34 Ave & 45 St,3954,6596.1,40.754795,-73.917014
140,34 Ave & 48 St,4752,6554.05,40.75388,-73.914952
141,34 St & 35 Ave,8613,6605.08,40.7569332,-73.9262231
142,34 St & 38 Ave,5880,6453.02,40.752443,-73.929737
143,34 St & 4 Ave,3598,3492.04,40.655278,-74.003101
144,34 St & 48 Ave,1439,6110.01,40.740821207823245,-73.93147185444832
145,34 St & 5 Ave,1900,3451.01,40.654098,-74.001131
146,34th Ave & Vernon Blvd,8949,6873.01,40.76535380385866,-73.93986314535141
147,35 Ave & 10 St,7737,6806.06,40.76315481910373,-73.93985509872437
148,35 Ave & 37 St,10215,6563.12,40.7557327,-73.9236611
149,35 St & 21 Ave,2756,7170.04,40.776745,-73.906558
150,35 St & 23 Ave,4384,7047.07,40.77301508291382,-73.91119033098221
151,35 St & 30 Ave,12081,6887.03,40.76547569244953,-73.91811579465866
152,35 St & 34 Ave,7130,6679.11,40.7580583,-73.9242751
153,35 St & Broadway,11677,6750.16,40.760339,-73.9222427
154,36 Ave & 10 St,7943,6737.03,40.7614376,-73.9411265
155,36 Ave & 31 St,13156,6572.08,40.75651272984955,-73.92957486212252
156,36 St & 3 Ave,7033,3460.02,40.655716,-74.006664
157,36 St & 4 Ave,8327,3420.01,40.654144,-74.00422
158,36 St & 47 Ave,1141,6143.01,40.74221834996096,-73.92935156822205
159,36 St & Ditmars Blvd,8073,7111.1,40.774306,-73.908335
160,36 St & Hunters Point Ave,1145,5992.02,40.737860084,-73.930250883
161,36 St & Queens Blvd,2239,6260.04,40.744106889,-73.929055929
162,37 Ave & 35 St,4351,6529.02,40.7531106,-73.9279917
163,37 Ave & 63 St,424,6340.09,40.748950243,-73.899961352
164,37 St & 24 Ave,5062,6981.16,40.7701477,-73.9120938
165,38 Ave & 29 St,7353,6538.11,40.75473,-73.93367
166,38 St & 30 Ave,16284,6850.01,40.764174520197685,-73.91583994030952
167,38 St & Northern Blvd,3747,6486.07,40.752372,-73.925384
168,39 Ave & 45 St,1370,6401.03,40.74947822183477,-73.91826465725897
169,39 Ave & 54 St,561,6392.02,40.74891,-73.90899
170,39 Ave & 56 St,1406,6349.03,40.74832952,-73.90687716
171,39 Dr & 52 St,1306,6316.05,40.74732,-73.91197
172,39 St & 2 Ave,1473,3501.01,40.65539977447831,-74.01062786579132
173,39 St & 47 Ave,1963,6143.05,40.742203593,-73.926618338
174,39 St & 50 Ave,2358,6025.08,40.73824937345944,-73.92737478017807
175,39 St & Queens Blvd,3753,6218.04,40.74431,-73.92601
176,4 Ave & 17 St,6139,3739.06,40.665507,-73.993037
177,4 Ave & 26 St,4536,3596.04,40.660079,-73.998633
178,4 Ave & 3 St,15501,4028.04,40.673746,-73.985649
179,4 Ave & 9 St,17433,3955.05,40.6705135,-73.98876585
180,4 Ave & E 12 St,60721,5788.15,40.732647,-73.99011
181,4 Ave & Shore Road Dr,3436,2832.03,40.637033,-74.022141
182,40 Ave & 9 St,6514,6664.05,40.75742,-73.945133
183,40 Ave & Crescent St,7401,6462.05,40.7535992020056,-73.93795609474182
184,40 St & Queens Blvd,2191,6176.11,40.743540273428685,-73.92435193061829
185,41 Ave & 67 St,377,6225.03,40.744470239,-73.897531748
186,41 St & 3 Ave,805,3388.02,40.652512,-74.008906
187,41 St & 4 Ave,4324,3347.03,40.651354,-74.007168
188,42 Pl & Northern Blvd,2807,6520.07,40.753091,-73.920603
189,42 St & 1 Ave,1302,3428.02,40.654798,-74.014372
190,43 Ave & 40 St,2442,6292.03,40.74562,-73.92402
191,43 Ave & 42 St,4474,6251.06,40.74534682580983,-73.9219419658184
192,43 Ave & 47 St,2601,6209.05,40.7448062877224,-73.91728967428207
193,43 St & 23 Ave,2598,7009.06,40.769673,-73.906018
194,43 St & 35 Ave,3450,6520.06,40.754139,-73.919543
195,43 St & 37 Ave,4135,6401.01,40.750181,-73.919998
196,43 St & 50 Ave,2433,5983.04,40.737993121,-73.922693849
197,43 St & Broadway,7534,6670.03,40.7577284,-73.9166368
198,43 St & Skillman Ave,3841,6325.01,40.74692675687384,-73.9208248257637
199,44 Dr & Jackson Ave,25616,6352.01,40.74718234,-73.9432635
200,44 St & 2 Ave,1026,3356.05,40.652502,-74.013587
201,44 St & 3 Ave,1497,3315.05,40.651173,-74.011405
202,44 St & 48 Ave,3122,6058.08,40.73941387498411,-73.92131969332695
203,44 St & 6 Ave,3721,3233.06,40.647105,-74.004483
204,44 St & Greenpoint Ave,1446,6134.13,40.741119944681465,-73.92103672027588
205,45 Ave & 21 St,17782,6319.07,40.74737075646803,-73.94777297973631
206,45 Rd & 11 St,12279,6319.01,40.74708586,-73.94977234
207,45 St & 4 Ave,4276,3275.03,40.649145,-74.009486
208,46 Ave & 5 St,29127,6286.02,40.74731,-73.95451
209,46 St & 25 Ave,3599,6907.03,40.765753,-73.90676
210,46 St & 28 Ave,4016,6842.02,40.763328,-73.908782
211,46 St & 30 Rd,3660,6703.06,40.76072,-73.910989
212,46 St & 6 Ave,2512,3161.02,40.645921,-74.005708
213,46 St & 7 Ave,3666,3117.05,40.644743,-74.003754
214,46 St & Queens Blvd,3199,6209.08,40.74349759836971,-73.91860529780388
215,47 Ave & 31 St,6693,6151.03,40.743,-73.93561
216,47 Ave & 48 St,1214,6092.01,40.740881562,-73.917066932
217,47 Ave & Skillman Ave,2119,6237.01,40.7437524099784,-73.94176483154297
218,47 St & 3 Ave,1325,3243.02,40.649143,-74.012384
219,48 Ave & 31 St,3147,6151.05,40.74133,-73.93616
220,48 Ave & 37 St,1487,6067.01,40.74034668087185,-73.92886072397232
221,48 Ave & 41 St,3499,6101.11,40.73985995699164,-73.92400324344635
222,48 Ave & 5 St,8356,6212.04,40.74436328706688,-73.9558732509613
223,48 St & 2 Ave,1000,3283.05,40.650176,-74.015606
224,48 St & 37 Ave,6318,6435.02,40.751555,-73.915026
225,48 St & 5 Ave,2880,3202.06,40.646351,-74.009271
226,48 St & 50 Ave,1640,6016.06,40.73737,-73.91803
227,48 St & Barnett Ave,1401,6358.05,40.75001640425933,-73.91540944576263
228,48 St & Broadway,8658,6629.06,40.755763,-73.912715
229,48 St & Skillman Ave,2608,6283.05,40.74622874694195,-73.91616314649582
230,49 Ave & 21 St,8765,6128.04,40.74252,-73.948852
231,49 St & 25 Ave,1826,6804.01,40.764496,-73.904632
232,49 St & 31 Ave,4008,6662.01,40.758057,-73.909831
233,5 Av & W 139 St,8917,7851.04,40.815484,-73.935856
234,5 Ave & 3 St,26372,3987.06,40.6728155,-73.98352355
235,5 Ave & 37 St,3394,3379.03,40.652657,-74.002356
236,5 Ave & 41 St,6568,3306.03,40.649983,-74.005144
237,5 Ave & 66 St,3376,2782.02,40.635679,-74.020005
238,5 Ave & E 103 St,33875,7511.19,40.7922553,-73.95249933
239,5 Ave & E 135 St,7256,7769.06,40.812191,-73.937838
240,5 Ave & E 29 St,43367,6248.06,40.7451677,-73.98683077
241,5 Ave & E 63 St,32523,6904.06,40.766368,-73.971518
242,5 Ave & E 72 St,71213,7100.07,40.77282817,-73.96685276
243,5 Ave & E 78 St,48004,7161.08,40.77632142182271,-73.96427392959595
244,5 Ave & E 87 St,57428,7323.09,40.78232260730881,-73.95987510681152
245,5 Ave & E 93 St,38679,7372.1,40.7857851,-73.957481
246,5 Ave & W 126 St,12332,7701.21,40.80722,-73.9418
247,5 Ave & W 131 St,10324,7735.05,40.81014,-73.93973
248,5 St & 51 Ave,5675,6137.04,40.7423737,-73.9566
249,5 St & 6 Ave,10257,3874.01,40.6704836,-73.98208968
250,5 St & Market St,8601,4843.01,40.6999974843885,-73.97440128028393
251,50 St & 30 Ave,4015,6735.03,40.760083,-73.907107
252,50 St & 7 Ave,1906,3038.08,40.642501,-74.006055
253,50 St & Barnett Ave,2099,6435.03,40.749948621,-73.913585901
254,50 St & Northern Blvd,4013,6511.03,40.753441,-73.912402
255,51 St & 43 Ave,2687,6242.10,40.74451,-73.91412
256,51 St & Hobart St,3974,6662.09,40.75767234025041,-73.90769943594933
257,51 St & Queens Blvd,738,6167.03,40.7429,-73.91395
258,52 St & 1 Ave,1009,3253.01,40.649292,-74.020105
259,52 St & 6 Ave,1190,3084.05,40.642703,-74.009441
260,53 St & 2 Ave,3772,3211.06,40.64744,-74.018846
261,53 St & 4 Ave,6802,3169.07,40.644862,-74.014531
262,53 St & 5 Ave,2223,3129.08,40.643371,-74.011884
263,53 St & Roosevelt Ave,1140,6200.03,40.74462,-73.91143
264,54 St & 37 Ave,423,6468.01,40.75098,-73.90799
265,55 St & 5 Ave,1419,3050.03,40.642408,-74.013318
266,55 St & 7 Ave,2711,2951.05,40.639673,-74.008957
267,55 St & Northern Blvd,888,6502.01,40.75326,-73.90585
268,57 St & 1 Ave,1690,3178.02,40.646377,-74.023087
269,57 St & 1 Ave - Brooklyn Army Terminal Vaccination Site,366,3178.02,40.646377,-74.023087
270,57 St & 37 Ave,250,6426.05,40.75048,-73.90513
271,57 St & 4 Ave,2853,3093.07,40.642622,-74.016866
272,57 St & 43 Ave,953,6158.06,40.74324,-73.908
273,58 St & 2 Ave,1502,3138.09,40.644512,-74.021506
274,58 St & 2 Ave - Brooklyn Army Terminal Vaccination Site,569,3138.09,40.644512,-74.021506
275,58 St & 32 Ave,1959,6579.03,40.75574,-73.903427
276,58 St & Pier 4,2745,3220.01,40.646475,-74.026081
277,59 St & 4 Ave,3891,3011.03,40.641269,-74.017651
278,59 St & 5 Ave,1883,2961.05,40.640125,-74.015726
279,6 Ave & 12 St,13773,3803.05,40.6663181,-73.9854617
280,6 Ave & 21 St,13948,3628.11,40.66016,-73.990974
281,6 Ave & 55 St,1191,3000.08,40.640831,-74.010996
282,6 Ave & 60 St,1709,2912.08,40.638196,-74.013821
283,6 Ave & 9 St,23119,3803.09,40.668127,-73.98377641
284,6 Ave & Broome St,48294,5610.09,40.72431,-74.00473
285,6 Ave & Canal St,25134,5500.07,40.72243797,-74.00566443
286,6 Ave & W 33 St,109542,6364.07,40.74901271,-73.98848395
287,6 Ave & W 34 St,92487,6364.1,40.74964,-73.98805
288,6 Ave & W 45 St,62646,6593.15,40.756951,-73.982631
289,6 Ave & Walker St,25752,5430.1,40.7197920901383,-74.0052238852195
290,6 St & 7 Ave,16520,3834.1,40.6686627,-73.97988067
291,60 St & 37 Ave,471,6383.02,40.74958,-73.90256
292,61 St & 39 Ave,2007,6307.07,40.7471,-73.9028
293,61 St & Laurel Hill Blvd,393,5998.09,40.738945484,-73.903385043
294,61 St & Queens Blvd,675,6116.03,40.74091,-73.90273
295,61 St & Woodside Ave,1488,6191.06,40.74501,-73.9036
296,62 St & 34 Ave,722,6460.06,40.75201,-73.89986
297,62 St & 4 Ave,1396,2923.01,40.639859,-74.019776
298,62 St & 43 Ave,431,6191.04,40.74261,-73.903
299,62 St & Northern Blvd,6485,6536.02,40.754176,-73.900318
300,63 St & 5 Ave,806,2872.02,40.63766,-74.01782
301,64 St & 3 Ave,415,2971.02,40.639978,-74.02324
302,65 Pl & Woodside Ave,469,6149.02,40.74334,-73.89903
303,65 St & 2 Ave,455,3019.02,40.640493,-74.02564
304,65 St & 35 Ave,859,6417.04,40.75053,-73.8977
305,65 St & Broadway,408,6417.11,40.7493722738996,-73.89738768339157
306,65 St & Roosevelt Ave,484,6267.08,40.74589,-73.89915
307,67 St & Erik Pl,2259,2733.03,40.633385,-74.016562
308,67 St & Ridge Blvd,1603,2932.01,40.638799,-74.027472
309,69 St & 43 Ave,464,6108.03,40.741800666,-73.895704746
310,7 Ave & 17 St,4515,3660.07,40.66093779493168,-73.98680448532104
311,7 Ave & 20 St,6348,3588.01,40.659053,-73.98854
312,7 Ave & 22 St,3307,3515.01,40.658029,-73.989605
313,7 Ave & 40 St,3671,3266.01,40.648169,-74.000057
314,7 Ave & 41 St,6693,3192.05,40.647379,-74.000911
315,7 Ave & 62 St,752,2821.05,40.635509372,-74.012998104
316,7 Ave & Central Park South,77235,6912.01,40.7667405590595,-73.9790689945221
317,7 Ave & Park Pl,35502,4125.07,40.6776147,-73.97324283
318,7 Ave S & Bleecker St,49335,5805.07,40.73213896287381,-74.00363802909851
319,7 St & 3 Ave,10523,3996.01,40.67260298150126,-73.98983001708984
320,7 St & 5 Ave,13766,3914.02,40.6704922,-73.98541675
321,72 St & 41 Ave,1611,6258.03,40.7448,-73.89377
322,72 St & Woodside Ave,633,6141.02,40.74288,-73.89283
323,76 St & 21 Ave,2056,7032.02,40.77028,-73.893675
324,8 Ave & W 16 St,78252,6072.11,40.740983,-74.001702
325,8 Ave & W 24 St,26669,6224.06,40.74591072834279,-73.99807110428809
326,8 Ave & W 27 St,35668,6297.07,40.747968,-73.996637
327,8 Ave & W 31 St,79548,6450.05,40.7505853470215,-73.9946848154068
328,8 Ave & W 33 St,88789,6450.12,40.751551,-73.993934
329,8 Ave & W 38 St,81235,6526.05,40.75461,-73.99177
330,8 Ave & W 49 St,55335,6747.07,40.76171227910671,-73.98655101656914
331,8 Ave & W 52 St,57919,6816.07,40.76370739,-73.9851615
332,8 St & Astoria Blvd,7052,7068.07,40.7725996921817,-73.93266275525093
333,9 Ave & W 18 St,60617,6190.08,40.74317449,-74.00366443
334,9 Ave & W 204 St,199,8559.04,40.86169883507865,-73.91855701804161
335,9 Ave & W 206 St,372,8594.02,40.86308937813274,-73.9175833761692
336,9 Ave & W 219 St,286,8696.05,40.871094,-73.911503
337,9 Ave & W 22 St,85891,6266.06,40.7454973,-74.00197139
338,9 Ave & W 39 St,3591,6644.08,40.756427526,-73.994104862
339,9 Ave & W 45 St,71965,6717.06,40.76019252,-73.9912551
340,9 St & 44 Rd,7072,6361.03,40.74966,-73.9521
341,Academy St & Nagle Ave,1808,8579.05,40.862562,-73.922661
342,Adam Clayton Powell Blvd & W 115 St,12988,7643.18,40.802535,-73.9532423
343,Adam Clayton Powell Blvd & W 118 St,16670,7670.09,40.804372,-73.951475
344,Adam Clayton Powell Blvd & W 123 St,17410,7704.04,40.8078316,-73.949373
345,Adam Clayton Powell Blvd & W 126 St,25388,7738.04,40.80949534777948,-73.94776493310928
346,Adam Clayton Powell Blvd & W 130 St,10731,7774.02,40.812346,-73.946168
347,Adam Clayton Powell Blvd & W 132 St,11863,7814.01,40.813539,-73.94521
348,Adam Clayton Powell Blvd & W 138 St,16566,7855.03,40.81695971032464,-73.9422959089279
349,Adam Clayton Powell Blvd & W 141 St,10326,7893.05,40.819241,-73.941057
350,Adam Clayton Powell Blvd & W 151 St,7888,8009.05,40.825289,-73.936232
351,Adams St & Prospect St,13152,4821.1,40.70076308326151,-73.98869812488556
352,Adelphi St & Myrtle Ave,26746,4620.02,40.69308257,-73.97178913
353,Albany Ave & Fulton St,8268,4237.02,40.6800105,-73.938475
354,Albany Ave & Park Pl,218,3975.02,40.67297,-73.93896
355,Albany St & Greenwich St,32131,5145.02,40.709267,-74.013247
356,Albee Square W & Fulton St,4491,4556.08,40.69068758614303,-73.98347854614258
357,Albemarle Rd & McDonald Ave,3415,3166.03,40.645074,-73.979681
358,Alexander Ave & E 134 St,3814,7712.04,40.807466,-73.927107
359,Allen St & Hester St,49499,5342.1,40.71605866,-73.99190759
360,Allen St & Rivington St,58498,5414.06,40.72019576,-73.98997825
361,Allen St & Stanton St,58567,5484.09,40.722055,-73.989111
362,Amsterdam Ave & W 119 St,16794,7727.08,40.80863217506367,-73.95958609887202
363,Amsterdam Ave & W 125 St,13258,7800.03,40.813358,-73.956461
364,Amsterdam Ave & W 131 St,4668,7842.16,40.816355,-73.954295
365,Amsterdam Ave & W 136 St,6873,7920.05,40.819746,-73.951819
366,Amsterdam Ave & W 152 St,5718,8069.01,40.829523,-73.944279
367,Amsterdam Ave & W 156 St,4479,8104.1,40.832081,-73.942386
368,Amsterdam Ave & W 162 St,4041,8172.07,40.83618,-73.939789
369,Amsterdam Ave & W 167 St,3481,8206.17,40.839443,-73.937044
370,Amsterdam Ave & W 172 St,3333,8242.04,40.842173,-73.935111
371,Amsterdam Ave & W 175 St,3188,8278.05,40.844044,-73.933651
372,Amsterdam Ave & W 180 St,2395,8353.02,40.847396,-73.931205
373,Amsterdam Ave & W 183 St,2500,8353.09,40.84925,-73.93022
374,Amsterdam Ave & W 186 St,2826,8394.15,40.851113,-73.928808
375,Amsterdam Ave & W 189 St,1750,8432.04,40.853142,-73.927094
376,Amsterdam Ave & W 189 St new,50,8432.11,40.85318758861975,-73.92715752124786
377,Amsterdam Ave & W 66 St,31332,7149.05,40.7746671,-73.98470567
378,Amsterdam Ave & W 73 St,68173,7260.09,40.77966809007312,-73.98093044757842
379,Amsterdam Ave & W 79 St,58111,7311.02,40.7829391,-73.9786517
380,Amsterdam Ave & W 82 St,35818,7360.1,40.78524672,-73.97667321
381,Anderson Ave & W 164 St,2688,8096.03,40.832057,-73.927421
382,Andrew Ave N & Hall of Fame Tce,965,8520.01,40.85834,-73.91008
383,Andrews Ave S & W 179 St,1262,8483.02,40.855156,-73.91278
384,Anthony Ave & E 175 St,3803,8319.01,40.846465,-73.903869
385,Anthony Ave & E Tremont Ave,7632,8356.04,40.848793,-73.903178
386,Aqueduct Ave & North St,1148,8535.09,40.8604787,-73.9057169936
387,Aqueduct Ave & W 190 St,1557,8605.06,40.8649213,-73.9024238
388,Ashland Pl & Dekalb Ave,13141,4513.09,40.690065,-73.978776
389,Astoria Park S & Shore Blvd,14908,7159.08,40.7767,-73.927631
390,Atlantic Ave & Fort Greene Pl,27859,4354.07,40.68382604,-73.97632328
391,Atlantic Ave & Furman St,35174,4614.04,40.69165183,-73.9999786
392,Audobon Ave & W 179 St,3083,8316.02,40.847305,-73.933291
393,Audubon Ave & Fort George Ave,715,8491.07,40.85715781391904,-73.92717361450195
394,Audubon Ave & W 192 St,2874,8469.05,40.85589030603889,-73.92708241939545
395,Ave A & E 11 St,44141,5703.13,40.72854745023944,-73.98175925016403
396,Ave A & E 14 St,68365,5779.11,40.73031071000895,-73.98047178983688
397,Ave D & E 8 St,22010,5506.1,40.72368361,-73.97574813
398,Avenue C & E 18 St,20439,5769.04,40.730563,-73.973984
399,Avenue D & E 10 St,16211,5575.13,40.72506551015475,-73.97515833377838
400,Avenue D & E 12 St,9589,5575.08,40.72580614,-73.97422494
