start_station_name,count,start_station_id,start_lat,start_lng
Bushwick Ave & Dekalb Ave,7205,4680.05,40.69502,-73.92825
Bushwick Ave & Forrest St,7143,4914.03,40.70076,-73.93641
Bushwick Ave & Furman Ave,2430,4317.05,40.68281,-73.90623
Bushwick Ave & Harman St,9643,4640.01,40.69356,-73.92524
Bushwick Ave & Linden St,6872,4600.09,40.69146,-73.92146
Bushwick Ave & McKibbin St,6557,5027.02,40.705517,-73.93936
Bushwick Ave & Powers St,13352,5250.05,40.712476,-73.941
Bushwick Ave & Stagg St,5180,5140.06,40.709897,-73.94008
Butler St & Court St,9812,4339.01,40.684989,-73.994403
Cabrini Blvd & W 177 St,3414,8358.1,40.848282,-73.941343
Cadman Plaza E & Red Cross Pl,17610,4821.06,40.699917,-73.989717
Cadman Plaza E & Tillary St,16737,4677.01,40.695976,-73.990148
Calyer St & Guernsey St,1823,5709.03,40.72755807,-73.95505853
Calyer St & Jewel St,9583,5743.02,40.72984,-73.94839
Cambridge Pl & Gates Ave,15538,4377.04,40.68488,-73.96304
Canal St & Rutgers St,70934,5303.08,40.714275,-73.9899
Carlton Ave & Dean St,22340,4199.12,40.680974,-73.971009
Carlton Ave & Flushing Ave,14468,4732.08,40.697787,-73.973736
Carlton Ave & Park Ave,9203,4732.04,40.695807,-73.973555
Carmine St & 6 Ave,94018,5763.03,40.730385,-74.002149
Carroll St & 5 Ave,17514,4060.09,40.675162,-73.981483
Carroll St & 6 Ave,16566,4019.06,40.674089,-73.978728
Carroll St & Bond St,12532,4184.07,40.678611,-73.990372
Carroll St & Columbia St,12112,4348.07,40.683045,-74.003485
Carroll St & Franklin Ave,6221,3847.04,40.667941,-73.9588
Carroll St & Smith St,22382,4225.14,40.680611,-73.994758
Carroll St & Washington Ave,6552,3887.03,40.668674,-73.961814
Cathedral Pkwy & Broadway,32524,7680.03,40.804213,-73.966991
Catherine St & Monroe St,24028,5128.04,40.711174,-73.996826
Caton Ave & Argyle Rd,5263,3303.01,40.649681,-73.967829
Caton Ave & E 10 St,4066,3230.01,40.648481,-73.97058
Caton Ave & E 7 St,3175,3199.01,40.647718,-73.973663
Cauldwell Ave & E 158 St,1306,7913.15,40.81989,-73.908351
Cauldwell Ave & E 161 St,1543,7952.02,40.82188,-73.907521
Cedar Ave & W Fordham Rd,1738,8575.02,40.86156,-73.91219
Cedar St & Evergreen Ave,5549,4721.01,40.69671,-73.92807
Cedar St & Myrtle Ave,7845,4751.01,40.697842,-73.926241
Center Blvd & 48 Ave,11079,6254.06,40.745038,-73.957539
Center Blvd & 51 Ave,18255,6179.07,40.743366,-73.959607
Central Ave & Covert St,3738,4550.05,40.68929,-73.90951
Central Ave & Decatur St,3355,4432.1,40.6882,-73.90798
Central Ave & Flushing Ave,7035,4947.04,40.702831,-73.9333
Central Ave & Himrod St,6531,4713.01,40.69676,-73.92302
Central Ave & Melrose St,5817,4832.07,40.70112,-73.93039
Central Ave & Starr Street,9211,4792.03,40.700003,-73.92834
Central Ave & Weirfield St,5617,4591.04,40.69055,-73.91181
Central Ave & Woodbine St,6300,4632.1,40.69296,-73.91605
Central Park North & Adam Clayton Powell Blvd,54353,7617.07,40.799484,-73.955613
Central Park S & 6 Ave,91589,6876.04,40.765909,-73.976342
Central Park W & W 103 St,27344,7577.27,40.796036,-73.961589
Central Park W & W 91 St,44934,7453.01,40.788665,-73.966801
Central Park W & W 97 St,41594,7538.18,40.792495,-73.96417
Central Park West & W 68 St,68133,7079.06,40.773406,-73.977825
Central Park West & W 72 St,63158,7141.07,40.775794,-73.976206
Central Park West & W 76 St,42802,7253.04,40.778967,-73.973747
Central Park West & W 85 St,51423,7354.01,40.78476,-73.969862
Centre St & Chambers St,56255,5207.01,40.712732,-74.004607
Centre St & Seneca Ave,2067,4837.03,40.69969,-73.9022
Centre St & Worth St,31404,5279.03,40.714948,-74.002344
Charlotte St & Boston Rd,657,8167.04,40.835877,-73.893142
Cherry St,34708,5181.04,40.712199,-73.979481
Chester Ave & 12 Ave,1552,3135.04,40.644367,-73.984276
Christopher St & Greenwich St,70297,5847.01,40.732915,-74.007113
Church Ave & McDonald Ave,2159,3090.06,40.642809,-73.979239
Church Ave & Story St,1838,3007.05,40.642031,-73.981073
Clark St & Henry St,29147,4789.03,40.697601,-73.993445
Classon Ave & St Marks Ave,18961,4074.03,40.676519,-73.959608
Clay Ave & Claremont Pkwy,2035,8225.05,40.83999,-73.90549
Clay Ave & E 173 St,1531,8281.06,40.843264,-73.904867
Clermont Ave & Lafayette Ave,19462,4461.01,40.687644,-73.969689
Clermont Ave & Park Ave,10024,4692.01,40.695733,-73.971296
Cleveland Pl & Spring St,101085,5492.05,40.722104,-73.997249
Cliff St & Fulton St,24713,5065.14,40.70838,-74.00495
Clinton Ave & Flushing Ave,10809,4762.04,40.69794,-73.969868
Clinton Ave & Myrtle Ave,30256,4651.02,40.693261,-73.968896
Clinton St & 4 Place,11880,5190.09,40.711471,-73.986726
Clinton St & Centre St,3545,4119.04,40.678356,-74.000145
Clinton St & Cherry St,6200,4045.01,40.67434,-74.001946
Clinton St & Grand St,77659,5190.09,40.711471,-73.986726
Clinton St & Joralemon St,23089,5303.06,40.715595,-73.987029
Clinton St & Newark St,13,4605.04,40.692395,-73.993379
Clinton St & Tillary St,18968,HB409,40.73743,-74.03571
Clinton St & Union St,15950,4748.07,40.696232,-73.99142
"Clinton St	& Cherry St",411,4266.03,40.683116,-73.997853
Clinton St\t& Cherry St,23708,5190.09,40.711471,-73.986726
Coffey St & Conover St,7755,4137.1,40.677236,-74.015665
Coffey St & Ferris St,669,4137.14,40.67818388,-74.01701689
College Ave & E 170 St,975,8175.06,40.837576,-73.910489
Columbia Heights & Cranberry St,15307,4829.01,40.700379,-73.995481
Columbia St & Degraw St,10960,4422.04,40.685929,-74.002423
Columbia St & Kane St,9961,4422.05,40.687632,-74.001626
Columbia St & Lorraine St,1875,4013.08,40.674706,-74.007557
Columbia St & Rivington St,24289,5365.02,40.7174,-73.980166
Columbia St & W 9 St,2674,4086.05,40.676999,-74.006471
Columbus Ave & W 103 St,9892,7595.17,40.796934,-73.964341
Columbus Ave & W 72 St,75599,7175.05,40.777058,-73.978985
Columbus Ave & W 95 St,49825,7520.07,40.791956,-73.968087
Commerce St & Van Brunt St,5656,4243.01,40.681211,-74.008609
Concord St & Bridge St,13176,4781.03,40.697666,-73.984764
Concourse Village East & E 158 St,2617,8000.02,40.823732,-73.919379
Concourse Village West & E 156 St,1953,7962.01,40.823162,-73.923267
Congress St & Clinton St,18954,4455.07,40.688152,-73.995209
Congress St & Hicks St,6897,4497.09,40.689395,-73.999512
Convent Ave & W 135 St,4900,7860.08,40.818215,-73.950988
Convent Ave & W 151 St,2570,8049.1,40.82831,-73.942924
Cooper Square & Astor Pl,54311,5712.03,40.729514,-73.990752
Court St & Nelson St,11795,4077.07,40.676394,-73.998698
Court St & State St,30704,4488.08,40.690237,-73.99203
Courtlandt Ave & E 149 St,3473,7840.05,40.816402,-73.919549
Courtlandt Ave & E 157 St,1927,7979.01,40.822267,-73.916792
Crescent St & 30 Ave,17105,6958.06,40.768692,-73.924957
Crescent St & 34 Ave,11481,6759.15,40.76108,-73.930562
Crescent St & 35 Ave,7438,6688.01,40.759628,-73.932146
Crescent St & Broadway,17137,6827.11,40.763359,-73.928647
Crescent St & Ditmars Blvd,5126,7233.05,40.778719,-73.914565
Creston Ave & E 178 St,903,8379.07,40.850885,-73.906469
Creston Ave & E 181 St,1175,8456.02,40.8549,-73.90281
Crotona Park East & E 173 St,1204,8182.02,40.837037,-73.890413
Crotona Park North & Prospect Ave,3138,8236.01,40.841092,-73.892317
Cumberland St & Lafayette Ave,19851,4428.02,40.687534,-73.972651
Cypress Ave & George St,1524,4765.07,40.69812,-73.90271
Cypress Ave & Palmetto St,1504,4921.04,40.701573,-73.908762
Dahill Rd & 12 Ave,2891,3208.07,40.646037,-73.980963
Davidson Ave & W Burnside Ave,1802,8441.05,40.853646,-73.908731
Dawson St & Intervale Ave,1075,7888.1,40.819999,-73.897263
Dean St & 4 Ave,4008,4528.01,40.690648,-73.957461
Dean St & Franklin Ave,22381,4513.06,40.689888,-73.981013
Dean St & Hoyt St,15234,4546.04,40.68981,-73.974931
Decatur Ave & Bedford Park Blvd,1356,4461.04,40.689407,-73.968854
Decatur Ave & E 197 St,682,4322.02,40.683125,-73.978951
Decatur Ave & Oliver Pl,338,4107.13,40.677592,-73.955637
Degraw St & Hoyt St,10853,4446.05,40.686444,-73.987591
Degraw St & Smith St,15258,8664.06,40.86813,-73.88412
DeKalb Ave & Franklin Ave,16250,8597.01,40.86557,-73.88807
DeKalb Ave & Hudson Ave,22586,8631.03,40.867,-73.8857764
DeKalb Ave & S Portland Ave,25924,4258.07,40.68199,-73.99079
DeKalb Ave & Vanderbilt Ave,27643,4298.05,40.682915,-73.993182
Delancey St & Eldridge St,25495,5414.07,40.719383,-73.991479
Devoe St & Lorimer St,22293,5259.06,40.713352,-73.949103
Devoe St & Morgan Ave,7323,5282.02,40.713811,-73.93515
Ditmars Ave & 43 St,1751,7039.03,40.771203,-73.903865
Ditmars Blvd & 19 St,8178,7291.06,40.78145,-73.91833
Ditmars Blvd & 43 St,2822,7039.03,40.771203,-73.903865
Ditmars Blvd & 48 St,1750,6935.01,40.769219,-73.901001
Ditmars Blvd & 73 St,1215,6964.05,40.76817,-73.896293
Ditmars Blvd & 76 St,1406,6927.03,40.768442,-73.893531
Ditmars Blvd & 79 St,2312,6994.06,40.768728,-73.890745
Division Ave & Hooper St,10783,5045.05,40.706842,-73.954435
Division Ave & Marcy Ave,6058,5084.03,40.707087,-73.957967
Division St & Bowery,30884,5270.08,40.714193,-73.996732
Dock 72 Way & Market St,12697,4804.02,40.69985,-73.97141
Dock St & Front St,14169,4903.09,40.702709,-73.99253
Douglass St & 3 Ave,16132,4217.02,40.680213,-73.984327
Douglass St & 4 Ave,16469,4175.14,40.679278,-73.98154
Driggs Ave & Lorimer St,19742,5481.04,40.721791,-73.950415
Driggs Ave & N 9 St,36150,5411.08,40.718169,-73.955201
Driggs Ave & N Henry St,22056,5542.04,40.72325,-73.94308
Duane St & Greenwich St,19571,5400.08,40.717488,-74.010455
Duane St & Hudson St,565,5359.12,40.71703,-74.00925
Duffield St & Willoughby St,22185,4596.05,40.692215,-73.984284
Dwight St & Van Dyke St,3831,3981.1,40.673636,-74.011956
Dyckman St & 10 Ave,1353,8507.02,40.858904,-73.923093
Dyckman St & Henshaw St,3858,8636.04,40.867357,-73.92936
Dyckman St & Staff St,5956,8655.02,40.868846,-73.931537
E 1 St & 1 Ave,42918,5593.01,40.723355,-73.988649
E 10 St & Avenue A,83288,5659.05,40.727407,-73.98142
E 102 St & 1 Ave,24204,7407.13,40.786994,-73.941648
E 102 St & Park Ave,12597,7488.24,40.790482,-73.95033
E 103 St & Lexington Ave,13227,7463.09,40.790305,-73.947557
E 106 St & 1 Ave,13940,7456.03,40.789252,-73.939562
E 106 St & Lexington Ave,13674,7504.18,40.791976,-73.945993
E 106 St & Madison Ave,14874,7528.31,40.793433,-73.94945
E 109 St & 3 Ave,10564,7504.12,40.793296,-73.943208
E 11 St & 1 Ave,63849,5746.14,40.729538,-73.984267
E 11 St & 2 Ave,15682,5746.04,40.730473,-73.986723
E 11 St & 3 Ave,39541,5788.16,40.73127,-73.98849
E 11 St & Avenue B,46473,5659.11,40.727464,-73.979504
E 110 St & Madison Ave,25080,7587.14,40.796153,-73.947821
E 114 St & 1 Ave,14144,7540.02,40.794566,-73.936254
E 115 St & Lexington Ave,14044,7599.09,40.797911,-73.9423
E 115 St & Madison Ave,9965,7599.02,40.798944,-73.944846
E 116 St & 2 Ave,9810,7563.06,40.796879,-73.937261
E 118 St & 1 Ave,13631,7596.1,40.79747,-73.93504
E 118 St & 3 Ave,13378,7611.02,40.799139,-73.938915
E 118 St & Madison Ave,11815,7640.04,40.801486,-73.94425
E 118 St & Park Ave,6410,7625.18,40.800539,-73.941995
E 12 St & 3 Ave,37624,5788.12,40.732233,-73.9889
E 12 St & Ave C,22151,5616.08,40.727243,-73.976831
E 123 St & Lexington Ave,7417,7636.05,40.802926,-73.9379
E 128 St & 3 Ave,1432,7696.07,40.805631,-73.934077
E 128 St & Madison Ave,8183,7735.23,40.80756,-73.939182
E 13 St & 2 Ave,68863,5820.08,40.731539,-73.985302
E 13 St & Avenue A,96590,5779.09,40.729667,-73.98068
E 132 St & Madison Ave,7337,7748.02,40.810224,-73.937195
E 133 St & Cypress Pl,776,7642.04,40.80262,-73.9174
E 134 St & Walnut Ave,979,7613.04,40.800425,-73.911034
E 135 St & St Ann's Ave,2252,7687.05,40.805089,-73.918889
E 138 St & 5 Av,7708,7809.13,40.81449,-73.936153
E 138 St & Canal St W,2977,7803.03,40.812304,-73.929153
E 138 St & Cypress Ave,2626,7669.1,40.805559,-73.914718
E 138 St & Grand Concourse,2511,7803.08,40.813224,-73.930605
E 138 St & Willow Ave,1792,7654.04,40.804168,-73.911545
E 14 St & Avenue B,37851,5736.09,40.729387,-73.977724
E 141 St & Jackson Ave,1622,7703.14,40.806896,-73.911837
E 141 St & St Ann's Ave,2760,7722.06,40.808633,-73.916124
E 142 St & 3 Ave,3565,7781.1,40.812735,-73.923697
E 144 St & Brook Ave,1639,7777.02,40.811675,-73.917037
E 147 St & Bergen Ave,3283,7840.11,40.814673,-73.91839
E 149 St & Eagle Ave,2031,7793.02,40.814046,-73.91186
E 149 St & Jackson Ave,3763,7812.01,40.813135,-73.909235
E 149 St & Morris Ave,6337,7863.03,40.81734,-73.922962
E 149 St & Park Ave,3322,7884.04,40.818154,-73.925294
E 15 St & 3 Ave,62717,5863.07,40.734232,-73.986923
E 150 St & Gerard Ave,3012,7906.13,40.820089,-73.928947
E 153 St & E 157 St,2534,8025.01,40.826677,-73.929327
E 155 St & Courtlandt Ave,1622,7940.02,40.82057,-73.917579
E 156 & Brook Ave,3959,7896.11,40.819823,-73.912411
E 157 St & River Ave,3961,8005.03,40.825737,-73.927311
E 158 St & Melrose Ave,2474,7957.11,40.822215,-73.914688
E 16 St & 5 Ave,62458,6022.04,40.737262,-73.99239
E 16 St & Irving Pl,34399,5938.11,40.735367,-73.987973
E 160 St & Tinton Ave,1137,7931.05,40.820302,-73.903944
E 161 St & Park Ave,3588,7979.17,40.824811,-73.916407
E 161 St & River Ave,12070,8041.07,40.827883,-73.927111
E 163 St & Tiffany St,1556,7927.08,40.821075,-73.895069
E 163 St & Union Ave,1987,7970.05,40.822545,-73.901824
E 165 St & Clay Ave,2731,8052.02,40.82809,-73.91288
E 165 St & Fox St,922,7966.02,40.82394,-73.894025
E 165 St & Jerome Ave,2084,8130.02,40.83263,-73.925101
E 167 St & Bryant Ave,1262,8040.03,40.826706,-73.888719
E 167 St & Clay Ave,2316,8088.01,40.83094,-73.91125
E 167 St & Franklin Ave,1186,8048.01,40.82895,-73.90521
E 169 St & Fox St,827,8024.05,40.827184,-73.893721
E 169 St & Webster Ave,2871,8122.04,40.834015,-73.908863
E 17 St & Broadway,123779,5980.07,40.73705,-73.990093
E 170 St & Clay Ave,1500,8156.01,40.837213,-73.908345
E 170 St & Sheridan Ave,1580,8194.07,40.838315,-73.912604
E 170 St & Webster Ave,2732,8156.03,40.836179,-73.907301
E 171 St & 3 Ave,2291,8171.06,40.837119,-73.902185
E 171 St & Webster Ave,1903,8190.03,40.838379,-73.905838
E 174 St & Longfellow Ave,2393,8144.09,40.836274,-73.884308
E 174 St & Walton Ave,1771,8285.09,40.844811,-73.912042
E 188 St & Creston Ave,2444,8566.05,40.861669,-73.898589
E 19 St & 3 Ave,50202,5938.01,40.736245,-73.984737
E 2 St & 2 Ave,47898,5593.02,40.725028,-73.990696
E 2 St & Avenue A,58398,5553.1,40.723077,-73.985836
E 2 St & Avenue B,69741,5515.02,40.722174,-73.983687
E 2 St & Avenue C,53245,5476.03,40.720873,-73.980857
E 20 St & 2 Ave,74183,5971.08,40.735876,-73.98205
E 20 St & FDR Drive,43064,5886.02,40.733142,-73.975738
E 20 St & Park Ave,52742,6055.08,40.738274,-73.987519
E 201 St & Briggs Ave,718,8717.07,40.87207,-73.88459
E 23 St & 1 Ave,55473,5929.01,40.736502,-73.978094
E 25 St & 1 Ave,38007,6004.07,40.738176,-73.977386
E 25 St & 2 Ave,73278,6046.02,40.739126,-73.979738
E 27 St & 1 Ave,66590,6004.06,40.739445,-73.976806
E 27 St & Park Ave S,29854,6131.13,40.742751,-73.984715
E 3 St & 1 Ave,34065,5553.03,40.724677,-73.987834
E 3 St & Church Ave,2535,3046.03,40.643817,-73.977433
E 30 St & Park Ave S,38213,6206.08,40.744449,-73.983035
E 31 St & 3 Ave,72165,6239.08,40.743943,-73.97966
E 32 St & Park Ave,59488,6280.12,40.745712,-73.981948
E 33 St & 1 Ave,92701,6197.08,40.743226,-73.974497
E 33 St & 5 Ave,55919,6322.01,40.747659,-73.984907
E 39 St & 2 Ave,29071,6345.08,40.74803319,-73.97382796
E 39 St & Lexington Ave,52818,6389.09,40.749499,-73.977292
E 4 St & 2 Ave,55636,5593.04,40.726281,-73.98978
E 4 St & Ave B,42,5515.08,40.72334683,-73.98265913
E 40 St & 5 Ave,38641,6474.11,40.752062,-73.981632
E 40 St & Park Ave,15489,6432.11,40.750756,-73.978326
E 41 St & Madison Ave,23541,6474.12,40.752165,-73.979921
E 41 St & Madison Ave (SE corner),6216,6432.1,40.752049,-73.979635
E 41 St & Madison Ave (SW corner),6882,6474.12,40.752165,-73.979922
E 43 St & 2 Ave,18461,6422.08,40.750224,-73.971214
E 43 St & 5 Ave,1297,6551.03,40.75412,-73.980251
E 44 St & 2 Ave,28291,6422.09,40.751183,-73.971387
E 44 St & Lexington Ave,34086,6464.09,40.752643,-73.974996
E 45 St & 3 Ave,24416,6464.08,40.752554,-73.972826
E 47 St & 1 Ave,23111,6498.09,40.752069,-73.967844
E 47 St & 2 Ave,37128,6498.1,40.75323,-73.970325
E 47 St & Park Ave,39529,6584.12,40.755103,-73.974987
E 48 St & 3 Ave,31748,6541.03,40.754601,-73.971879
E 48 St & 5 Ave,35783,6626.01,40.757245,-73.978059
E 5 St & Ave A,90,5626.06,40.72479008,-73.98430064
E 5 St & Avenue C,25395,5545.04,40.722992,-73.979954
E 5 St & Cooper Sq,29247,5712.12,40.72769,-73.990993
E 50 St & Park Ave,11764,6659.1,40.757334,-73.974235
E 51 St & 1 Ave,32108,6532.06,40.754557,-73.96593
E 51 St & 2 Ave,39411,6575.03,40.755293,-73.967641
E 51 St & Lexington Ave,21966,6659.01,40.757147,-73.972078
E 53 St & 3 Ave,1695,6617.02,40.757632,-73.969305
E 53 St & Lexington Ave,35858,6617.09,40.75828,-73.970694
E 53 St & Madison Ave,35677,6659.03,40.75971,-73.974023
E 54 St & 1 Ave,28786,6608.09,40.756265,-73.964179
E 55 St & 2 Ave,26621,6650.07,40.757973,-73.966033
E 56 St & 3 Ave,35527,6691.11,40.759345,-73.967597
E 56 St & Madison Ave,26255,6732.01,40.761573,-73.972628
E 58 St &  1 Ave (NW Corner),16063,6723.1,40.759125,-73.962658
E 58 St & 1 Ave (NE Corner),16916,6682.03,40.758923,-73.962262
E 58 St & 1 Ave (NW Corner),13894,6723.1,40.759125,-73.962658
E 58 St & 3 Ave,57320,6762.02,40.760957,-73.967244
E 58 St & Madison Ave,27932,6839.04,40.763025,-73.972095
E 59 St & Madison Ave,17858,6801.01,40.763505,-73.971092
E 6 St & Avenue B,74071,5584.04,40.724537,-73.981854
E 6 St & Avenue D,46951,5506.14,40.72228,-73.976687
E 60 St & York Ave,14237,6682.08,40.759107,-73.959223
E 63 St & 3 Ave,28843,6830.02,40.763954,-73.9646
E 65 St & 2 Ave,27825,6860.12,40.764718,-73.96222
E 66 St & Madison Ave,16057,6969.08,40.768009,-73.968453
E 67 St & Park Ave,13908,6932.14,40.7678,-73.96592
E 68 St & 3 Ave,21852,6896.16,40.767128,-73.962246
E 68 St & Madison Ave,15801,6932.15,40.769157,-73.967034
E 7 St & Ave B,104,5584.05,40.72512852,-73.98131669
E 7 St & Ave C,50,5545.01,40.72412944,-73.97901267
E 7 St & Avenue A,78034,5626.07,40.726217,-73.983798
E 72 St & Park Ave,26176,6998.08,40.771182,-73.964094
E 72 St & York Ave,55560,6889.12,40.766638,-73.953483
E 74 St & 1 Ave,46436,6953.08,40.768974,-73.954823
E 75 St & 3 Ave,24447,6991.12,40.771129,-73.957722
E 76 St & Park Ave,27570,7128.08,40.773763,-73.962221
E 77 St & 3 Ave,29456,7092.06,40.773142,-73.958561
E 78 St & 2 Ave,21579,7057.07,40.772796,-73.955778
E 8 St & Caton Ave,2109,3272.01,40.648055,-73.972432
E 81 St & 2 Ave,32001,7121.05,40.774779,-73.954274
E 81 St & 3 Ave,23360,7154.07,40.77573,-73.956753
E 81 St & Park Ave,15299,7188.1,40.776777,-73.95901
E 81 St & York Ave,29313,7084.12,40.772838,-73.949892
E 82 St & East End Ave,20260,7049.04,40.772461,-73.946821
E 84 St & 1 Ave,39000,7180.02,40.775655,-73.950686
E 84 St & Park Ave,27465,7243.04,40.778626,-73.95772
E 85 St & 3 Ave,55526,7212.05,40.778012,-73.954071
E 85 St & York Ave,24631,7146.04,40.775369,-73.948033
E 88 St & 1 Ave,30462,7235.13,40.778301,-73.948813
E 88 St & Park Ave,25688,7293.1,40.781411,-73.955959
E 89 St & 3 Ave,29021,7265.1,40.780628,-73.952166
E 89 St & York Ave,33293,7204.08,40.777945,-73.946041
E 9 St & 5 Ave,34232,5872.1,40.732758,-73.995816
E 9 St & Avenue C,41638,5616.01,40.725213,-73.977688
E 91 St & 2 Ave,39179,7286.01,40.781122,-73.949655
E 91 St & Park Ave,21727,7344.05,40.783501,-73.955327
E 92 St & Park Ave,1610,7344.06,40.78385,-73.95416
E 93 St & 2 Ave,21646,7286.02,40.782454,-73.948919
E 95 St & 3 Ave,13708,7365.13,40.784903,-73.950503
E 97 St & 3 Ave,10473,7365.08,40.78592,-73.948603
E 97 St & Madison Ave,30133,7393.09,40.787801,-73.953559
E 98 St & Park Ave,11485,7443.17,40.78813,-73.95206
E Burnside Ave & Ryer Ave,1621,8397.02,40.850535,-73.901318
E Fordham Rd & Webster Ave,6558,8582.09,40.861748,-73.89105
E Mosholu Pkwy & E 204 St,650,8748.02,40.8740704,-73.88336509
E Mosholu Pkwy & Van Cortlandt Ave E,1355,8778.01,40.87656,-73.88366
E Tremont Ave & E 176 St,2659,8356.02,40.847798,-73.901883
E Tremont Ave & Jerome Ave,1970,8403.02,40.851747,-73.908964
East End Ave & E 86 St,16791,7113.08,40.775186,-73.94446
Eastern Pkwy & Franklin Ave,25711,3919.07,40.670776,-73.95768
Eastern Pkwy & Washington Ave,17666,3928.08,40.671649,-73.963114
Edgecombe Ave & W 141 St,13858,7915.11,40.820681,-73.945144
Edgecombe Ave & W 145 St,9884,7976.08,40.823498,-73.94386
Edgecombe Ave & W 150 St,2087,8049.05,40.826881,-73.941427
Edgecombe Ave & W 167 St,2820,8187.04,40.838191,-73.936085
Eldert St & Bushwick Ave,3487,4399.03,40.68652,-73.91321
Emerson Pl & Myrtle Ave,26408,4683.02,40.693631,-73.962236
Engert Ave & McGuinness Blvd,8040,5473.03,40.72158,-73.94546
Evergreen Ave & Noll St,8583,4873.08,40.70106,-73.93318
Faile St & Garrison Ave,628,6230.04,40.744219,-73.971212
Fairview Ave & Linden St,3127,7922.01,40.820578,-73.888271
FDR Drive & E 35 St,64823,5066.03,40.70694,-73.90632
Featherbed Ln & Jerome Ave,869,8285.11,40.845505,-73.914311
Featherbed Ln & Nelson Ave,2127,8327.15,40.846011,-73.919637
Flatbush Ave & Eastern Pkwy,972,3856.03,40.668757,-73.966438
Flatbush Ave & Ocean Ave,5869,3704.04,40.663657,-73.963014
Flushing Ave & Vanderbilt Ave,24831,4762.05,40.69795,-73.970775
Flushing Ave & Woodward Ave,4265,5225.02,40.71246,-73.91873
Folin St & E 181 St,1273,8435.06,40.853929,-73.898385
Forest Ave & Summerfield St,6054,4798.02,40.69922,-73.89795
Forsyth St & Broome St,40327,5382.07,40.717798,-73.993161
Forsyth St & Canal St,45467,5453.05,40.718939,-73.992662
"Forsyth St	& Grand St",932,5270.07,40.715815,-73.994223
Forsyth St\t& Grand St,45284,5382.07,40.717798,-73.993161
Fort Washington Ave & W 173 St,5141,8320.01,40.84522,-73.940493
Fort Washington Ave & W 183 St,5640,8399.06,40.852252,-73.937854
Franklin Ave & E 169 St,2148,8118.02,40.83171,-73.90208
Franklin Ave & Myrtle Ave,10035,4715.01,40.694546,-73.958013
Franklin Ave & St Marks Ave,17150,4107.05,40.675832,-73.956167
Franklin St & Dupont St,29192,5944.01,40.73564,-73.95866
Franklin St & W Broadway,31488,5430.08,40.719116,-74.006667
Frederick Douglass Blvd & Harlem River Dr,2844,8100.01,40.830702,-73.936371
Frederick Douglass Blvd & W 112 St,39642,7631.23,40.801694,-73.957145
Frederick Douglass Blvd & W 115 St,24782,7658.13,40.803865,-73.95593
Frederick Douglass Blvd & W 117 St,36376,7688.12,40.805159,-73.954692
Frederick Douglass Blvd & W 129 St,9542,7795.09,40.812551,-73.949228
Frederick Douglass Blvd & W 139 St,4141,7876.07,40.81900582,-73.94476891
Frederick Douglass Blvd & W 145 St,9681,7954.12,40.823061,-73.941928
Freeman St & Reverend James A Polite Ave,1350,8080.01,40.830529,-73.894717
Freeman St & Southern Blvd,2170,8060.01,40.830051,-73.892103
Front St & Gold St,13361,4927.04,40.70224,-73.982578
Front St & Jay St,20664,4895.03,40.702461,-73.986842
Front St & Maiden Ln,3818,5024.08,40.705309,-74.006125
Front St & Washington St,38296,4936.01,40.70255,-73.989402
Frost St & Debevoise Ave,4094,5433.04,40.71882,-73.93948
Frost St & Meeker Ave,10136,5371.07,40.717661,-73.9488
Ft. Hamilton Pkwy & E 2 St,3304,3280.04,40.648005,-73.979342
Ft. Hamilton Pkwy & E 5 St,4081,3240.15,40.649037,-73.97673
Ft. Washington Ave & W 190 St,2153,8496.01,40.856906,-73.935662
Fulton Ave & E 168 St,1016,8084.03,40.830471,-73.904556
Fulton Ave & E 172 St,1271,8186.01,40.839229,-73.899047
Fulton Ave & St. Paul's Pl,1794,8152.03,40.83545,-73.90153
Fulton St & Adams St,32849,4637.06,40.692418,-73.989495
Fulton St & Broadway,44363,5175.08,40.711066,-74.009447
Fulton St & Clermont Ave,10848,4386.05,40.684157,-73.969222
Fulton St & Irving Pl,15568,4263.12,40.68186,-73.959432
Fulton St & Pearl St,37505,5024.09,40.707721,-74.004386
Fulton St & Utica Ave,16239,4228.02,40.679426,-73.929891
Fulton St & Waverly Ave,24358,4345.11,40.683238,-73.965995
Fulton St & William St,32652,5137.11,40.709559,-74.006536
Gansevoort St & Hudson St,36869,6072.14,40.739448,-74.00507
Garfield Pl & 8 Ave,16908,3978.13,40.671197,-73.974841
Garrison Ave & Manida St,626,7905.05,40.818743,-73.890247
George St & Wilson Ave,7228,4906.07,40.702997,-73.92997
Gerard Ave & E 146 St,2519,7868.05,40.817755,-73.92965
Gerard Ave & E 164 St,1425,8077.07,40.830262,-73.923391
Gerard Ave & E 165 St,1597,8111.04,40.83173,-73.922394
Gerard Ave & McClellan St,1755,8145.03,40.833909,-73.92112
Goble Pl & Macombs Rd,2417,8269.01,40.844075,-73.917256
Goulden Ave & Bedford Park Blvd W,494,8738.01,40.87387,-73.89533
Goulden Ave & W 197 St,1889,8707.01,40.87156,-73.89714
Goulden Ave & W 205 St,961,8799.01,40.87812,-73.89192
Graham Ave & Conselyea St,30078,5291.05,40.715143,-73.944507
Graham Ave & Grand St,25016,5178.06,40.711863,-73.944024
Graham Ave & Herbert St,7939,5403.05,40.719293,-73.945003
