,start_station_name,count,start_station_id,start_lat,start_lng
387,60 Pl & Bleecker St,2132,5138.03,40.71,-73.9
388,60 Pl & Flushing Ave,806,5431.01,40.72009933,-73.90560472
389,60 Pl & Linden St,2841,5097.02,40.70886,-73.90182
390,60 St & 37 Ave,1490,6383.02,40.74958,-73.90256
391,60 St & 60 Rd,1690,5360.02,40.71592232709503,-73.90601366758347
392,61 St & 39 Ave,8308,6307.07,40.746926069,-73.902875543
393,61 St & 60 Ln,1566,4830.02,40.70055,-73.8943
394,61 St & Borden Ave,528,5611.04,40.72558,-73.90417
395,61 St & Laurel Hill Blvd,1578,5998.09,40.7388,-73.90338
396,61 St & Queens Blvd,4160,6116.03,40.74091,-73.90273
397,61 St & Woodside Ave,9332,6191.06,40.74501,-73.9036
398,62 St & 34 Ave,2468,6460.06,40.75201,-73.89986
399,62 St & 4 Ave,1473,2923.01,40.639859,-74.019776
400,62 St & 43 Ave,2147,6191.04,40.742707133,-73.902967334
401,62 St & Northern Blvd,3894,6536.02,40.754176,-73.900318
402,63 St & 5 Ave,883,2872.02,40.637733579,-74.017721534
403,63 St & 59 Dr,1109,5392.04,40.71832,-73.90128
404,63 St & Borden Ave,687,5611.05,40.73,-73.9
405,64 St & 3 Ave,477,2971.02,40.639978,-74.02324
406,64 St & 51 Ave,1438,5956.04,40.73577,-73.90184
407,64 St & 53 Dr,1665,5688.02,40.728954792,-73.901335239
