end_station_name,count,end_station_id,end_lat,end_lng
Broadway & W 49 St,6147,6560.01,40.75513557,-73.98658032
Broadway & W 51 St,62099,6708.02,40.760683,-73.984527
Broadway & W 53 St,19842,6779.04,40.762288,-73.983362
Broadway & W 56 St,37077,6779.05,40.763441,-73.982681
Broadway & W 58 St,61175,6847.02,40.765265,-73.981923
Broadway & W 60 St,31616,6948.1,40.76695317,-73.98169333
Broadway & W 61 St,5955,6948.11,40.76915505,-73.98191841
Broadway & Whipple St,13816,7014.12,40.7700301,-73.98196846
"Broadway	& W 48 St",57,4883.03,40.7016657,-73.9437303
Broadway\t& W 48 St,4055,6708.04,40.7601774,-73.98486793
Bronx Shore Comfort Station,3901,7618.01,40.80046,-73.92404
Brook Ave & E 138 St,5041,7707.08,40.807408,-73.91924
Brook Ave & E 141 St,1897,7740.08,40.809619,-73.917875
Brook Ave & E 148 St,3252,7816.14,40.814383,-73.915368
Brook Ave & E 157 St,2320,7935.07,40.820713,-73.911759
Brooklyn Bridge Park - Pier 2,20741,4756.04,40.698458,-73.997178
Bruckner Blvd & Bryant Ave,2831,7944.11,40.821952,-73.888546
Brunswick & 6th,2,JC081,40.72601173,-74.05038893
Brunswick St,1,JC023,40.7241765,-74.0506564
Buchanan Pl & Grand Ave,538,8535.01,40.85834,-73.90626
Bulova Ave & Brooklyn Queens Expressway W,1677,6766.03,40.762507,-73.902534
Bus Slip & State St,22290,4889.06,40.701907,-74.013942
Bushwick Ave & Dekalb Ave,6239,4680.05,40.69502,-73.92825
Bushwick Ave & Forrest St,7063,4914.03,40.70076,-73.93641
Bushwick Ave & Furman Ave,2227,4317.05,40.68281,-73.90623
Bushwick Ave & Harman St,9276,4640.01,40.69356,-73.92524
Bushwick Ave & Linden St,6682,4600.09,40.69146,-73.92146
Bushwick Ave & McKibbin St,6581,5027.02,40.705517,-73.93936
Bushwick Ave & Powers St,11749,5250.05,40.71247661,-73.94100005
Bushwick Ave & Stagg St,5171,5140.06,40.709897,-73.94008
Butler St & Court St,9916,4339.01,40.684989,-73.994403
Cabrini Blvd & W 177 St,3147,8358.1,40.848282,-73.941343
Cadman Plaza E & Red Cross Pl,17792,4821.06,40.69991755,-73.98971773
Cadman Plaza E & Tillary St,16831,4677.01,40.69597683,-73.99014892
Calyer St & Guernsey St,1922,5709.03,40.72755807,-73.95505853
Calyer St & Jewel St,10726,5743.02,40.72984,-73.94839
Cambridge Pl & Gates Ave,15627,4377.04,40.68488,-73.96304
Canal St & Rutgers St,71100,5303.08,40.71427487,-73.98990025
Carlton Ave & Dean St,22385,4199.12,40.680974,-73.97101
Carlton Ave & Flushing Ave,15212,4732.08,40.697787,-73.973736
Carlton Ave & Park Ave,9372,4732.04,40.69580705,-73.97355569
Carmine St & 6 Ave,94790,5763.03,40.73038599,-74.00214988
Carroll St & 5 Ave,17682,4060.09,40.6751622,-73.9814832
Carroll St & 6 Ave,16687,4019.06,40.6740886,-73.9787282
Carroll St & Bond St,12641,4184.07,40.6786115,-73.99037292
Carroll St & Columbia St,12606,4348.07,40.6830456,-74.00348559
Carroll St & Franklin Ave,6223,3847.04,40.667941,-73.9588
Carroll St & Smith St,22387,4225.14,40.680611,-73.99475825
Carroll St & Washington Ave,6535,3887.03,40.668674,-73.961815
Cathedral Pkwy & Broadway,32346,7680.03,40.804213,-73.966991
Catherine St & Monroe St,24740,5128.04,40.71117444,-73.99682619
Caton Ave & Argyle Rd,5429,3303.01,40.649681,-73.967829
Caton Ave & E 10 St,4454,3230.01,40.648481,-73.97058
Caton Ave & E 7 St,3245,3199.01,40.647718,-73.973663
Cauldwell Ave & E 158 St,1312,7913.15,40.81989,-73.908351
Cauldwell Ave & E 161 St,1533,7952.02,40.82188,-73.907521
Cedar Ave & W Fordham Rd,1634,8575.02,40.86156,-73.91219
Cedar St & Evergreen Ave,5071,4721.01,40.69671,-73.92807
Cedar St & Myrtle Ave,7792,4751.01,40.697842,-73.926241
Center Blvd & 48 Ave,11137,6254.06,40.745038,-73.957539
Center Blvd & 51 Ave,18260,6179.07,40.74336608,-73.95960689
Central Ave & Covert St,3744,4550.05,40.68929,-73.90951
Central Ave & Decatur St,3317,4432.1,40.6882,-73.90798
Central Ave & Flushing Ave,6965,4947.04,40.702831,-73.9333
Central Ave & Himrod St,6497,4713.01,40.69676,-73.92302
Central Ave & Melrose St,5824,4832.07,40.70112,-73.93039
Central Ave & Starr Street,8912,4792.03,40.700003,-73.92834
Central Ave & Weirfield St,5612,4591.04,40.69055,-73.91181
Central Ave & Woodbine St,6277,4632.1,40.69296,-73.91605
Central Park North & Adam Clayton Powell Blvd,55989,7617.07,40.799484,-73.955613
Central Park S & 6 Ave,91244,6876.04,40.76590936,-73.97634151
Central Park W & W 103 St,27215,7577.27,40.79603684,-73.96158904
Central Park W & W 91 St,44210,7453.01,40.788665,-73.966801
Central Park W & W 97 St,40401,7538.18,40.79249519,-73.96417066
Central Park West & W 68 St,66805,7079.06,40.7734066,-73.97782542
Central Park West & W 72 St,62666,7141.07,40.775794,-73.976206
Central Park West & W 76 St,42588,7253.04,40.77896784,-73.97374737
Central Park West & W 85 St,51298,7354.01,40.78476,-73.969862
Centre St & Chambers St,56814,5207.01,40.712733,-74.004607
Centre St & Seneca Ave,2100,4837.03,40.69969,-73.9022
Centre St & Worth St,31905,5279.03,40.71494807,-74.00234482
Charlotte St & Boston Rd,632,8167.04,40.8358771,-73.8931428
Cherry St,34368,5181.04,40.71219906,-73.97948148
Chester Ave & 12 Ave,1588,3135.04,40.644367,-73.984276
Christ Hospital,3,JC034,40.73478582,-74.05044364
Christopher St & Greenwich St,71112,5847.01,40.73291553,-74.00711384
Church Ave & McDonald Ave,2355,3090.06,40.642809,-73.979239
Church Ave & Story St,2056,3007.05,40.642031,-73.981073
Church Sq Park - 5 St & Park Ave,5,HB601,40.74265933,-74.03223306
City Hall,10,JC003,40.7177325,-74.043845
City Hall - Washington St & 1 St,3,HB105,40.73736,-74.03097
Clark St & Henry St,28092,4789.03,40.69760127,-73.99344559
Classon Ave & St Marks Ave,18379,4074.03,40.6765198,-73.9596082
Clay Ave & Claremont Pkwy,2054,8225.05,40.83999,-73.90549
Clay Ave & E 173 St,1544,8281.06,40.843264,-73.904867
Clermont Ave & Lafayette Ave,17593,4461.01,40.68764484,-73.96968902
Clermont Ave & Park Ave,10125,4692.01,40.69573398,-73.97129668
Cleveland Pl & Spring St,101529,5492.05,40.72210379,-73.99724901
Cliff St & Fulton St,24949,5065.14,40.70838,-74.00495
Clinton Ave & Flushing Ave,11028,4762.04,40.69794,-73.96986848
Clinton Ave & Myrtle Ave,29886,4651.02,40.693261,-73.968896
Clinton St & 4 Place,11929,5190.09,40.711471,-73.986726
Clinton St & 7 St,3,4119.04,40.6783563,-74.00014502
Clinton St & Centre St,3676,HB303,40.74542,-74.03332
Clinton St & Cherry St,6338,4045.01,40.67434,-74.001947
Clinton St & Grand St,78353,5190.09,40.711471,-73.986726
Clinton St & Joralemon St,23224,5303.06,40.71559509,-73.9870295
Clinton St & Newark St,1,4605.04,40.692395,-73.993379
Clinton St & Tillary St,19049,HB409,40.73743,-74.03571
Clinton St & Union St,16031,4748.07,40.696233,-73.991421
"Clinton St	& Cherry St",433,4266.03,40.6831164,-73.99785267
Clinton St\t& Cherry St,24166,5190.09,40.71147139,-73.98672603
Coffey St & Conover St,8313,4137.1,40.677236,-74.015665
Coffey St & Ferris St,715,4137.14,40.67818388,-74.01701689
College Ave & E 170 St,976,8175.06,40.837576,-73.910489
Columbia Heights & Cranberry St,15221,4829.01,40.70037867,-73.99548059
Columbia St & Degraw St,11115,4422.04,40.6859296,-74.00242364
Columbia St & Kane St,10380,4422.05,40.68763155,-74.0016256
Columbia St & Lorraine St,2794,4013.08,40.6747055,-74.0075572
Columbia St & Rivington St,24486,5365.02,40.71739973,-73.98016555
Columbia St & W 9 St,3188,4086.05,40.6769993,-74.00647134
Columbus Ave & W 103 St,9300,7595.17,40.7969347,-73.96434123
Columbus Ave & W 72 St,72468,7175.05,40.7770575,-73.97898475
Columbus Ave & W 95 St,49106,7520.07,40.7919557,-73.968087
Columbus Dr at Exchange Pl,32,JC106,40.71687,-74.03281
Columbus Drive,1,JC014,40.7183552,-74.03891444
Columbus Park - Clinton St & 9 St,2,HB501,40.748161,-74.032453
Commerce St & Van Brunt St,5995,4243.01,40.6812117,-74.00860912
Concord St & Bridge St,13197,4781.03,40.69766564,-73.98476437
Concourse Village East & E 158 St,2640,8000.02,40.823732,-73.919379
Concourse Village West & E 156 St,1962,7962.01,40.823162,-73.923267
Congress St & Clinton St,19260,4455.07,40.6881529,-73.99520919
Congress St & Hicks St,7183,4497.09,40.6893952,-73.9995126
Convent Ave & W 135 St,4601,7860.08,40.818215,-73.950988
Convent Ave & W 151 St,2399,8049.1,40.82831,-73.942924
Cooper Square & Astor Pl,55083,5712.03,40.72951496,-73.9907527
Court St & Nelson St,11936,4077.07,40.676395,-73.998699
Court St & State St,31017,4488.08,40.6902375,-73.99203074
Courtlandt Ave & E 149 St,3483,7840.05,40.816402,-73.919549
Courtlandt Ave & E 157 St,1937,7979.01,40.822267,-73.916792
Crescent St & 30 Ave,17068,6958.06,40.768692,-73.9249574
Crescent St & 34 Ave,11502,6759.15,40.76108,-73.930562
Crescent St & 35 Ave,7284,6688.01,40.7596276,-73.9321455
Crescent St & Broadway,17125,6827.11,40.7633589,-73.9286471
Crescent St & Ditmars Blvd,5064,7233.05,40.7787185,-73.9145645
Creston Ave & E 178 St,897,8379.07,40.850885,-73.906469
Creston Ave & E 181 St,1172,8456.02,40.8549,-73.90281
Crotona Park East & E 173 St,1209,8182.02,40.837037,-73.890413
Crotona Park North & Prospect Ave,3203,8236.01,40.841092,-73.892317
Cumberland St & Lafayette Ave,20356,4428.02,40.68753406,-73.97265183
Cypress Ave & George St,1494,4765.07,40.69812,-73.90271
Cypress Ave & Palmetto St,1499,4921.04,40.70157341,-73.90876293
Dahill Rd & 12 Ave,3044,3208.07,40.646037,-73.980963
Davidson Ave & W Burnside Ave,1792,8441.05,40.853646,-73.908731
Dawson St & Intervale Ave,1086,7888.1,40.819999,-73.897263
Dean St & 4 Ave,4097,4528.01,40.69064807,-73.95746179
Dean St & Franklin Ave,22383,4513.06,40.689888,-73.981013
Dean St & Hoyt St,15391,4546.04,40.68981035,-73.97493121
Decatur Ave & Bedford Park Blvd,1369,4461.04,40.68940747,-73.96885458
Decatur Ave & E 197 St,662,4322.02,40.68312489,-73.97895137
Decatur Ave & Oliver Pl,345,4107.13,40.67759207,-73.95563722
Degraw St & Hoyt St,11023,4446.05,40.6864442,-73.98759104
Degraw St & Smith St,15318,8664.06,40.86813,-73.88412
DeKalb Ave & Franklin Ave,15877,8597.01,40.86557,-73.88807
DeKalb Ave & Hudson Ave,23291,8631.03,40.867,-73.8857764
DeKalb Ave & S Portland Ave,26198,4258.07,40.68199044,-73.99079025
DeKalb Ave & Vanderbilt Ave,27396,4298.05,40.682915,-73.993182
Delancey St & Eldridge St,25569,5414.07,40.719383,-73.991479
Devoe St & Lorimer St,22347,5259.06,40.71335226,-73.94910336
Devoe St & Morgan Ave,7362,5282.02,40.713811,-73.93515
Dey St,3,JC065,40.737711,-74.066921
Ditmars Ave & 43 St,1733,7039.03,40.771203,-73.903865
Ditmars Blvd & 19 St,8121,7291.06,40.78145,-73.9183302
Ditmars Blvd & 43 St,2831,7039.03,40.771203,-73.903865
Ditmars Blvd & 48 St,1556,6935.01,40.769219,-73.901001
Ditmars Blvd & 73 St,1226,6964.05,40.76817,-73.896293
Ditmars Blvd & 76 St,1410,6927.03,40.768442,-73.893531
Ditmars Blvd & 79 St,2293,6994.06,40.768728,-73.890745
Division Ave & Hooper St,10350,5045.05,40.70684203,-73.9544354
Division Ave & Marcy Ave,5637,5084.03,40.70708701,-73.95796783
Division St & Bowery,32374,5270.08,40.714193,-73.996732
Dixon Mills,1,JC076,40.72163014,-74.04996783
Dock 72 Way & Market St,12831,4804.02,40.69985,-73.97141
Dock St & Front St,14188,4903.09,40.702709,-73.99253
Douglass St & 3 Ave,16492,4217.02,40.680213,-73.984327
Douglass St & 4 Ave,17297,4175.14,40.679279,-73.98154
Driggs Ave & Lorimer St,19965,5481.04,40.72179134,-73.9504154
Driggs Ave & N 9 St,37007,5411.08,40.71816969,-73.95520136
Driggs Ave & N Henry St,20644,5542.04,40.72325,-73.94308
Duane St & Greenwich St,19574,5400.08,40.71748752,-74.0104554
Duane St & Hudson St,567,5359.12,40.71703,-74.00925
Duffield St & Willoughby St,22246,4596.05,40.692216,-73.984284
Dwight St & Van Dyke St,4386,3981.1,40.673636,-74.011956
Dyckman St & 10 Ave,1394,8507.02,40.85890448,-73.92309397
Dyckman St & Henshaw St,3944,8636.04,40.867357,-73.92936
Dyckman St & Staff St,6263,8655.02,40.868846,-73.931537
E 1 St & 1 Ave,43007,5593.01,40.72335598,-73.98864985
E 10 St & Avenue A,83564,5659.05,40.72740794,-73.98142006
E 102 St & 1 Ave,24276,7407.13,40.786995,-73.941648
E 102 St & Park Ave,12595,7488.24,40.790483,-73.950331
E 103 St & Lexington Ave,13299,7463.09,40.7903051,-73.94755757
E 106 St & 1 Ave,13993,7456.03,40.7892529,-73.93956237
E 106 St & Lexington Ave,13976,7504.18,40.791976,-73.945993
E 106 St & Madison Ave,14955,7528.31,40.7934337,-73.94945003
E 109 St & 3 Ave,10936,7504.12,40.79329668,-73.9432083
E 11 St & 1 Ave,63938,5746.14,40.72953837,-73.98426726
E 11 St & 2 Ave,15711,5746.04,40.730473,-73.986724
E 11 St & 3 Ave,39563,5788.16,40.73127,-73.98849
E 11 St & Avenue B,46110,5659.11,40.72746421,-73.97950418
E 110 St & Madison Ave,25231,7587.14,40.7961535,-73.94782145
E 114 St & 1 Ave,14916,7540.02,40.794566,-73.936254
E 115 St & Lexington Ave,14056,7599.09,40.797911,-73.9423
E 115 St & Madison Ave,9991,7599.02,40.7989445,-73.944846
E 116 St & 2 Ave,10032,7563.06,40.796879,-73.937261
E 118 St & 1 Ave,13800,7596.1,40.79747,-73.93504
E 118 St & 3 Ave,13335,7611.02,40.799139,-73.9389152
E 118 St & Madison Ave,11756,7640.04,40.8014866,-73.9442507
E 118 St & Park Ave,6427,7625.18,40.8005385,-73.9419949
E 12 St & 3 Ave,37660,5788.12,40.73223272,-73.98889957
E 12 St & Ave C,22099,5616.08,40.727243,-73.976831
E 123 St & Lexington Ave,7470,7636.05,40.8029263,-73.9379
E 128 St & 3 Ave,1390,7696.07,40.805631,-73.934077
E 128 St & Madison Ave,8166,7735.23,40.80756,-73.939182
E 13 St & 2 Ave,69227,5820.08,40.73153937,-73.98530245
E 13 St & Avenue A,96455,5779.09,40.729667,-73.98068
E 132 St & Madison Ave,7278,7748.02,40.810224,-73.937195
E 133 St & Cypress Pl,796,7642.04,40.80262,-73.9174
E 134 St & Walnut Ave,1135,7613.04,40.800425,-73.911034
E 135 St & St Ann's Ave,2299,7687.05,40.805089,-73.918889
E 138 St & 5 Av,7718,7809.13,40.81449,-73.936153
E 138 St & Canal St W,2992,7803.03,40.812304,-73.929153
E 138 St & Cypress Ave,2613,7669.1,40.805559,-73.914718
E 138 St & Grand Concourse,2506,7803.08,40.813224,-73.930605
E 138 St & Willow Ave,1794,7654.04,40.804168,-73.911545
E 14 St & Avenue B,37653,5736.09,40.729387,-73.977724
E 141 St & Jackson Ave,1636,7703.14,40.806896,-73.911837
E 141 St & St Ann's Ave,2784,7722.06,40.808633,-73.916124
E 142 St & 3 Ave,3564,7781.1,40.812735,-73.923697
E 144 St & Brook Ave,1679,7777.02,40.811675,-73.917037
E 147 St & Bergen Ave,3294,7840.11,40.814673,-73.91839
E 149 St & Eagle Ave,2043,7793.02,40.814046,-73.91186
E 149 St & Jackson Ave,3744,7812.01,40.813135,-73.909235
E 149 St & Morris Ave,6387,7863.03,40.81734,-73.922962
E 149 St & Park Ave,3301,7884.04,40.818154,-73.925294
E 15 St & 3 Ave,61689,5863.07,40.734232,-73.986923
E 150 St & Gerard Ave,3088,7906.13,40.820089,-73.928947
E 153 St & E 157 St,2604,8025.01,40.826677,-73.929327
E 155 St & Courtlandt Ave,1629,7940.02,40.82057,-73.917579
E 156 & Brook Ave,3991,7896.11,40.819823,-73.912411
E 157 St & River Ave,4036,8005.03,40.825737,-73.927311
E 158 St & Melrose Ave,2492,7957.11,40.822215,-73.914688
E 16 St & 5 Ave,63022,6022.04,40.737262,-73.99239
E 16 St & Irving Pl,34709,5938.11,40.73536706,-73.98797393
E 160 St & Tinton Ave,1129,7931.05,40.820302,-73.903944
E 161 St & Park Ave,3626,7979.17,40.824811,-73.916407
E 161 St & River Ave,12325,8041.07,40.827883,-73.927111
E 163 St & Tiffany St,1525,7927.08,40.821075,-73.895069
E 163 St & Union Ave,1947,7970.05,40.822545,-73.901824
E 165 St & Clay Ave,2777,8052.02,40.82809,-73.91288
E 165 St & Fox St,912,7966.02,40.82394,-73.894025
E 165 St & Jerome Ave,2125,8130.02,40.83263,-73.925101
E 167 St & Bryant Ave,1249,8040.03,40.826706,-73.888719
E 167 St & Clay Ave,2366,8088.01,40.83094,-73.91125
E 167 St & Franklin Ave,1147,8048.01,40.82895,-73.90521
E 169 St & Fox St,831,8024.05,40.827184,-73.893721
E 169 St & Webster Ave,2936,8122.04,40.834015,-73.908863
E 17 St & Broadway,125802,5980.07,40.73704984,-73.99009296
E 170 St & Clay Ave,1485,8156.01,40.837213,-73.908345
E 170 St & Sheridan Ave,1550,8194.07,40.838315,-73.912604
E 170 St & Webster Ave,2779,8156.03,40.83617914,-73.90730146
E 171 St & 3 Ave,2324,8171.06,40.837119,-73.902185
E 171 St & Webster Ave,1979,8190.03,40.838379,-73.905838
E 174 St & Longfellow Ave,2468,8144.09,40.836274,-73.884308
E 174 St & Walton Ave,1752,8285.09,40.844811,-73.912042
E 188 St & Creston Ave,2426,8566.05,40.861669,-73.898589
E 19 St & 3 Ave,50093,5938.01,40.736245,-73.984738
E 2 St & 2 Ave,49653,5593.02,40.72502876,-73.99069656
E 2 St & Avenue A,59200,5553.1,40.72307749,-73.98583621
E 2 St & Avenue B,69338,5515.02,40.72217444,-73.98368779
E 2 St & Avenue C,50411,5476.03,40.7208736,-73.98085795
E 20 St & 2 Ave,72483,5971.08,40.73587678,-73.98205027
E 20 St & FDR Drive,42985,5886.02,40.73314259,-73.97573881
E 20 St & Park Ave,53319,6055.08,40.738274,-73.98752
E 201 St & Briggs Ave,674,8717.07,40.87207,-73.88459
E 23 St & 1 Ave,55343,5929.01,40.736502,-73.978095
E 25 St & 1 Ave,37680,6004.07,40.7381765,-73.97738662
E 25 St & 2 Ave,70043,6046.02,40.73912601,-73.97973776
E 27 St & 1 Ave,67415,6004.06,40.739445,-73.976806
E 27 St & Park Ave S,29442,6131.13,40.742752,-73.984716
E 3 St & 1 Ave,34080,5553.03,40.72467721,-73.98783413
E 3 St & Church Ave,2592,3046.03,40.643817,-73.977433
E 30 St & Park Ave S,38056,6206.08,40.74444921,-73.98303529
E 31 St & 3 Ave,69926,6239.08,40.74394314,-73.97966069
E 32 St & Park Ave,57309,6280.12,40.7457121,-73.98194829
E 33 St & 1 Ave,92514,6197.08,40.74322681,-73.97449784
E 33 St & 5 Ave,55387,6322.01,40.74765947,-73.98490707
E 39 St & 2 Ave,27008,6345.08,40.74803319,-73.97382796
E 39 St & Lexington Ave,52262,6389.09,40.74949855,-73.97729203
E 4 St & 2 Ave,56270,5593.04,40.7262807,-73.98978041
E 4 St & Ave B,54,5515.08,40.72334683,-73.98265913
E 40 St & 5 Ave,37973,6474.11,40.752062,-73.981632
E 40 St & Park Ave,14916,6432.11,40.750756,-73.978326
E 41 St & Madison Ave,23540,6474.12,40.75216528,-73.97992194
E 41 St & Madison Ave (SE corner),6083,6432.1,40.752049,-73.979635
E 41 St & Madison Ave (SW corner),6872,6474.12,40.752165,-73.979922
E 43 St & 2 Ave,16831,6422.08,40.75022392,-73.97121414
E 43 St & 5 Ave,1304,6551.03,40.754121,-73.980252
E 44 St & 2 Ave,26837,6422.09,40.75118387,-73.97138715
E 44 St & Lexington Ave,34008,6464.09,40.752643,-73.974996
E 45 St & 3 Ave,24390,6464.08,40.75255434,-73.97282625
E 47 St & 1 Ave,23271,6498.09,40.75206862,-73.96784384
E 47 St & 2 Ave,35865,6498.1,40.75323098,-73.97032517
E 47 St & Park Ave,38688,6584.12,40.75510267,-73.97498696
E 48 St & 3 Ave,31634,6541.03,40.7546011,-73.97187886
E 48 St & 5 Ave,35526,6626.01,40.757246,-73.978059
E 5 St & Ave A,98,5626.06,40.72479008,-73.98430064
E 5 St & Avenue C,25331,5545.04,40.72299208,-73.97995466
E 5 St & Cooper Sq,29392,5712.12,40.72769,-73.990993
E 50 St & Park Ave,11793,6659.1,40.757334,-73.974235
E 51 St & 1 Ave,31592,6532.06,40.754557,-73.96593
E 51 St & 2 Ave,39330,6575.03,40.755293,-73.967641
E 51 St & Lexington Ave,21436,6659.01,40.757148,-73.972078
E 53 St & 3 Ave,1735,6617.02,40.757632,-73.969306
E 53 St & Lexington Ave,35529,6617.09,40.75828065,-73.97069431
E 53 St & Madison Ave,35308,6659.03,40.7597108,-73.97402311
E 54 St & 1 Ave,27824,6608.09,40.756265,-73.964179
E 55 St & 2 Ave,26607,6650.07,40.75797322,-73.96603308
E 56 St & 3 Ave,35184,6691.11,40.75934501,-73.96759673
E 56 St & Madison Ave,26308,6732.01,40.761573,-73.972628
E 58 St &  1 Ave (NW Corner),15629,6723.1,40.759125,-73.962658
E 58 St & 1 Ave (NE Corner),16789,6682.03,40.75892386,-73.96226227
E 58 St & 1 Ave (NW Corner),13322,6723.1,40.759125,-73.962658
E 58 St & 3 Ave,57409,6762.02,40.76095756,-73.96724467
E 58 St & Madison Ave,27813,6839.04,40.76302594,-73.97209525
E 59 St & Madison Ave,17896,6801.01,40.763505,-73.971092
E 6 St & Avenue B,72851,5584.04,40.72453734,-73.98185424
E 6 St & Avenue D,46695,5506.14,40.72228087,-73.97668709
E 60 St & York Ave,14241,6682.08,40.759107,-73.959223
E 63 St & 3 Ave,26556,6830.02,40.763954,-73.9646
E 65 St & 2 Ave,27058,6860.12,40.76471852,-73.9622207
E 66 St & Madison Ave,16044,6969.08,40.76800889,-73.96845281
E 67 St & Park Ave,13426,6932.14,40.767801,-73.965921
E 68 St & 3 Ave,21477,6896.16,40.767128,-73.962246
E 68 St & Madison Ave,14639,6932.15,40.7691572,-73.96703464
E 7 St & Ave B,114,5584.05,40.72512852,-73.98131669
E 7 St & Ave C,59,5545.01,40.72412944,-73.97901267
E 7 St & Avenue A,78029,5626.07,40.726218,-73.983799
E 72 St & Park Ave,26022,6998.08,40.77118288,-73.96409422
E 72 St & York Ave,55370,6889.12,40.766638,-73.953483
E 74 St & 1 Ave,45517,6953.08,40.768974,-73.954823
E 75 St & 3 Ave,23995,6991.12,40.77112927,-73.95772297
E 76 St & Park Ave,27659,7128.08,40.773763,-73.962221
E 77 St & 3 Ave,28823,7092.06,40.77314236,-73.95856158
E 78 St & 2 Ave,21537,7057.07,40.7727966,-73.95577801
E 8 St & Caton Ave,2252,3272.01,40.648055,-73.972432
E 81 St & 2 Ave,31328,7121.05,40.77477945,-73.95427465
E 81 St & 3 Ave,22832,7154.07,40.77573034,-73.9567526
E 81 St & Park Ave,14205,7188.1,40.77677702,-73.9590097
E 81 St & York Ave,28604,7084.12,40.772838,-73.949892
E 82 St & East End Ave,20227,7049.04,40.7724607,-73.9468208
E 84 St & 1 Ave,38933,7180.02,40.775655,-73.950686
E 84 St & Park Ave,27215,7243.04,40.778627,-73.957721
E 85 St & 3 Ave,55456,7212.05,40.77801203,-73.95407149
E 85 St & York Ave,23692,7146.04,40.77536905,-73.94803392
E 88 St & 1 Ave,30503,7235.13,40.778301,-73.9488134
E 88 St & Park Ave,25318,7293.1,40.7814107,-73.95595908
E 89 St & 3 Ave,28749,7265.1,40.780628,-73.952167
E 89 St & York Ave,33226,7204.08,40.7779453,-73.946041
E 9 St & 5 Ave,34378,5872.1,40.73275887,-73.99581671
E 9 St & Avenue C,41316,5616.01,40.72521311,-73.97768752
E 91 St & 2 Ave,38529,7286.01,40.7811223,-73.94965589
E 91 St & Park Ave,21217,7344.05,40.7835016,-73.955327
E 92 St & Park Ave,1536,7344.06,40.78385,-73.95416
E 93 St & 2 Ave,21526,7286.02,40.78245418,-73.94891962
E 95 St & 3 Ave,13713,7365.13,40.7849032,-73.950503
E 97 St & 3 Ave,10168,7365.08,40.7859201,-73.94860294
E 97 St & Madison Ave,29565,7393.09,40.787801,-73.953559
E 98 St & Park Ave,11507,7443.17,40.78813,-73.95206
E Burnside Ave & Ryer Ave,1607,8397.02,40.850535,-73.901318
E Fordham Rd & Webster Ave,6812,8582.09,40.861748,-73.89105
E Mosholu Pkwy & E 204 St,564,8748.02,40.8740704,-73.88336509
E Mosholu Pkwy & Van Cortlandt Ave E,1335,8778.01,40.87656,-73.88366
E Tremont Ave & E 176 St,2658,8356.02,40.847798,-73.901883
E Tremont Ave & Jerome Ave,1990,8403.02,40.851747,-73.908964
East End Ave & E 86 St,16788,7113.08,40.77518615,-73.94446054
Eastern Pkwy & Franklin Ave,23794,3919.07,40.6707767,-73.9576801
Eastern Pkwy & Washington Ave,16288,3928.08,40.6716493,-73.9631145
Edgecombe Ave & W 141 St,13915,7915.11,40.820681,-73.945144
Edgecombe Ave & W 145 St,9596,7976.08,40.823498,-73.94386
Edgecombe Ave & W 150 St,2017,8049.05,40.826881,-73.941427
Edgecombe Ave & W 167 St,2242,8187.04,40.838191,-73.936085
Eldert St & Bushwick Ave,3511,4399.03,40.68652,-73.91321
Emerson Pl & Myrtle Ave,25930,4683.02,40.69363137,-73.96223558
Engert Ave & McGuinness Blvd,8068,5473.03,40.72158,-73.94546
Essex Light Rail,6,JC038,40.7127742,-74.0364857
Evergreen Ave & Noll St,8193,4873.08,40.70106,-73.93318
Faile St & Garrison Ave,588,6230.04,40.744219,-73.97121214
Fairview Ave & Linden St,3109,7922.01,40.820578,-73.888271
FDR Drive & E 35 St,61451,5066.03,40.70694,-73.90632
Featherbed Ln & Jerome Ave,873,8285.11,40.845505,-73.914311
Featherbed Ln & Nelson Ave,2090,8327.15,40.846011,-73.919637
Flatbush Ave & Eastern Pkwy,755,3856.03,40.668757,-73.966438
Flatbush Ave & Ocean Ave,5911,3704.04,40.663657,-73.963014
Flushing Ave & Vanderbilt Ave,25056,4762.05,40.69795,-73.970776
Flushing Ave & Woodward Ave,4390,5225.02,40.71246,-73.91873
Folin St & E 181 St,1281,8435.06,40.853929,-73.898385
Forest Ave & Summerfield St,6087,4798.02,40.69922,-73.89795
Forrest WH station,18,SYS032,40.70327578,-73.9318353
Forsyth St & Broome St,41141,5382.07,40.717798,-73.993161
Forsyth St & Canal St,45936,5453.05,40.71893904,-73.99266288
"Forsyth St	& Grand St",936,5270.07,40.7158155,-73.99422366
Forsyth St\t& Grand St,45758,5382.07,40.71779818,-73.99316132
Fort Washington Ave & W 173 St,4999,8320.01,40.84522,-73.940493
Fort Washington Ave & W 183 St,5175,8399.06,40.852252,-73.937854
Franklin Ave & E 169 St,2141,8118.02,40.83171,-73.90208
Franklin Ave & Myrtle Ave,10156,4715.01,40.69454609,-73.95801365
Franklin Ave & St Marks Ave,16747,4107.05,40.6758324,-73.9561677
Franklin St & Dupont St,29922,5944.01,40.73564,-73.95866
Franklin St & W Broadway,31758,5430.08,40.71911552,-74.00666661
Frederick Douglass Blvd & Harlem River Dr,2864,8100.01,40.830702,-73.936371
Frederick Douglass Blvd & W 112 St,39807,7631.23,40.801694,-73.957145
Frederick Douglass Blvd & W 115 St,24845,7658.13,40.803865,-73.955931
