,end_station_name,count,end_station_id,end_lat,end_lng
53,14 St & 5 Ave,20552,3771.06,40.666287,-73.98895053
54,14 St & 7 Ave,22069,3731.11,40.663779,-73.98396846
55,14 St Ferry - 14 St & Shipyard Ln,341,HB202,40.75296063046496,-74.02435272932053
56,16 St & 4 Ave,1809,3811.05,40.666197,-73.992466
57,16th St & 4th Ave,5442,3811.05,40.666197,-73.992466
58,17 St & 5 Ave,14851,3699.07,40.663493,-73.991007
59,18 St & 27 Ave,12021,7062.07,40.772768286288304,-73.92743647098541
60,19 St & 24 Ave,10862,7186.15,40.7774552,-73.9225403
61,19 St & 8 Ave,2481,3547.04,40.658489,-73.985543
62,190 Morgan,25,190 Morgan,40.711071680975735,-73.9320957361997
63,2 Av & 37 St,847,3460.04,40.656326,-74.009627
64,2 Ave & 32 St,1534,3532.02,40.659176,-74.006584
65,2 Ave & 36 St,4579,3460.01,40.65708866668485,-74.00870203971863
66,2 Ave & 37 St,187,3460.04,40.656326,-74.009627
67,2 Ave & 39 St,2509,3460.05,40.655722167971554,-74.01000827550888
68,2 Ave & 43 St,1335,3428.04,40.65292829363811,-74.01286482810974
69,2 Ave & 44 St,1141,3356.07,40.65230357303063,-74.01344954967499
70,2 Ave & E 104 St,19588,7436.11,40.7892105,-73.94370784
71,2 Ave & E 122 St,12764,7622.12,40.8006721,-73.9349
72,2 Ave & E 125 St,14168,7648.16,40.802554,-73.933509
73,2 Ave & E 29 St,77113,6122.09,40.74172351097472,-73.97809267044067
74,2 Ave & E 31 St,56372,6197.02,40.74290902,-73.97706058
75,2 Ave & E 72 St,54121,6925.09,40.7687620293096,-73.95840793848038
76,2 Ave & E 96 St,39603,7338.02,40.7839636,-73.9471673
77,2 Ave & E 99 St,11716,7386.1,40.7862586,-73.94552579
78,2 St & Park Ave,23,HB608,40.73915272763701,-74.0330819785595
79,20 Ave & 21 St,3315,7363.04,40.784003,-73.912297
80,20 Ave & 31 St,1010,7256.01,40.78001336610564,-73.90667617321014
81,20 Ave & 38 St,7674,7196.04,40.777112,-73.902382
82,20 Ave & 42 St,2927,7163.07,40.775415,-73.900063
83,20 Ave & 48 St,3250,7066.01,40.772899,-73.896849
84,20 Ave & Shore Blvd,2025,7391.02,40.785994,-73.915098
85,21 Ave & 80 St,1713,7060.02,40.770888,-73.889914
86,21 Ave & Crescent St,12260,7284.01,40.780478,-73.912212
87,21 Ave & Shore Blvd,6315,7342.01,40.783956,-73.916894
88,21 St & 21 Ave,8286,7314.03,40.782465,-73.914527
89,21 St & 23 Ave,6276,7210.07,40.778557,-73.919046
90,21 St & 31 Dr,13118,6865.03,40.7659,-73.930819
91,21 St & 36 Ave,6034,6729.02,40.7601853,-73.9362726
92,21 St & 38 Ave,3137,6656.05,40.7576314,-73.9391224
93,21 St & 4 Ave,9807,3668.04,40.662584,-73.995554
94,21 St & 43 Ave,8529,6395.01,40.75052534,-73.94594845
95,21 St & Hoyt Ave S,15307,7126.01,40.774645,-73.923706
96,21 St & Queens Plaza North,12568,6471.02,40.75325964,-73.94335788
97,23 Ave & 27 St,7725,7178.02,40.776165,-73.9153175
98,23 Ave & 31 St,7974,7082.08,40.77423301703027,-73.91274864321404
99,23 Ave & 83 St,509,6921.04,40.76646,-73.88674
100,23 Rd & 31 St,4068,7082.14,40.77336750284339,-73.91382560133934
101,23 St & 3 Ave,1653,3707.01,40.662611,-73.998623
102,23 St & 31 Ave,8166,6929.01,40.76663971723091,-73.9286595582962
103,24 Ave & 26 St,9643,7152.10,40.774591,-73.918544
104,24 Ave & 29 St,8665,7119.04,40.7729,-73.916142
105,24 Ave & 87 St,429,6885.01,40.7654,-73.88256
106,24 Ave & 92 St,346,6913.03,40.76589,-73.87789
107,24 St & 38 Ave,6578,6581.14,40.756351,-73.936515
108,24 St & 41 Ave,11540,6505.09,40.752474,-73.939991
109,24 St & 5 Ave,6996,3555.04,40.659555,-73.995068
110,25 Ave & 41 St,13109,6943.07,40.767666,-73.910963
111,25 Ave & 85 St,966,6817.15,40.76328,-73.88404
112,25 Ave & 96 St,313,6877.06,40.76447,-73.87369
113,26 Ave & 2 St,59,7165.01,40.77684387,-73.93463418
114,27 Ave & 3 St,6671,7132.08,40.77485,-73.9342
115,27 Ave & 9 St,7813,7098.05,40.7739825,-73.9309134
116,27 St & Hunter St,20608,6310.06,40.7485,-73.941275
117,28 Ave & 35 St,10622,6951.03,40.7671,-73.9169858
118,28 Ave & 44 St,10180,6879.04,40.76408932350688,-73.91065120697021
119,28 St & 36 Ave,11201,6614.01,40.757186,-73.932719
120,28 St & 41 Ave,19030,6462.19,40.751047,-73.93797
121,29 St & 5 Ave,3763,3523.06,40.656986,-73.998194
122,29 St & Skillman Ave,42,6194.06,40.744831,-73.938411
123,3 Ave & 14 St,6384,3850.03,40.6685455,-73.99333264
124,3 Ave & 17 St,2590,3779.02,40.666168,-73.995549
125,3 Ave & Carroll St,10303,4143.04,40.677027,-73.9865
126,3 Ave & E 100 St,12344,7414.17,40.7877214,-73.94728331
127,3 Ave & E 109 St,4184,7504.19,40.79338,-73.94329
128,3 Ave & E 112 St,11618,7543.15,40.795508,-73.941606
129,3 Ave & E 163 St,5971,7974.01,40.823872,-73.908699
130,3 Ave & E 169 St,10800,8103.05,40.832678,-73.905158
131,3 Ave & E 170 St,9344,8137.06,40.834857,-73.903743
132,3 Ave & E 172 St,6252,8205.05,40.839586,-73.900277
133,3 Ave & E 174 St,4615,8241.07,40.84224,-73.8985
134,3 Ave & E 189 St,571,8526.03,40.85985,-73.89135
135,3 Ave & E 62 St,37452,6762.04,40.76312584,-73.96526895
136,3 Ave & E 71 St,26149,6960.10,40.76873687,-73.96119945
137,3 Ave & E 72 St,16291,7028.04,40.7699426,-73.96060712
138,3 Ave & E Tremont Ave,244,8315.03,40.84649,-73.89616
139,3 Ave & Franklin Ave,6323,8012.04,40.82696,-73.907451
140,3 Ave & Schermerhorn St,23276,4437.01,40.68683208,-73.9796772
141,3 Ave & Wakeman Pl,2433,2883.03,40.638246,-74.024714
142,3 St & 3 Ave,15886,4028.03,40.6750705,-73.98775226
143,3 St & 7 Ave,30918,3905.15,40.6703837,-73.97839676
144,3 St & Hoyt St,11081,4110.10,40.6777287,-73.99364123
145,3 St & Prospect Park West,32769,3865.05,40.668132,-73.97363831
146,30 Ave & 12 St,5389,7034.09,40.77171710520828,-73.93159255385399
147,30 Ave & 21 St,7186,6996.01,40.7703743,-73.9286078
148,30 Ave & 41 St,14070,6812.06,40.763422,-73.914142
149,30 Ave & 47 St,7845,6774.13,40.761294,-73.909562
150,30 Ave & 70 St,589,6727.02,40.76013,-73.89741
151,30 Ave & 80 St,472,6787.02,40.76109,-73.88838
152,30 Ave & 96 St,635,6772.11,40.76086,-73.87308
153,30 St & 4 Ave,4687,3564.04,40.657743,-74.001141
154,30 St & 48 Ave,3023,6076.02,40.7413272,-73.937999
155,31 Ave & 103 St,333,6763.08,40.76134,-73.86666
156,31 Ave & 14 St,9312,6966.04,40.7682,-73.9322662
157,31 Ave & 30 St,12501,6857.09,40.7647,-73.9240312
158,31 Ave & 34 St,19470,6819.15,40.763154,-73.920827
159,31 Ave & 57 St,3373,6621.06,40.757357,-73.904726
160,31 Ave & 61 St,3506,6654.05,40.757525,-73.901614
161,31 Ave & 84 St,294,6709.01,40.75947,-73.88431
162,31 Ave & 86 St,868,6709.05,40.75958,-73.88219
163,31 Ave & Crescent St,14911,6893.10,40.7658346,-73.9265474
164,31 Ave & Steinway St,17433,6782.01,40.7611488,-73.9170071
165,31 Pl & Hunters Point Ave,1431,6033.01,40.74021356884924,-73.93537044525146
166,31 Rd & 21 St,716,6929.02,40.766824,-73.930486
167,31 St & 21 Ave,8141,7202.07,40.77813,-73.90842
168,31 St & 23 Ave,12740,7144.01,40.7747878,-73.9125551
169,31 St & Astoria Blvd,14446,6989.07,40.7699176,-73.9184057
170,31 St & Broadway,25646,6789.04,40.761584,-73.925921
171,31 St & Ditmars Blvd,24880,7144.02,40.776168,-73.910485
172,31 St & Hoyt Ave N,10879,7018.01,40.7711528,-73.9170074
173,31 St & Newtown Ave,31935,6923.2,40.7675487799971,-73.9209334552288
174,31 St & Northern Blvd,10580,6495.17,40.75186951421875,-73.93349289894103
175,31 St & Thomson Ave,9316,6227.02,40.74469738,-73.93540375
176,32 Ave & 75 St,1230,6645.06,40.75704,-73.8924
177,32 Ave & 77 St,965,6603.06,40.75727,-73.89024
178,32 Ave & 81 St,1421,6677.03,40.75763,-73.88682
179,32 Ave & 84 St,811,6636.04,40.75793,-73.88401
180,33 St & 47 Ave,3923,6185.04,40.74283,-73.9321
181,33 St & Queens Blvd,5383,6185.07,40.7443653191867,-73.93172398209572
182,34 Ave & 108 St,391,6609.03,40.75614,-73.86084
183,34 Ave & 113 St,327,6642.08,40.75696,-73.85612
184,34 Ave & 13 St,4655,6836.07,40.7638753,-73.9364848
185,34 Ave & 21 St,6472,6798.01,40.7628138,-73.9342862
186,34 Ave & 31 St,10649,6720.07,40.759604471387945,-73.92714411020279
187,34 Ave & 38 St,17496,6638.01,40.756913,-73.921631
188,34 Ave & 45 St,6786,6596.10,40.754795,-73.917014
189,34 Ave & 48 St,7103,6554.05,40.75388,-73.914952
190,34 Ave & 71 St,2778,6493.03,40.75257,-73.89538
191,34 Ave & 74 St,4828,6451.07,40.75297,-73.89236
192,34 Ave & 83 St,3240,6518.08,40.75375,-73.88423
193,34 Ave & 89 St,1412,6552.07,40.75437,-73.87833
194,34 Ave & Junction Blvd,1077,6585.11,40.75502,-73.87285
195,34 St & 35 Ave,10333,6605.08,40.7569332,-73.9262231
196,34 St & 38 Ave,7090,6453.02,40.752443,-73.929737
197,34 St & 4 Ave,5325,3492.04,40.655278,-74.003101
198,34 St & 48 Ave,2416,6110.01,40.740821207823245,-73.93147185444832
199,34 St & 5 Ave,2049,3451.01,40.654098,-74.001131
200,34th Ave & Vernon Blvd,11464,6873.01,40.76535380385866,-73.93986314535141
201,35 Ave & 10 St,10058,6806.06,40.76315481910373,-73.93985509872437
202,35 Ave & 37 St,13633,6563.12,40.7557327,-73.9236611
203,35 St & 21 Ave,5117,7170.04,40.776745,-73.906558
204,35 St & 23 Ave,7016,7047.07,40.77301508291382,-73.91119033098221
205,35 St & 30 Ave,14190,6887.03,40.76547569244953,-73.91811579465866
206,35 St & 34 Ave,8789,6679.11,40.7580583,-73.9242751
207,35 St & Broadway,14952,6750.16,40.760339,-73.9222427
208,36 Ave & 10 St,8176,6737.03,40.7614376,-73.9411265
209,36 Ave & 31 St,17689,6572.08,40.75651272984955,-73.92957486212252
210,36 St & 3 Ave,7794,3460.02,40.655716,-74.006664
211,36 St & 4 Ave,10100,3420.01,40.654144,-74.00422
212,36 St & 47 Ave,2392,6143.01,40.74221834996096,-73.92935156822205
213,36 St & Ditmars Blvd,10066,7111.10,40.774306,-73.908335
214,36 St & Hunters Point Ave,1994,5992.02,40.73781699881193,-73.93024072051048
215,36 St & Queens Blvd,5206,6260.04,40.74408,-73.92901
216,37 Ave & 106 St,329,6533.02,40.75397,-73.862
217,37 Ave & 113 St,338,6524.09,40.75475,-73.8549
218,37 Ave & 35 St,5977,6529.02,40.7531106,-73.9279917
219,37 Ave & 63 St,2737,6340.09,40.74893,-73.89981
220,37 St & 24 Ave,6132,6981.16,40.7701477,-73.9120938
221,38 Ave & 29 St,9680,6538.11,40.75473,-73.93367
222,38 St & 30 Ave,19344,6850.01,40.764174520197685,-73.91583994030952
223,38 St & Northern Blvd,4439,6486.07,40.752372,-73.925384
224,39 Ave & 45 St,4365,6401.03,40.74947822183477,-73.91826465725897
225,39 Ave & 54 St,1685,6392.02,40.74891,-73.90899
226,39 Ave & 56 St,3009,6349.03,40.74838,-73.90699
227,39 Ave & 99 St,419,6380.10,40.74962,-73.86677
228,39 Dr & 52 St,5089,6316.05,40.74732,-73.91197
229,39 St & 47 Ave,5373,6143.05,40.74215636827728,-73.92662644386292
230,39 St & 50 Ave,5131,6025.08,40.73824937345944,-73.92737478017807
231,39 St & Queens Blvd,7312,6218.04,40.74431,-73.92601
232,4 Ave & 17 St,7027,3739.06,40.665507,-73.993037
233,4 Ave & 26 St,5522,3596.04,40.660079,-73.998633
234,4 Ave & 3 St,18915,4028.04,40.673746,-73.985649
235,4 Ave & 9 St,3840,3955.05,40.6705135,-73.98876585
236,4 Ave & E 12 St,78678,5788.15,40.732647,-73.99011
237,4 Ave & Shore Road Dr,3952,2832.03,40.637033,-74.022141
238,4 St & Grand St,19,HB301,40.7422579775645,-74.03511106967926
239,4 St & River St,7,HB611,40.7408139,-74.0274062
240,40 Ave & 9 St,6719,6664.05,40.75742,-73.945133
241,40 Ave & Crescent St,7880,6462.05,40.7535992020056,-73.93795609474182
242,40 St & Queens Blvd,9907,6176.11,40.743540273428685,-73.92435193061829
243,41 Ave & 67 St,2071,6225.03,40.74446,-73.89764
244,41 Ave & 77 St,2036,6290.06,40.74557,-73.8882
245,41 Ave & 80 St,228,6249.02,40.74586,-73.88539
246,41 St & 3 Ave,1007,3388.02,40.652512,-74.008906
247,41 St & 4 Ave,5139,3347.03,40.651354,-74.007168
248,42 Ave & 108 St,286,6371.03,40.74944,-73.85792
249,42 Pl & Northern Blvd,5760,6520.07,40.753091,-73.920603
250,43 Ave & 111 St,256,6405.03,40.74955,-73.85464
251,43 Ave & 40 St,6167,6292.03,40.74562,-73.92402
252,43 Ave & 42 St,12342,6251.06,40.74534682580983,-73.9219419658184
253,43 Ave & 47 St,5942,6209.05,40.7448062877224,-73.91728967428207
254,43 St & 23 Ave,3783,7009.06,40.769673,-73.906018
255,43 St & 35 Ave,4340,6520.06,40.754139,-73.919543
256,43 St & 37 Ave,1990,6401.01,40.750181,-73.919998
257,43 St & 50 Ave,6549,5983.04,40.73787237950538,-73.92264068126678
258,43 St & Broadway,9900,6670.03,40.7577284,-73.9166368
259,43 St & Skillman Ave,8301,6325.01,40.74692675687384,-73.9208248257637
260,44 Dr & 21 St,360,6319.03,40.748036,-73.946705
261,44 Dr & Jackson Ave,34531,6352.01,40.74718234,-73.9432635
262,44 St & 3 Ave,1579,3315.05,40.651173,-74.011405
263,44 St & 48 Ave,6940,6058.08,40.73941387498411,-73.92131969332695
264,44 St & 6 Ave,4542,3233.06,40.647105,-74.004483
265,44 St & Greenpoint Ave,5833,6134.13,40.741119944681465,-73.92103672027588
266,45 Ave & 21 St,22228,6319.07,40.74737075646803,-73.94777297973631
267,45 Rd & 11 St,14394,6319.01,40.74708586,-73.94977234
268,45 St & 4 Ave,5395,3275.03,40.649145,-74.009486
269,46 Ave & 5 St,31684,6286.02,40.74731,-73.95451
270,46 Ave & Junction Blvd,485,6231.01,40.74399,-73.86781
271,46 Rd & 11 St,86,6245.08,40.745805,-73.950752
272,46 St & 25 Ave,4349,6907.03,40.765753,-73.90676
273,46 St & 28 Ave,3769,6842.02,40.763328,-73.908782
274,46 St & 30 Rd,4058,6703.06,40.76072,-73.910989
275,46 St & 6 Ave,3127,3161.02,40.645921,-74.005708
276,46 St & 7 Ave,5123,3117.05,40.644743,-74.003754
277,46 St & Queens Blvd,10208,6209.08,40.74349759836971,-73.91860529780388
278,47 Ave & 104 St,258,6295.07,40.7458,-73.85945
279,47 Ave & 109 St,172,6329.06,40.74713,-73.85502
280,47 Ave & 31 St,8129,6151.03,40.743,-73.93561
281,47 Ave & 48 St,3758,6092.01,40.74086,-73.91708
282,47 Ave & Skillman Ave,2172,6237.01,40.7437524099784,-73.94176483154297
283,47 St & 3 Ave,1506,3243.02,40.649143,-74.012384
284,48 Ave & 37 St,3277,6067.01,40.74034668087185,-73.92886072397232
285,48 Ave & 41 St,7514,6101.11,40.73985995699164,-73.92400324344635
286,48 Ave & 5 St,11572,6212.04,40.74436328706688,-73.9558732509613
287,48 St & 2 Ave,1094,3283.05,40.650176,-74.015606
288,48 St & 37 Ave,8358,6435.02,40.751555,-73.915026
289,48 St & 5 Ave,6113,3202.06,40.646351,-74.009271
290,48 St & 50 Ave,4201,6016.06,40.73737,-73.91803
291,48 St & Barnett Ave,3064,6358.05,40.75001640425933,-73.91540944576263
292,48 St & Broadway,12109,6629.06,40.755763,-73.912715
293,48 St & Skillman Ave,7325,6283.05,40.74622874694195,-73.91616314649582
294,49 Ave & 108 St,137,6255.02,40.74535,-73.8558
295,49 Ave & 21 St,10589,6128.04,40.74252,-73.948852
296,49 Ave & 27 St,53,6119.01,40.74113,-73.942518
297,49 St & 25 Ave,2329,6804.01,40.764496,-73.904632
298,49 St & 31 Ave,7175,6662.01,40.758057,-73.909831
299,5 Av & W 139 St,9389,7851.04,40.815484,-73.935856
300,5 Ave & 3 St,29077,3987.06,40.6728155,-73.98352355
301,5 Ave & 37 St,4167,3379.03,40.652657,-74.002356
302,5 Ave & 41 St,7141,3306.03,40.649983,-74.005144
303,5 Ave & 66 St,2716,2782.02,40.635679,-74.020005
304,5 Ave & 67 St,630,2782.02,40.635679,-74.020005
305,5 Ave & E 103 St,40092,7511.19,40.7922553,-73.95249933
306,5 Ave & E 135 St,7677,7769.06,40.812191,-73.937838
307,5 Ave & E 29 St,44654,6248.06,40.7451677,-73.98683077
308,5 Ave & E 30 St,16118,6248.08,40.7459849,-73.98629487
309,5 Ave & E 63 St,36227,6904.06,40.766368,-73.971518
310,5 Ave & E 72 St,59594,7100.07,40.77282817,-73.96685276
311,5 Ave & E 78 St,54145,7161.08,40.77632142182271,-73.96427392959595
312,5 Ave & E 87 St,63362,7323.09,40.78232260730881,-73.95987510681152
313,5 Ave & E 93 St,24952,7372.10,40.7857851,-73.957481
314,5 Ave & W 126 St,16988,7701.21,40.80722,-73.9418
315,5 Ave & W 131 St,13283,7735.05,40.81014,-73.93973
316,5 Corners Library,6,JC018,40.73496102000952,-74.0595030784607
317,5 St & 51 Ave,8497,6137.04,40.7423737,-73.9566
318,5 St & 6 Ave,12739,3874.01,40.6704836,-73.98208968
319,5 St & Market St,9168,4843.01,40.6999974843885,-73.97440128028393
320,50 Ave & 65 St,2010,5956.05,40.73707,-73.90077
321,50 St & 30 Ave,5494,6735.03,40.760083,-73.907107
322,50 St & 7 Ave,2886,3038.08,40.642501,-74.006055
323,50 St & Barnett Ave,5688,6435.03,40.750097682094825,-73.91349703073502
324,50 St & Northern Blvd,5476,6511.03,40.753441,-73.912402
325,51 Ave & 61 St,2024,5923.02,40.73568,-73.90387
326,51 Ave & Alstyne Ave,187,6180.05,40.74311,-73.85715
327,51 Ave & Corona Ave,242,6213.01,40.74373,-73.85583
328,51 Ave & Junction Blvd,359,6113.07,40.74087,-73.86772
329,51 Ave & Van Loon St,117,6047.03,40.73832,-73.87913
330,51 St & 43 Ave,5252,6242.10,40.74451,-73.91412
331,51 St & Hobart St,5435,6662.09,40.75767234025041,-73.90769943594933
332,51 St & Queens Blvd,1986,6167.03,40.7429,-73.91395
333,52 St & 1 Ave,1266,3253.01,40.649292,-74.020105
334,52 St & 6 Ave,1938,3084.05,40.642703,-74.009441
335,53 Ave & 62 St,88,5806.01,40.73169,-73.90159
336,53 Ave & 94 St,420,6037.02,40.73921,-73.86887
337,53 St & 2 Ave,4255,3211.06,40.64744,-74.018846
338,53 St & 4 Ave,6467,3169.07,40.644862,-74.014531
339,53 St & 5 Ave,2188,3129.08,40.643371,-74.011884
340,53 St & Flushing Ave,4131,5257.01,40.71435,-73.91405
341,53 St & Roosevelt Ave,3213,6200.03,40.74462,-73.91143
342,54 St & 37 Ave,1370,6468.01,40.75098,-73.90799
343,55 Ave & 90 St,698,6005.04,40.73676,-73.87318
344,55 Ave & 97 Pl,248,6070.05,40.73892,-73.86367
345,55 Ave & Center Blvd,310,6104.01,40.740288,-73.960697
346,55 Dr & Maurice Ave,2006,5579.04,40.7261,-73.90917
347,55 St & 5 Ave,2580,3050.03,40.642408,-74.013318
348,55 St & 7 Ave,2521,2951.05,40.639673,-74.008957
349,55 St & Northern Blvd,3129,6502.01,40.75326,-73.90585
350,56 Ave & 92 St,200,5962.04,40.73649,-73.86995
351,56 Ave & Junction Blvd,191,5995.07,40.73716,-73.86625
352,56 Dr & 59 St,827,5579.02,40.72403,-73.90853
353,56 Dr & 61 St,1078,5540.06,40.72368,-73.90458
354,56 St & Arnold Ave,1251,5289.05,40.71484,-73.909
355,57 Ave & 98 Pl,37,6028.01,40.73802,-73.86103
356,57 Rd & 58 St,357,5510.05,40.72235,-73.91215
357,57 Rd & 59 St,734,5510.02,40.72249,-73.90854
358,57 St & 1 Ave,2316,3178.02,40.646377,-74.023087
359,57 St & 37 Ave,1094,6426.05,40.75048,-73.90513
360,57 St & 4 Ave,4008,3093.07,40.642622,-74.016866
361,57 St & 43 Ave,3970,6158.06,40.74324,-73.908
362,57 St & 7 Ave,2085,2861.02,40.638566,-74.010147
363,57 St & Grand Ave,983,5440.05,40.71921,-73.9124
