,end_station_name,count,end_station_id,end_lat,end_lng
64,21 Ave & Crescent St,10028,7284.01,40.780478,-73.912212
65,21 Ave & Shore Blvd,4509,7342.01,40.783956,-73.916894
66,21 St & 21 Ave,5640,7314.03,40.782465,-73.914527
67,21 St & 23 Ave,3649,7210.07,40.778557,-73.919046
68,21 St & 31 Dr,9306,6865.03,40.7659,-73.930819
69,21 St & 36 Ave,4341,6729.02,40.7601853,-73.9362726
70,21 St & 38 Ave,2950,6656.05,40.7576314,-73.9391224
71,21 St & 4 Ave,8366,3668.04,40.662584,-73.995554
72,21 St & 43 Ave,7101,6395.01,40.75052534,-73.94594845
73,21 St & Hoyt Ave S,11768,7126.01,40.774645,-73.923706
74,21 St & Queens Plaza North,13657,6471.02,40.75325964,-73.94335788
75,23 Ave & 27 St,6313,7178.02,40.776165,-73.9153175
76,23 Rd & 31 St,2866,7082.14,40.77336750284339,-73.91382560133934
77,23 St & 3 Ave,1468,3707.01,40.662611,-73.998623
78,24 Ave & 26 St,7321,7152.10,40.774591,-73.918544
79,24 Ave & 29 St,7391,7119.04,40.7729,-73.916142
80,24 St & 38 Ave,6698,6581.14,40.756351,-73.936515
81,24 St & 41 Ave,9382,6505.09,40.752474,-73.939991
82,24 St & 5 Ave,6406,3555.04,40.659555,-73.995068
83,25 Ave & 41 St,9739,6943.07,40.767666,-73.910963
84,27 Ave & 3 St,3347,7132.08,40.77485,-73.9342
85,27 Ave & 9 St,6772,7098.05,40.7739825,-73.9309134
86,27 St & Hunter St,18175,6310.06,40.7485,-73.941275
87,28 Ave & 35 St,8381,6951.03,40.7671,-73.9169858
88,28 Ave & 44 St,6500,6879.04,40.76408932350688,-73.91065120697021
89,28 St & 36 Ave,8393,6614.01,40.757186,-73.932719
90,28 St & 41 Ave,16773,6462.19,40.751047,-73.93797
91,29 St & 5 Ave,2504,3523.06,40.656986,-73.998194
92,3 Ave & 14 St,4108,3850.03,40.6685455,-73.99333264
93,3 Ave & 17 St,2058,3779.02,40.666168,-73.995549
94,3 Ave & Carroll St,7954,4143.04,40.677027,-73.9865
95,3 Ave & E 100 St,9988,7414.17,40.7877214,-73.94728331
96,3 Ave & E 112 St,10142,7543.15,40.795508,-73.941606
97,3 Ave & E 163 St,4079,7974.01,40.823872,-73.908699
98,3 Ave & E 169 St,8431,8103.05,40.832678,-73.905158
99,3 Ave & E 170 St,6906,8137.06,40.834857,-73.903743
100,3 Ave & E 172 St,3955,8205.05,40.839586,-73.900277
101,3 Ave & E 174 St,2848,8241.07,40.84224,-73.8985
102,3 Ave & E 174 St - Bathgate Vaccination Site,607,8241.07,40.84224,-73.8985
103,3 Ave & E 62 St,40293,6762.04,40.76312584,-73.96526895
104,3 Ave & E 71 St,21718,6960.10,40.76873687,-73.96119945
105,3 Ave & E 72 St,15711,7028.04,40.7699426,-73.96060712
106,3 Ave & Franklin Ave,3236,8012.04,40.82696,-73.907451
107,3 Ave & Schermerhorn St,19646,4437.01,40.68683208,-73.9796772
108,3 Ave & Wakeman Pl,2010,2883.03,40.638246,-74.024714
109,3 St & 3 Ave,12978,4028.03,40.6750705,-73.98775226
110,3 St & 7 Ave,25085,3905.15,40.6703837,-73.97839676
111,3 St & Hoyt St,9088,4110.1,40.6777287,-73.99364123
112,3 St & Prospect Park West,29249,3865.05,40.668132,-73.97363831
113,30 Ave & 12 St,2884,7034.08,40.77174859010057,-73.9316126704216
114,30 Ave & 21 St,6529,6996.01,40.7703743,-73.9286078
115,30 Ave & 41 St,9070,6812.06,40.763422,-73.914142
116,30 Ave & 47 St,5112,6774.13,40.761294,-73.909562
117,30 St & 4 Ave,4457,3564.04,40.657743,-74.001141
118,30 St & 48 Ave,1165,6076.02,40.7413272,-73.937999
119,31 Ave & 14 St,7360,6966.04,40.7682,-73.9322662
120,31 Ave & 30 St,11560,6857.09,40.7647,-73.9240312
121,31 Ave & 34 St,15256,6819.15,40.763154,-73.920827
122,31 Ave & 57 St,2343,6621.06,40.757357,-73.904726
123,31 Ave & 61 St,2605,6654.05,40.757525,-73.901614
124,31 Ave & Crescent St,13870,6893.1,40.7658346,-73.9265474
125,31 Ave & Steinway St,13350,6782.01,40.7611488,-73.9170071
126,31 Pl & Hunters Point Ave,672,6033.01,40.74021356884924,-73.93537044525146
127,31 Rd & 21 St,4413,6929.02,40.766824,-73.930486
128,31 St & 21 Ave,6298,7202.07,40.77813,-73.90842
129,31 St & 23 Ave,20405,7144.01,40.7747878,-73.9125551
130,31 St & Astoria Blvd,7743,6989.07,40.7699176,-73.9184057
131,31 St & Broadway,22131,6789.04,40.761584,-73.925921
132,31 St & Ditmars Blvd,16279,7144.02,40.776168,-73.910485
133,31 St & Hoyt Ave N,10001,7018.01,40.7711528,-73.9170074
134,31 St & Newtown Ave,24526,6923.2,40.7675487799971,-73.9209334552288
135,31 St & Northern Blvd,8402,6495.17,40.75186951421875,-73.93349289894103
136,31 St & Thomson Ave,7287,6227.02,40.74469738,-73.93540375
137,33 St & 47 Ave,1541,6185.04,40.74283,-73.9321
138,34 Ave & 13 St,3364,6836.07,40.7638753,-73.9364848
139,34 Ave & 21 St,5900,6798.01,40.7628138,-73.9342862
140,34 Ave & 31 St,6992,6720.07,40.759604471387945,-73.92714411020279
141,34 Ave & 38 St,13140,6638.01,40.756913,-73.921631
142,34 Ave & 45 St,3961,6596.10,40.754795,-73.917014
143,34 Ave & 48 St,4757,6554.05,40.75388,-73.914952
144,34 St & 35 Ave,8587,6605.08,40.7569332,-73.9262231
145,34 St & 38 Ave,5711,6453.02,40.752443,-73.929737
146,34 St & 4 Ave,3701,3492.04,40.655278,-74.003101
147,34 St & 48 Ave,1397,6110.01,40.740821207823245,-73.93147185444832
148,34 St & 5 Ave,2045,3451.01,40.654098,-74.001131
149,34th Ave & Vernon Blvd,8989,6873.01,40.76535380385866,-73.93986314535141
150,35 Ave & 10 St,7694,6806.06,40.76315481910373,-73.93985509872437
151,35 Ave & 37 St,10259,6563.12,40.7557327,-73.9236611
152,35 St & 21 Ave,2748,7170.04,40.776745,-73.906558
153,35 St & 23 Ave,4433,7047.07,40.77301508291382,-73.91119033098221
154,35 St & 30 Ave,11601,6887.03,40.76547569244953,-73.91811579465866
155,35 St & 34 Ave,6949,6679.11,40.7580583,-73.9242751
156,35 St & Broadway,11716,6750.16,40.760339,-73.9222427
157,36 Ave & 10 St,7895,6737.03,40.7614376,-73.9411265
158,36 Ave & 31 St,13185,6572.08,40.75651272984955,-73.92957486212252
159,36 St & 3 Ave,7201,3460.02,40.655716,-74.006664
160,36 St & 4 Ave,8540,3420.01,40.654144,-74.00422
161,36 St & 47 Ave,1071,6143.01,40.74221834996096,-73.92935156822205
162,36 St & Ditmars Blvd,8062,7111.10,40.774306,-73.908335
163,36 St & Hunters Point Ave,1090,5992.02,40.73781699881193,-73.93024072051048
164,36 St & Queens Blvd,2215,6260.04,40.74408,-73.92901
165,37 Ave & 35 St,4277,6529.02,40.7531106,-73.9279917
166,37 Ave & 63 St,432,6340.09,40.74893,-73.89981
167,37 St & 24 Ave,5092,6981.16,40.7701477,-73.9120938
168,38 Ave & 29 St,7331,6538.11,40.75473,-73.93367
169,38 St & 30 Ave,15444,6850.01,40.764174520197685,-73.91583994030952
170,38 St & Northern Blvd,3733,6486.07,40.752372,-73.925384
171,39 Ave & 45 St,1377,6401.03,40.74947822183477,-73.91826465725897
172,39 Ave & 54 St,558,6392.02,40.74891,-73.90899
173,39 Ave & 56 St,1403,6349.03,40.74838,-73.90699
174,39 Dr & 52 St,1292,6316.05,40.74732,-73.91197
175,39 St & 2 Ave,1623,3501.01,40.65539977447831,-74.01062786579132
176,39 St & 47 Ave,1894,6143.05,40.74215636827728,-73.92662644386292
177,39 St & 50 Ave,2298,6025.08,40.73824937345944,-73.92737478017807
178,39 St & Queens Blvd,3736,6218.04,40.74431,-73.92601
179,4 Ave & 17 St,6211,3739.06,40.665507,-73.993037
180,4 Ave & 26 St,4666,3596.04,40.660079,-73.998633
181,4 Ave & 3 St,15811,4028.04,40.673746,-73.985649
182,4 Ave & 9 St,17819,3955.05,40.6705135,-73.98876585
183,4 Ave & E 12 St,60977,5788.15,40.732647,-73.99011
184,4 Ave & Shore Road Dr,3481,2832.03,40.637033,-74.022141
185,4 St & Grand St,7,HB301,40.7422579775645,-74.03511106967926
186,40 Ave & 9 St,6587,6664.05,40.75742,-73.945133
187,40 Ave & Crescent St,7425,6462.05,40.7535992020056,-73.93795609474182
188,40 St & Queens Blvd,1952,6176.11,40.743540273428685,-73.92435193061829
189,41 Ave & 67 St,397,6225.03,40.74446,-73.89764
190,41 St & 3 Ave,837,3388.02,40.652512,-74.008906
191,41 St & 4 Ave,4394,3347.03,40.651354,-74.007168
192,42 Pl & Northern Blvd,2814,6520.07,40.753091,-73.920603
193,42 St & 1 Ave,1583,3428.02,40.654798,-74.014372
194,43 Ave & 40 St,2330,6292.03,40.74562,-73.92402
195,43 Ave & 42 St,4407,6251.06,40.74534682580983,-73.9219419658184
196,43 Ave & 47 St,2200,6209.05,40.7448062877224,-73.91728967428207
197,43 St & 23 Ave,2422,7009.06,40.769673,-73.906018
198,43 St & 35 Ave,3450,6520.06,40.754139,-73.919543
199,43 St & 37 Ave,4080,6401.01,40.750181,-73.919998
200,43 St & 50 Ave,2409,5983.04,40.73787237950538,-73.92264068126678
201,43 St & Broadway,7502,6670.03,40.7577284,-73.9166368
202,43 St & Skillman Ave,3873,6325.01,40.74692675687384,-73.9208248257637
203,44 Dr & Jackson Ave,25769,6352.01,40.74718234,-73.9432635
204,44 St & 2 Ave,1113,3356.05,40.652502,-74.013587
205,44 St & 3 Ave,1560,3315.05,40.651173,-74.011405
206,44 St & 48 Ave,2791,6058.08,40.73941387498411,-73.92131969332695
207,44 St & 6 Ave,3179,3233.06,40.647105,-74.004483
208,44 St & Greenpoint Ave,1420,6134.13,40.741119944681465,-73.92103672027588
209,45 Ave & 21 St,17889,6319.07,40.74737075646803,-73.94777297973631
210,45 Rd & 11 St,12369,6319.01,40.74708586,-73.94977234
211,45 St & 4 Ave,4279,3275.03,40.649145,-74.009486
212,46 Ave & 5 St,29169,6286.02,40.74731,-73.95451
213,46 St & 25 Ave,3008,6907.03,40.765753,-73.90676
214,46 St & 28 Ave,3741,6842.02,40.763328,-73.908782
215,46 St & 30 Rd,3519,6703.06,40.76072,-73.910989
216,46 St & 6 Ave,2049,3161.02,40.645921,-74.005708
217,46 St & 7 Ave,3418,3117.05,40.644743,-74.003754
218,46 St & Queens Blvd,2899,6209.08,40.74349759836971,-73.91860529780388
219,47 Ave & 31 St,6708,6151.03,40.743,-73.93561
220,47 Ave & 48 St,1216,6092.01,40.74086,-73.91708
221,47 Ave & Skillman Ave,2163,6237.01,40.7437524099784,-73.94176483154297
222,47 St & 3 Ave,1338,3243.02,40.649143,-74.012384
223,48 Ave & 31 St,3208,6151.05,40.74133,-73.93616
224,48 Ave & 37 St,1454,6067.01,40.74034668087185,-73.92886072397232
225,48 Ave & 41 St,3441,6101.11,40.73985995699164,-73.92400324344635
226,48 Ave & 5 St,8762,6212.04,40.74436328706688,-73.9558732509613
227,48 St & 2 Ave,1032,3283.05,40.650176,-74.015606
228,48 St & 37 Ave,6296,6435.02,40.751555,-73.915026
229,48 St & 5 Ave,2752,3202.06,40.646351,-74.009271
230,48 St & 50 Ave,1628,6016.06,40.73737,-73.91803
231,48 St & Barnett Ave,1409,6358.05,40.75001640425933,-73.91540944576263
232,48 St & Broadway,8606,6629.06,40.755763,-73.912715
233,48 St & Skillman Ave,2611,6283.05,40.74622874694195,-73.91616314649582
234,49 Ave & 21 St,8968,6128.04,40.74252,-73.948852
235,49 St & 25 Ave,1554,6804.01,40.764496,-73.904632
236,49 St & 31 Ave,4016,6662.01,40.758057,-73.909831
237,5 Av & W 139 St,8856,7851.04,40.815484,-73.935856
238,5 Ave & 3 St,26522,3987.06,40.6728155,-73.98352355
239,5 Ave & 37 St,3445,3379.03,40.652657,-74.002356
240,5 Ave & 41 St,6553,3306.03,40.649983,-74.005144
241,5 Ave & 66 St,3398,2782.02,40.635679,-74.020005
242,5 Ave & E 103 St,34094,7511.19,40.7922553,-73.95249933
243,5 Ave & E 135 St,7231,7769.06,40.812191,-73.937838
244,5 Ave & E 29 St,43375,6248.06,40.7451677,-73.98683077
245,5 Ave & E 63 St,32337,6904.06,40.766368,-73.971518
246,5 Ave & E 72 St,71557,7100.07,40.77282817,-73.96685276
247,5 Ave & E 78 St,47984,7161.08,40.77632142182271,-73.96427392959595
248,5 Ave & E 87 St,57400,7323.09,40.78232260730881,-73.95987510681152
249,5 Ave & E 93 St,38664,7372.10,40.7857851,-73.957481
250,5 Ave & W 126 St,12438,7701.21,40.80722,-73.9418
251,5 Ave & W 131 St,10362,7735.05,40.81014,-73.93973
252,5 Corners Library,1,JC018,40.73496102000952,-74.0595030784607
253,5 St & 51 Ave,5731,6137.04,40.7423737,-73.9566
254,5 St & 6 Ave,10264,3874.01,40.6704836,-73.98208968
255,5 St & Market St,9186,4843.01,40.6999974843885,-73.97440128028393
256,50 St & 30 Ave,3962,6735.03,40.760083,-73.907107
257,50 St & 7 Ave,1889,3038.08,40.642501,-74.006055
258,50 St & Barnett Ave,2072,6435.03,40.750097682094825,-73.91349703073502
259,50 St & Northern Blvd,4031,6511.03,40.753441,-73.912402
260,51 St & 43 Ave,2362,6242.10,40.74451,-73.91412
261,51 St & Hobart St,3946,6662.09,40.75767234025041,-73.90769943594933
262,51 St & Queens Blvd,730,6167.03,40.7429,-73.91395
263,52 St & 1 Ave,1211,3253.01,40.649292,-74.020105
264,52 St & 6 Ave,1103,3084.05,40.642703,-74.009441
265,53 St & 2 Ave,3880,3211.06,40.64744,-74.018846
266,53 St & 4 Ave,6737,3169.07,40.644862,-74.014531
267,53 St & 5 Ave,2069,3129.08,40.643371,-74.011884
268,53 St & Roosevelt Ave,1067,6200.03,40.74462,-73.91143
269,54 St & 37 Ave,437,6468.01,40.75098,-73.90799
270,55 St & 5 Ave,1347,3050.03,40.642408,-74.013318
271,55 St & 7 Ave,2572,2951.05,40.639673,-74.008957
272,55 St & Northern Blvd,895,6502.01,40.75326,-73.90585
273,57 St & 1 Ave,1790,3178.02,40.646377,-74.023087
274,57 St & 1 Ave - Brooklyn Army Terminal Vaccination Site,399,3178.02,40.646377,-74.023087
275,57 St & 37 Ave,265,6426.05,40.75048,-73.90513
276,57 St & 4 Ave,2873,3093.07,40.642622,-74.016866
277,57 St & 43 Ave,962,6158.06,40.74324,-73.908
278,58 St & 2 Ave,1621,3138.09,40.644512,-74.021506
279,58 St & 2 Ave - Brooklyn Army Terminal Vaccination Site,641,3138.09,40.644512,-74.021506
280,58 St & 32 Ave,1989,6579.03,40.75574,-73.903427
281,58 St & Pier 4,2932,3220.01,40.646475,-74.026081
282,59 St & 4 Ave,3901,3011.03,40.641269,-74.017651
283,59 St & 5 Ave,1813,2961.05,40.640125,-74.015726
284,6 Ave & 12 St,13777,3803.05,40.6663181,-73.9854617
285,6 Ave & 21 St,13961,3628.11,40.66016,-73.990974
286,6 Ave & 55 St,1149,3000.08,40.640831,-74.010996
287,6 Ave & 60 St,1704,2912.08,40.638196,-74.013821
288,6 Ave & 9 St,23172,3803.09,40.668127,-73.98377641
289,6 Ave & Broome St,48913,5610.09,40.72431,-74.00473
290,6 Ave & Canal St,25466,5500.07,40.72243797,-74.00566443
291,6 Ave & W 33 St,107649,6364.07,40.74901271,-73.98848395
292,6 Ave & W 34 St,89919,6364.10,40.74964,-73.98805
293,6 Ave & W 45 St,62277,6593.15,40.756951,-73.982631
294,6 Ave & Walker St,26123,5430.10,40.7197920901383,-74.0052238852195
295,6 St & 7 Ave,16522,3834.10,40.6686627,-73.97988067
296,6 St & Grand St,2,HB302,40.7443978330956,-74.03450086712837
297,60 St & 37 Ave,492,6383.02,40.74958,-73.90256
298,61 St & 39 Ave,2030,6307.07,40.7471,-73.9028
299,61 St & Laurel Hill Blvd,401,5998.09,40.7388,-73.90338
300,61 St & Queens Blvd,705,6116.03,40.74091,-73.90273
301,61 St & Woodside Ave,1492,6191.06,40.74501,-73.9036
302,62 St & 34 Ave,724,6460.06,40.75201,-73.89986
303,62 St & 4 Ave,1428,2923.01,40.639859,-74.019776
304,62 St & 43 Ave,417,6191.04,40.74261,-73.903
305,62 St & Northern Blvd,6599,6536.02,40.754176,-73.900318
306,63 St & 5 Ave,818,2872.02,40.63766,-74.01782
307,64 St & 3 Ave,500,2971.02,40.639978,-74.02324
308,65 Pl & Woodside Ave,482,6149.02,40.74334,-73.89903
309,65 St & 2 Ave,547,3019.02,40.640493,-74.02564
310,65 St & 35 Ave,876,6417.04,40.75053,-73.8977
311,65 St & Broadway,412,6417.11,40.7493722738996,-73.89738768339157
312,65 St & Roosevelt Ave,515,6267.08,40.74589,-73.89915
313,67 St & Erik Pl,2382,2733.03,40.633385,-74.016562
314,67 St & Ridge Blvd,1623,2932.01,40.638799,-74.027472
315,69 St & 43 Ave,479,6108.03,40.74179,-73.89564
316,7 Ave & 17 St,4518,3660.07,40.66093779493168,-73.98680448532104
317,7 Ave & 20 St,5970,3588.01,40.659053,-73.98854
318,7 Ave & 22 St,2714,3515.01,40.658029,-73.989605
319,7 Ave & 40 St,2974,3266.01,40.648169,-74.000057
320,7 Ave & 41 St,6093,3192.05,40.647379,-74.000911
321,7 Ave & 62 St,786,2821.05,40.63556,-74.01298
322,7 Ave & Bleecker St,1,5805.07,40.73213896287381,-74.00363802909851
323,7 Ave & Central Park South,76634,6912.01,40.7667405590595,-73.9790689945221
324,7 Ave & Park Pl,35788,4125.07,40.6776147,-73.97324283
325,7 Ave S & Bleecker St,49875,5805.07,40.73213896287381,-74.00363802909851
326,7 St & 3 Ave,10724,3996.01,40.67260298150126,-73.98983001708984
327,7 St & 5 Ave,13854,3914.02,40.6704922,-73.98541675
328,7 St & Monroe St,1,HB304,40.74641264837719,-74.03797701001167
329,72 St & 41 Ave,1617,6258.03,40.7448,-73.89377
330,72 St & Woodside Ave,646,6141.02,40.74288,-73.89283
331,76 St & 21 Ave,2074,7032.02,40.77028,-73.893675
332,8 Ave & W 16 St,78183,6072.11,40.740983,-74.001702
333,8 Ave & W 24 St,26408,6224.06,40.74591072834279,-73.99807110428809
334,8 Ave & W 27 St,34638,6297.07,40.747968,-73.996637
335,8 Ave & W 31 St,80116,6450.05,40.7505853470215,-73.9946848154068
336,8 Ave & W 33 St,88626,6450.12,40.751551,-73.993934
337,8 Ave & W 38 St,81288,6526.05,40.75461,-73.99177
338,8 Ave & W 49 St,52187,6747.07,40.76171227910671,-73.98655101656914
339,8 Ave & W 52 St,57839,6816.07,40.76370739,-73.9851615
340,8 St & Astoria Blvd,7061,7068.07,40.7725996921817,-73.93266275525093
341,8 St & Washington St,10,HB603,40.74598388291562,-74.02819901704788
342,9 Ave & W 18 St,60986,6190.08,40.74317449,-74.00366443
343,9 Ave & W 204 St,214,8559.04,40.86169883507865,-73.91855701804161
344,9 Ave & W 206 St,432,8594.02,40.86308937813274,-73.9175833761692
345,9 Ave & W 219 St,295,8696.05,40.871094,-73.911503
346,9 Ave & W 22 St,86233,6266.06,40.7454973,-74.00197139
347,9 Ave & W 39 St,3612,6644.08,40.756403523272496,-73.99410143494606
348,9 Ave & W 45 St,71972,6717.06,40.76019252,-73.9912551
349,9 St & 44 Rd,7148,6361.03,40.74966,-73.9521
350,9 St HBLR - Jackson St & 8 St,10,HB305,40.74790720968899,-74.03841152787209
351,Academy St & Nagle Ave,1860,8579.05,40.862562,-73.922661
352,Adam Clayton Powell Blvd & W 115 St,13060,7643.18,40.802535,-73.9532423
353,Adam Clayton Powell Blvd & W 118 St,16787,7670.09,40.804372,-73.951475
354,Adam Clayton Powell Blvd & W 123 St,17520,7704.04,40.8078316,-73.949373
355,Adam Clayton Powell Blvd & W 126 St,25856,7738.04,40.80949534777948,-73.94776493310928
356,Adam Clayton Powell Blvd & W 130 St,10779,7774.02,40.812346,-73.946168
357,Adam Clayton Powell Blvd & W 132 St,11852,7814.01,40.813539,-73.94521
358,Adam Clayton Powell Blvd & W 138 St,16657,7855.03,40.81695971032464,-73.9422959089279
359,Adam Clayton Powell Blvd & W 141 St,10300,7893.05,40.819241,-73.941057
360,Adam Clayton Powell Blvd & W 151 St,7904,8009.05,40.825289,-73.936232
361,Adams St & 11 St,7,HB507,40.750915534784994,-74.03354063630104
362,Adams St & 2 St,3,HB407,40.73981372311843,-74.03690412640572
363,Adams St & Prospect St,13662,4821.10,40.70076308326151,-73.98869812488556
364,Adelphi St & Myrtle Ave,26619,4620.02,40.69308257,-73.97178913
365,Albany Ave & Fulton St,8191,4237.02,40.6800105,-73.938475
366,Albany Ave & Park Pl,155,3975.02,40.67297,-73.93896
367,Albany St & Greenwich St,32145,5145.02,40.709267,-74.013247
368,Albee Square W & Fulton St,4528,4556.08,40.69068758614303,-73.98347854614258
369,Albemarle Rd & McDonald Ave,3537,3166.03,40.645074,-73.979681
370,Alexander Ave & E 134 St,3827,7712.04,40.807466,-73.927107
371,Allen St & Hester St,50348,5342.1,40.71605866,-73.99190759
372,Allen St & Rivington St,59161,5414.06,40.72019576,-73.98997825
373,Allen St & Stanton St,58805,5484.09,40.722055,-73.989111
374,Amsterdam Ave & W 119 St,16331,7727.08,40.80863217506367,-73.95958609887202
375,Amsterdam Ave & W 125 St,13251,7800.03,40.813358,-73.956461
376,Amsterdam Ave & W 131 St,4653,7842.16,40.816355,-73.954295
377,Amsterdam Ave & W 136 St,6531,7920.05,40.819746,-73.951819
378,Amsterdam Ave & W 152 St,5481,8069.01,40.829523,-73.944279
379,Amsterdam Ave & W 156 St,3113,8104.10,40.832081,-73.942386
380,Amsterdam Ave & W 162 St,3532,8172.07,40.83618,-73.939789
381,Amsterdam Ave & W 167 St,3080,8206.17,40.839443,-73.937044
382,Amsterdam Ave & W 172 St,2870,8242.04,40.842173,-73.935111
383,Amsterdam Ave & W 175 St,2551,8278.05,40.844044,-73.933651
384,Amsterdam Ave & W 180 St,1819,8353.02,40.847396,-73.931205
385,Amsterdam Ave & W 183 St,2409,8353.09,40.84925,-73.93022
386,Amsterdam Ave & W 186 St,2347,8394.15,40.851113,-73.928808
387,Amsterdam Ave & W 189 St,1635,8432.04,40.853142,-73.927094
388,Amsterdam Ave & W 189 St new,57,8432.11,40.85318758861975,-73.92715752124786
389,Amsterdam Ave & W 66 St,31098,7149.05,40.7746671,-73.98470567
390,Amsterdam Ave & W 73 St,67814,7260.09,40.77966809007312,-73.98093044757842
391,Amsterdam Ave & W 79 St,57391,7311.02,40.7829391,-73.9786517
392,Amsterdam Ave & W 82 St,35387,7360.10,40.78524672,-73.97667321
393,Anderson Ave & W 164 St,2669,8096.03,40.832057,-73.927421
394,Andrew Ave N & Hall of Fame Tce,875,8520.01,40.85834,-73.91008
395,Andrews Ave S & W 179 St,1203,8483.02,40.855156,-73.91278
396,Anthony Ave & E 175 St,3793,8319.01,40.846465,-73.903869
397,Anthony Ave & E Tremont Ave,7709,8356.04,40.848793,-73.903178
398,Apache,1,SYS028,40.66976709185003,-73.99474382400513
399,Aqueduct Ave & North St,1111,8535.09,40.8604787,-73.9057169936
400,Aqueduct Ave & W 190 St,1466,8605.06,40.8649213,-73.9024238
