,startdate,starthour,demand,startdate,starthour,bicycle,moped,scooter,td_mean,td_median,distance_mean,distance_median
5636,1/1/2019,0,368,1/1/2019,0,12,0,356,691.8206522,510,0.691361574,0.479077195
5637,1/1/2019,1,471,1/1/2019,1,25,0,446,730.2632696,514,0.931011947,0.655546616
5638,1/1/2019,2,330,1/1/2019,2,29,0,301,1243.330303,400.5,0.924120195,0.482494737
5639,1/1/2019,3,136,1/1/2019,3,8,0,128,658.3014706,396.5,0.886518515,0.5825355
5640,1/1/2019,4,55,1/1/2019,4,2,0,53,674.5454545,417,0.659071485,0.64187645
5641,1/1/2019,5,27,1/1/2019,5,0,0,27,536.962963,563,0.944415183,0.536864717
5642,1/1/2019,6,23,1/1/2019,6,2,0,21,793.3478261,759,1.154210512,1.044524987
5643,1/1/2019,7,32,1/1/2019,7,2,0,30,600.53125,322.5,0.977106212,0.662071014
5644,1/1/2019,8,43,1/1/2019,8,4,0,39,424.8139535,326,0.752234865,0.65243976
5645,1/1/2019,9,161,1/1/2019,9,1,0,160,650.8509317,392,0.700833384,0.492747362
5646,1/1/2019,10,218,1/1/2019,10,5,0,213,729.0412844,450,0.828182348,0.569176019
5647,1/1/2019,11,454,1/1/2019,11,12,0,442,828.722467,466.5,0.972877056,0.585953042
5648,1/1/2019,12,778,1/1/2019,12,7,0,771,797.3496144,487,0.89530485,0.615778859
5649,1/1/2019,13,837,1/1/2019,13,7,0,830,880.4886499,520,0.997193873,0.628827654
5650,1/1/2019,14,816,1/1/2019,14,16,0,800,922.1973039,531,1.061075087,0.704634941
5651,1/1/2019,15,751,1/1/2019,15,10,0,741,959.7656458,576,1777.650245,0.723897448
5652,1/1/2019,16,789,1/1/2019,16,9,0,780,882.5880862,554,0.99078386,0.656167987
5653,1/1/2019,17,602,1/1/2019,17,7,0,595,835.2026578,561,0.919757366,0.663624442
5654,1/1/2019,18,435,1/1/2019,18,7,0,428,777.0574713,501,0.859816327,0.64187645
5655,1/1/2019,19,420,1/1/2019,19,5,0,415,640.4452381,388.5,0.768705709,0.49709696
5656,1/1/2019,20,319,1/1/2019,20,3,0,316,692.5203762,418,0.84755616,0.501446558
5657,1/1/2019,21,204,1/1/2019,21,3,0,201,741.9313725,411.5,0.731180284,0.459814688
5658,1/1/2019,22,100,1/1/2019,22,0,0,100,545.5,398,0.660138549,0.416318704
5659,1/1/2019,23,125,1/1/2019,23,6,0,119,861.712,421,0.783027131,0.589681269
5660,1/2/2019,0,86,1/2/2019,0,2,0,84,584.2093023,372.5,0.7407973,0.507970956
5661,1/2/2019,1,40,1/2/2019,1,2,0,38,628.55,438,0.773513938,0.449872749
5662,1/2/2019,2,20,1/2/2019,2,0,0,20,1176.9,611.5,1.046855129,0.815239014
5663,1/2/2019,3,4,1/2/2019,3,0,0,4,1165.75,1005.5,1.575175992,1.629545972
5664,1/2/2019,4,2,1/2/2019,4,0,0,2,238,238,0.231771458,0.231771458
5665,1/2/2019,5,4,1/2/2019,5,0,0,4,407.75,251.5,0.505019443,0.385871515
5666,1/2/2019,6,25,1/2/2019,6,1,0,24,294.8,308,0.742712568,0.541835686
5667,1/2/2019,7,69,1/2/2019,7,1,0,68,322.5217391,283,0.642605885,0.52816552
5668,1/2/2019,8,40,1/2/2019,8,0,0,40,383,309.5,0.589230775,0.48932982
5669,1/2/2019,9,47,1/2/2019,9,0,0,47,359.6808511,245,0.590249757,0.418804189
5670,1/2/2019,10,57,1/2/2019,10,2,0,55,342.6842105,233,0.478532133,0.349831986
5671,1/2/2019,11,70,1/2/2019,11,2,0,68,536.5,302,0.627096692,0.456707832
5672,1/2/2019,12,37,1/2/2019,12,0,0,37,248.0540541,152,0.258104161,0.166527482
5673,1/2/2019,13,57,1/2/2019,13,6,0,51,333.9298246,208,0.574343211,0.310064229
5674,1/2/2019,14,57,1/2/2019,14,9,0,48,567.1052632,225,-182.0046282,0.244820253
5675,1/2/2019,15,36,1/2/2019,15,0,0,36,422,283.5,0.520916189,0.304471888
5676,1/2/2019,16,49,1/2/2019,16,0,0,49,404.5306122,307,0.450823827,0.270917843
5677,1/2/2019,17,74,1/2/2019,17,0,0,74,380.8918919,329.5,114.3479778,0.555195167
5678,1/2/2019,18,51,1/2/2019,18,2,0,49,763.0784314,373,0.727053039,0.469756627
5679,1/2/2019,19,42,1/2/2019,19,0,0,42,540.3809524,342.5,0.631623825,0.341132789
5680,1/2/2019,20,89,1/2/2019,20,1,0,88,628.9438202,273,0.751670646,0.413833219
5681,1/2/2019,21,58,1/2/2019,21,1,0,57,404.2586207,349.5,0.490786828,0.37002655
5682,1/2/2019,22,45,1/2/2019,22,0,0,45,551.0666667,437,0.78838197,0.467271142
5683,1/2/2019,23,55,1/2/2019,23,3,0,52,750.1090909,440,0.998961532,0.597137723
5684,1/3/2019,0,16,1/3/2019,0,0,0,16,528.75,502,0.798889185,0.759626292
5685,1/3/2019,1,25,1/3/2019,1,0,0,25,859.08,712,1.109271866,0.798461992
5686,1/3/2019,2,15,1/3/2019,2,0,0,15,610.2,517,0.778826662,0.700285342
5687,1/3/2019,3,3,1/3/2019,3,0,0,3,1363.333333,249,0.508695889,0.579117958
5688,1/3/2019,4,3,1/3/2019,4,0,0,3,160,145,0.390428237,0.386492886
5689,1/3/2019,5,20,1/3/2019,5,1,0,19,365.85,341.5,0.760682623,0.56203025
5690,1/3/2019,6,30,1/3/2019,6,0,0,30,410.1333333,243,0.627336364,0.444591094
5691,1/3/2019,7,84,1/3/2019,7,4,0,80,371.3095238,321.5,0.710323446,0.582224814
5692,1/3/2019,8,152,1/3/2019,8,5,0,147,389.9078947,288.5,0.663820664,0.567933277
5693,1/3/2019,9,149,1/3/2019,9,4,0,145,408.6979866,285,0.639520243,0.400784424
5694,1/3/2019,10,173,1/3/2019,10,2,0,171,528.8554913,341,0.672607386,0.505174786
5695,1/3/2019,11,247,1/3/2019,11,7,0,240,674.4574899,340,0.777370591,0.459814688
5696,1/3/2019,12,352,1/3/2019,12,6,0,346,572.8352273,317.5,0.691902127,0.515738096
5697,1/3/2019,13,476,1/3/2019,13,9,0,467,641.0147059,363.5,0.804831047,0.512320554
5698,1/3/2019,14,498,1/3/2019,14,17,0,481,850.2068273,468,0.917080257,0.659274843
5699,1/3/2019,15,642,1/3/2019,15,8,0,634,759.8800623,463.5,0.908159173,0.589681269
5700,1/3/2019,16,760,1/3/2019,16,14,0,746,685.8407895,418,0.843336439,0.620439143
5701,1/3/2019,17,770,1/3/2019,17,19,0,751,734.5714286,463.5,0.940901252,0.669216782
5702,1/3/2019,18,567,1/3/2019,18,14,0,553,739.3686067,473,0.847764016,0.625720798
5703,1/3/2019,19,452,1/3/2019,19,9,0,443,750.0619469,362.5,0.698682425,0.492436676
5704,1/3/2019,20,403,1/3/2019,20,5,0,398,640.528536,380,0.488366926,0.438066696
5705,1/3/2019,21,273,1/3/2019,21,9,0,264,728.0769231,432,0.792530515,0.549913512
5706,1/3/2019,22,207,1/3/2019,22,4,0,203,620.9806763,400,0.782744603,0.554884482
5707,1/3/2019,23,171,1/3/2019,23,4,0,167,594.0292398,439,0.788014962,0.561719565
5708,1/4/2019,0,102,1/4/2019,0,10,0,92,971.6470588,315.5,0.816256357,0.383075345
5709,1/4/2019,1,64,1/4/2019,1,5,0,59,648.78125,436.5,0.832025746,0.581914129
5710,1/4/2019,2,26,1/4/2019,2,1,0,25,714.9230769,424.5,1.053176386,0.672634324
5711,1/4/2019,3,15,1/4/2019,3,1,0,14,721.9333333,386,0.920126473,0.580982072
5712,1/4/2019,4,14,1/4/2019,4,0,0,14,637.0714286,319,0.612494469,0.523505236
5713,1/4/2019,5,25,1/4/2019,5,0,0,25,310.32,272,0.746888182,0.546806656
5714,1/4/2019,6,44,1/4/2019,6,0,0,44,397.8409091,236,0.527657125,0.402648538
5715,1/4/2019,7,170,1/4/2019,7,3,0,167,488.0294118,282.5,0.749614905,0.517291524
5716,1/4/2019,8,272,1/4/2019,8,5,0,267,414.3492647,327,0.751557604,0.588127841
5717,1/4/2019,9,289,1/4/2019,9,8,0,281,542.1695502,299,0.707150527,0.480319938
5718,1/4/2019,10,287,1/4/2019,10,4,0,283,597.3554007,373,0.810114326,0.55923408
5719,1/4/2019,11,513,1/4/2019,11,13,0,500,742.0155945,415,0.88699467,0.56420505
5720,1/4/2019,12,766,1/4/2019,12,13,0,753,674.535248,405.5,0.818269619,0.549292141
5721,1/4/2019,13,880,1/4/2019,13,21,0,859,908.6170455,486.5,1.001591768,0.569176019
5722,1/4/2019,14,908,1/4/2019,14,17,0,891,951.626652,517,1.088801107,0.684440377
5723,1/4/2019,15,1120,1/4/2019,15,39,0,1081,1038.655357,554,1.227119353,0.723276077
5724,1/4/2019,16,1210,1/4/2019,16,27,0,1183,924.8884298,570.5,1.044435633,0.68630449
5725,1/4/2019,17,1223,1/4/2019,17,39,0,1184,802.7432543,493,0.92795514,0.658653472
5726,1/4/2019,18,899,1/4/2019,18,27,0,872,805.8921023,510,0.907009804,0.656167987
5727,1/4/2019,19,725,1/4/2019,19,18,0,707,713.3337931,425,0.737548759,0.523815922
5728,1/4/2019,20,734,1/4/2019,20,12,0,722,655.3487738,417.5,0.732241938,0.45826126
5729,1/4/2019,21,471,1/4/2019,21,19,0,452,675.9044586,455,0.684513596,0.499582445
5730,1/4/2019,22,390,1/4/2019,22,10,0,380,678.1923077,439.5,0.746231759,0.531583062
5731,1/4/2019,23,334,1/4/2019,23,11,0,323,690.1497006,409,0.774892675,0.512320554
5732,1/5/2019,0,211,1/5/2019,0,12,0,199,676.1090047,369,0.664260537,0.489640506
5733,1/5/2019,1,151,1/5/2019,1,7,0,144,699.4966887,472,0.83937373,0.635662738
5734,1/5/2019,2,111,1/5/2019,2,11,0,100,864.8468468,353,0.552012739,0.379657803
5735,1/5/2019,3,42,1/5/2019,3,3,0,39,875.5,629.5,1.165603604,0.718305107
5736,1/5/2019,4,25,1/5/2019,4,1,0,24,399,213,0.351199002,0.326841251
5737,1/5/2019,5,17,1/5/2019,5,1,0,16,694.3529412,423,0.847477214,0.58533167
5738,1/5/2019,6,26,1/5/2019,6,0,0,26,490.9230769,278.5,0.613245577,0.371269292
5739,1/5/2019,7,54,1/5/2019,7,0,0,54,735.1296296,276,1.04429485,0.409483621
5740,1/5/2019,8,89,1/5/2019,8,2,0,87,585.9662921,342,0.824126717,0.575389731
5741,1/5/2019,9,186,1/5/2019,9,1,0,185,571.0698925,392.5,0.693720856,0.496164903
5742,1/5/2019,10,372,1/5/2019,10,8,0,364,729.1747312,427,0.938322293,0.638769594
5743,1/5/2019,11,682,1/5/2019,11,25,0,657,1092.542522,606,1.198461047,0.731353902
5744,1/5/2019,12,1063,1/5/2019,12,36,0,1027,948.5992474,595,1.11618902,0.713955509
5745,1/5/2019,13,1411,1/5/2019,13,43,0,1368,1203.454996,795,1.358292782,0.969960443
5746,1/5/2019,14,1748,1/5/2019,14,68,0,1680,1056.622998,679,1.192053724,0.850035802
5747,1/5/2019,15,1968,1/5/2019,15,61,0,1907,1072.629065,659.5,1.204728249,0.789762795
5748,1/5/2019,16,1904,1/5/2019,16,53,0,1851,1016.568803,637,-0.786801491,0.729489789
5749,1/5/2019,17,1803,1/5/2019,17,47,0,1756,1000.77482,604,1.062473413,0.667352669
5750,1/5/2019,18,1348,1/5/2019,18,31,0,1317,844.671365,520.5,0.877375673,0.641565764
5751,1/5/2019,19,1129,1/5/2019,19,15,0,1114,696.4472985,486,0.754401325,0.52319455
5752,1/5/2019,20,856,1/5/2019,20,14,0,842,720.9345794,440,-6.793250981,0.520087694
5753,1/5/2019,21,522,1/5/2019,21,7,0,515,785.183908,498.5,0.821211082,0.57973933
5754,1/5/2019,22,454,1/5/2019,22,17,0,437,773.1497797,473.5,0.853724338,0.634419995
5755,1/5/2019,23,383,1/5/2019,23,8,0,375,1108.511749,512,0.883297818,0.572282875
5756,1/6/2019,0,282,1/6/2019,0,12,0,270,1159.822695,459,0.806436256,0.482805422
5757,1/6/2019,1,142,1/6/2019,1,12,0,130,667.2323944,468,0.885690256,0.496786274
5758,1/6/2019,2,136,1/6/2019,2,8,0,128,1014.463235,464.5,1.078508509,0.512941926
5759,1/6/2019,3,60,1/6/2019,3,2,0,58,537.4833333,279,0.684606076,0.33119085
5760,1/6/2019,4,18,1/6/2019,4,2,0,16,822.6111111,581,1.058091592,0.870851737
5761,1/6/2019,5,17,1/6/2019,5,1,0,16,468,203,0.62254084,0.403269909
5762,1/6/2019,6,15,1/6/2019,6,0,0,15,764.3333333,365,1.06034924,0.746266811
5763,1/6/2019,7,39,1/6/2019,7,0,0,39,410.9230769,321,0.787261378,0.495854218
5764,1/6/2019,8,79,1/6/2019,8,3,0,76,642.835443,312,0.855785452,0.441173552
5765,1/6/2019,9,165,1/6/2019,9,4,0,161,807.8,452,1.083735393,0.680401464
5766,1/6/2019,10,334,1/6/2019,10,11,0,323,852.2125749,486.5,0.916864832,0.658653472
5767,1/6/2019,11,573,1/6/2019,11,16,0,557,887.0575916,524,1.142874059,0.75061641
5768,1/6/2019,12,786,1/6/2019,12,19,0,767,964.8333333,606,1.171842839,0.697178486
5769,1/6/2019,13,988,1/6/2019,13,15,0,973,1140.026316,646.5,1.304601538,0.78727731
5770,1/6/2019,14,1125,1/6/2019,14,22,0,1103,1036.733333,637,1.247026823,0.819588613
5771,1/6/2019,15,1132,1/6/2019,15,27,0,1105,1132.64311,651.5,1.24119995,0.783859769
5772,1/6/2019,16,1273,1/6/2019,16,35,0,1238,1005.765907,654,599.3924831,0.809646674
5773,1/6/2019,17,1277,1/6/2019,17,24,0,1253,976.71574,625,1.095200071,0.747509554
5774,1/6/2019,18,880,1/6/2019,18,24,0,856,957.4579545,526.5,0.994100008,0.607701034
5775,1/6/2019,19,748,1/6/2019,19,7,0,741,815.684492,504.5,0.993069969,0.611739946
5776,1/6/2019,20,600,1/6/2019,20,12,0,588,882.895,500,1.003470992,0.527544149
5777,1/6/2019,21,356,1/6/2019,21,7,0,349,1174.466292,573.5,1.137800484,0.626031484
5778,1/6/2019,22,228,1/6/2019,22,5,0,223,952.2894737,548.5,0.979504487,0.605215549
5779,1/6/2019,23,191,1/6/2019,23,4,0,187,932.9633508,538,1.09717237,0.712712766
5780,1/7/2019,0,137,1/7/2019,0,7,0,130,1012.124088,522,1.1017501,0.739431728
5781,1/7/2019,1,69,1/7/2019,1,0,0,69,940.2028986,558,0.907445097,0.546185285
5782,1/7/2019,2,51,1/7/2019,2,2,0,49,951.0392157,573,1.433320602,0.820831355
5783,1/7/2019,3,15,1/7/2019,3,1,0,14,700.0666667,759,0.913747062,0.592166754
5784,1/7/2019,4,26,1/7/2019,4,0,0,26,416.5,462,0.68955474,0.429678185
5785,1/7/2019,5,30,1/7/2019,5,0,0,30,396.6,254,0.791668334,0.43775601
5786,1/7/2019,6,62,1/7/2019,6,2,0,60,374.3387097,269,0.706529121,0.493368733
5787,1/7/2019,7,172,1/7/2019,7,5,0,167,396.1860465,340.5,0.789585777,0.625099427
5788,1/7/2019,8,349,1/7/2019,8,12,0,337,544.0773639,360,0.85508511,0.682886949
5789,1/7/2019,9,273,1/7/2019,9,10,0,263,500.3882784,324,0.817141821,0.56979739
5790,1/7/2019,10,301,1/7/2019,10,13,0,288,687.2491694,361,0.816731544,0.601487322
5791,1/7/2019,11,444,1/7/2019,11,7,0,437,654.6306306,403.5,0.899972214,0.540282258
5792,1/7/2019,12,638,1/7/2019,12,14,0,624,759.2601881,379,0.861398713,0.544010486
5793,1/7/2019,13,656,1/7/2019,13,19,0,637,893.5655488,483,1.027199529,0.646226048
5794,1/7/2019,14,671,1/7/2019,14,32,0,639,1152.00149,450,1.127466467,0.661138957
5795,1/7/2019,15,803,1/7/2019,15,29,0,774,956.7011208,520,1.086313941,0.700285342
5796,1/7/2019,16,865,1/7/2019,16,25,0,840,837.5895954,521,1.094289996,0.764907947
5797,1/7/2019,17,1107,1/7/2019,17,35,0,1072,748.7850045,499,1.071530779,0.74564544
5798,1/7/2019,18,878,1/7/2019,18,29,0,849,756.7881549,459.5,0.940496974,0.645915362
5799,1/7/2019,19,599,1/7/2019,19,10,0,589,781.0734558,425,1.018973042,0.607079662
5800,1/7/2019,20,541,1/7/2019,20,14,0,527,927.2939002,482,1.225746003,0.679158722
5801,1/7/2019,21,379,1/7/2019,21,9,0,370,981.1741425,472,1.038629339,0.682886949
5802,1/7/2019,22,306,1/7/2019,22,16,0,290,826.5653595,477.5,1.137170215,0.696557115
5803,1/7/2019,23,261,1/7/2019,23,13,0,248,1018.390805,481,1.134654761,0.773607144
5804,1/8/2019,0,140,1/8/2019,0,6,0,134,1175.242857,598,1.299309371,0.8543854
5805,1/8/2019,1,90,1/8/2019,1,6,0,84,798.6555556,459.5,1.056441506,0.614846802
5806,1/8/2019,2,80,1/8/2019,2,0,0,80,727.6375,424.5,0.989945294,0.615468174
5807,1/8/2019,3,17,1/8/2019,3,1,0,16,1090.529412,692,1.509603055,1.503096933
5808,1/8/2019,4,17,1/8/2019,4,0,0,17,712.1176471,428,1.498491476,0.799704734
5809,1/8/2019,5,42,1/8/2019,5,1,0,41,415.0714286,298.5,0.763472876,0.505796157
5810,1/8/2019,6,64,1/8/2019,6,2,0,62,367.203125,327.5,0.732150034,0.57756453
5811,1/8/2019,7,236,1/8/2019,7,10,0,226,454.779661,339.5,0.769433952,0.58533167
5812,1/8/2019,8,474,1/8/2019,8,18,0,456,724.2531646,340,1.053152084,0.64187645
5813,1/8/2019,9,347,1/8/2019,9,11,0,336,434.8386167,340,0.783597432,0.571040133
5814,1/8/2019,10,342,1/8/2019,10,11,0,331,628.7339181,380,0.932709058,0.647779476
5815,1/8/2019,11,462,1/8/2019,11,13,0,449,777.2662338,414,1.027552946,0.609565147
5816,1/8/2019,12,745,1/8/2019,12,23,0,722,607.4657718,362,0.802512999,0.554884482
5817,1/8/2019,13,716,1/8/2019,13,22,0,694,749.1187151,426,1.038745194,0.704324255
5818,1/8/2019,14,689,1/8/2019,14,30,0,659,780.4121916,502,1.100251793,0.723897448
5819,1/8/2019,15,763,1/8/2019,15,20,0,743,882.4010485,486,1.061043037,0.69407163
5820,1/8/2019,16,942,1/8/2019,16,25,0,917,777.9416136,462.5,1.087198413,0.720169221
5821,1/8/2019,17,1153,1/8/2019,17,25,0,1128,777.9436253,467,1.033409287,0.68350832
5822,1/8/2019,18,946,1/8/2019,18,30,0,916,778.3826638,473.5,0.966768855,0.662071014
5823,1/8/2019,19,746,1/8/2019,19,14,0,732,661.5482574,433.5,0.900848307,0.646536734
5824,1/8/2019,20,656,1/8/2019,20,12,0,644,821.4496951,473.5,1.026600891,0.679780093
5825,1/8/2019,21,378,1/8/2019,21,12,0,366,677.8359788,411,0.913458404,0.61857503
5826,1/8/2019,22,269,1/8/2019,22,5,0,264,1126.263941,522,1.140176883,0.705256312
5827,1/8/2019,23,193,1/8/2019,23,9,0,184,743.9378238,436,0.997300776,0.60583692
5828,1/9/2019,0,134,1/9/2019,0,3,0,131,651.3507463,314,0.822009178,0.411037049
5829,1/9/2019,1,61,1/9/2019,1,3,0,58,634.7704918,398,0.861964091,0.570418762
5830,1/9/2019,2,44,1/9/2019,2,2,0,42,443.3863636,284,0.778747578,0.485912278
5831,1/9/2019,3,20,1/9/2019,3,0,0,20,474.4,216.5,0.788457916,0.507038899
5832,1/9/2019,4,16,1/9/2019,4,1,0,15,550.6875,462.5,0.972756614,0.620128458
5833,1/9/2019,5,35,1/9/2019,5,1,0,34,252.4571429,255,0.563867734,0.49709696
5834,1/9/2019,6,65,1/9/2019,6,1,0,64,383.8,265,0.716852055,0.470377998
5835,1/9/2019,7,234,1/9/2019,7,13,0,221,417.5128205,334,0.787869472,0.659896214
5836,1/9/2019,8,446,1/9/2019,8,29,0,417,455.9349776,333,0.725116506,0.59309881
5837,1/9/2019,9,354,1/9/2019,9,16,0,338,550.5282486,309.5,0.863760382,0.620128458
5838,1/9/2019,10,352,1/9/2019,10,19,0,333,495.7017045,302.5,0.750409874,0.48156268
5839,1/9/2019,11,507,1/9/2019,11,20,0,487,957.2327416,366,0.977475726,0.553641739
5840,1/9/2019,12,656,1/9/2019,12,12,0,644,916.847561,378,0.995758715,0.592166754
5841,1/9/2019,13,696,1/9/2019,13,18,0,678,695.9655172,375.5,0.883531816,0.5825355
5842,1/9/2019,14,707,1/9/2019,14,25,0,682,787.4455446,429,1.016110658,0.68350832
5843,1/9/2019,15,697,1/9/2019,15,20,0,677,836.2754663,455,0.99850875,0.729489789
5844,1/9/2019,16,861,1/9/2019,16,21,0,840,1039.242741,450,1.154054471,0.698421229
5845,1/9/2019,17,1129,1/9/2019,17,37,0,1092,704.6696191,448,0.988736421,0.69407163
5846,1/9/2019,18,824,1/9/2019,18,26,0,798,715.7269417,428.5,0.958922809,0.679158722
5847,1/9/2019,19,594,1/9/2019,19,16,0,578,705.4949495,399.5,0.885392241,0.571661504
5848,1/9/2019,20,523,1/9/2019,20,18,0,505,626.8145315,376,0.814140031,0.539971573
5849,1/9/2019,21,436,1/9/2019,21,7,0,429,853.9518349,434,1.09381426,0.613914746
5850,1/9/2019,22,327,1/9/2019,22,5,0,322,797.5626911,423,1.058841228,0.602730064
5851,1/9/2019,23,270,1/9/2019,23,8,0,262,952.0296296,435.5,0.971684173,0.681022835
5852,1/10/2019,0,153,1/10/2019,0,1,0,152,679.372549,412,0.962219701,0.597759094
5853,1/10/2019,1,84,1/10/2019,1,4,0,80,791.7261905,438,0.978304571,0.561098194
5854,1/10/2019,2,60,1/10/2019,2,2,0,58,988.3666667,622.5,1.263444417,0.739742414
5855,1/10/2019,3,15,1/10/2019,3,1,0,14,927.7333333,426,1.24920466,0.710227282
5856,1/10/2019,4,13,1/10/2019,4,0,0,13,290.3076923,205,0.831346868,0.375308205
5857,1/10/2019,5,30,1/10/2019,5,0,0,30,358.8,225.5,0.691068336,0.409794306
5858,1/10/2019,6,67,1/10/2019,6,0,0,67,375.641791,273,0.874380569,0.630691768
5859,1/10/2019,7,245,1/10/2019,7,4,0,241,427.3061224,321,0.815015828,0.539971573
5860,1/10/2019,8,456,1/10/2019,8,13,0,443,390.129386,304.5,0.697149871,0.570729447
5861,1/10/2019,9,372,1/10/2019,9,9,0,363,435.3548387,279,0.743255165,0.453911662
5862,1/10/2019,10,309,1/10/2019,10,12,0,297,705.7864078,357,0.925658084,0.55923408
5863,1/10/2019,11,433,1/10/2019,11,4,0,429,582.0623557,366,0.86224797,0.651197018
5864,1/10/2019,12,711,1/10/2019,12,20,0,691,641.9817159,356,0.889341244,0.589681269
5865,1/10/2019,13,745,1/10/2019,13,19,0,726,653.2362416,405,0.937326361,0.582846186
5866,1/10/2019,14,698,1/10/2019,14,22,0,676,706.3581662,432,0.964097477,0.595894981
5867,1/10/2019,15,738,1/10/2019,15,13,0,725,745.2466125,410,1.02686811,0.572904246
5868,1/10/2019,16,823,1/10/2019,16,19,0,804,815.291616,488,1.061557202,0.663624442
5869,1/10/2019,17,1095,1/10/2019,17,35,0,1060,667.8228311,448,1.033317607,0.68350832
5870,1/10/2019,18,865,1/10/2019,18,25,0,840,650.4763006,443,0.883819718,0.649954275
5871,1/10/2019,19,659,1/10/2019,19,11,0,648,609.0288316,399,0.737487468,0.584088928
5872,1/10/2019,20,625,1/10/2019,20,18,0,607,672.7568,467,0.866972889,0.610186518
5873,1/10/2019,21,405,1/10/2019,21,7,0,398,892.1555556,485,0.982008907,0.589681269
5874,1/10/2019,22,340,1/10/2019,22,8,0,332,736.6117647,455.5,0.918532839,0.634730681
5875,1/10/2019,23,245,1/10/2019,23,6,0,239,723.5510204,355,0.81654009,0.549913512
5876,1/11/2019,0,148,1/11/2019,0,2,0,146,738.8175676,367,0.798075734,0.604904863
5877,1/11/2019,1,118,1/11/2019,1,9,0,109,794.1525424,403,0.895058884,0.484669536
5878,1/11/2019,2,96,1/11/2019,2,3,0,93,927,447.5,1.018602157,0.502689301
5879,1/11/2019,3,23,1/11/2019,3,0,0,23,347.0434783,284,0.741268825,0.364123523
5880,1/11/2019,4,20,1/11/2019,4,1,0,19,708.75,342.5,0.846804671,0.666420612
5881,1/11/2019,5,52,1/11/2019,5,1,0,51,373.7884615,253,0.684261135,0.382453974
5882,1/11/2019,6,74,1/11/2019,6,1,0,73,338.1756757,250,0.702720446,0.436823954
5883,1/11/2019,7,205,1/11/2019,7,5,0,200,520.1756098,301,0.84036666,0.571040133
5884,1/11/2019,8,481,1/11/2019,8,17,0,464,410.6923077,311,3.370172704,0.617021602
5885,1/11/2019,9,395,1/11/2019,9,6,0,389,495.4582278,344,0.637712476,0.566690534
5886,1/11/2019,10,378,1/11/2019,10,11,0,367,660.2698413,373,0.954773013,0.641255078
5887,1/11/2019,11,646,1/11/2019,11,12,0,634,742.3978328,391.5,1.972298558,0.532204433
5888,1/11/2019,12,868,1/11/2019,12,19,0,849,606.5460829,362.5,0.500496605,0.525680035
5889,1/11/2019,13,939,1/11/2019,13,19,0,920,757.6304579,455,0.983392384,0.666731298
5890,1/11/2019,14,921,1/11/2019,14,17,0,904,751.4115092,434,0.944766236,0.553641739
5891,1/11/2019,15,798,1/11/2019,15,9,0,789,755.6253133,475,1.01073968,0.707741797
5892,1/11/2019,16,962,1/11/2019,16,38,0,924,761.2068607,455,0.986242694,0.677294608
5893,1/11/2019,17,904,1/11/2019,17,29,0,875,710.2566372,466.5,0.904600991,0.703392198
5894,1/11/2019,18,561,1/11/2019,18,13,0,548,581.2780749,404,0.774329308,0.536243346
5895,1/11/2019,19,375,1/11/2019,19,6,0,369,549.9333333,383,0.667177028,0.500203816
5896,1/11/2019,20,131,1/11/2019,20,2,0,129,471.2137405,346,0.550036838,0.401405795
5897,1/11/2019,21,99,1/11/2019,21,1,0,98,519.8080808,339,0.548319287,0.421289674
5898,1/11/2019,22,289,1/11/2019,22,5,0,284,819.5605536,434,0.891044151,0.580360701
5899,1/11/2019,23,262,1/11/2019,23,7,0,255,723.5343511,447,0.899444299,0.634419995
5900,1/12/2019,0,200,1/12/2019,0,3,0,197,949.11,547,1.089130119,0.75620875
5901,1/12/2019,1,136,1/12/2019,1,4,0,132,686.4632353,409.5,0.927497032,0.601176636
5902,1/12/2019,2,183,1/12/2019,2,7,0,176,975.0928962,569,1.217463118,0.706499054
5903,1/12/2019,3,55,1/12/2019,3,1,0,54,667.4545455,555,1.333372214,0.989844322
5904,1/12/2019,4,21,1/12/2019,4,1,0,20,869.7619048,554,1.466317676,0.961261246
5905,1/12/2019,5,24,1/12/2019,5,0,0,24,1140,394,1.229175795,0.689411346
5906,1/12/2019,6,37,1/12/2019,6,3,0,34,369.9189189,292,0.852554874,0.550534883
5907,1/12/2019,7,72,1/12/2019,7,1,0,71,773.8611111,369,1.027264676,0.615468174
5908,1/12/2019,8,138,1/12/2019,8,5,0,133,548.7391304,379,0.990371136,0.673877066
5909,1/12/2019,9,321,1/12/2019,9,9,0,312,646.0623053,408,0.924747462,0.560476822
5910,1/12/2019,10,559,1/12/2019,10,17,0,542,856.3703041,496,1.171422547,0.727625675
5911,1/12/2019,11,917,1/12/2019,11,26,0,891,763.1461287,533,1.042047634,0.749995038
5912,1/12/2019,12,1338,1/12/2019,12,42,0,1296,956.2600897,571,1.136715947,0.778888799
5913,1/12/2019,13,1559,1/12/2019,13,38,0,1521,976.0198845,623,1.161280197,0.78168497
5914,1/12/2019,14,1678,1/12/2019,14,53,0,1625,1133.27354,651.5,1.13062378,0.817724499
5915,1/12/2019,15,2359,1/12/2019,15,52,0,2307,1165.687156,603,1.122569368,0.759936978
5916,1/12/2019,16,1924,1/12/2019,16,53,0,1871,1116.724012,557,1.053034285,0.679780093
5917,1/12/2019,17,1865,1/12/2019,17,53,0,1812,1155.058445,531,0.929449706,0.639390965
