,startdate,starthour,demand,startdate,starthour,Customer,Subscriber,td_mean,td_median,gcd_mean,gcd_median
28,2021-01-02,4,31,2021-01-02,4,8.0,23.0,1022.7741935483871,887.0,1.6860087751970303,1.1755466721729042
29,2021-01-02,5,66,2021-01-02,5,10.0,56.0,679.0909090909091,428.0,1.0909826566035166,0.8218023519025113
30,2021-01-02,6,231,2021-01-02,6,23.0,208.0,679.2943722943722,519.0,1.2794018849677948,1.0150285671224115
31,2021-01-02,7,435,2021-01-02,7,45.0,390.0,749.3379310344827,550.0,1.2534960850617098,0.9106853280259821
32,2021-01-02,8,752,2021-01-02,8,86.0,666.0,723.0426666666667,510.0,1.1419613739381211,0.8740128806423293
33,2021-01-02,9,1356,2021-01-02,9,185.0,1171.0,874.3097345132743,584.5,1.2129514079398462,0.8979408408095464
34,2021-01-02,10,2141,2021-01-02,10,346.0,1795.0,966.6200934579439,685.0,1.2608695320743113,0.9348995845720177
35,2021-01-02,11,3251,2021-01-02,11,724.0,2527.0,1071.0499845726627,787.0,1.373510000131967,1.051912833442455
36,2021-01-02,12,4091,2021-01-02,12,963.0,3128.0,1152.987012987013,865.0,1.4196206538569334,1.086521210029414
37,2021-01-02,13,4978,2021-01-02,13,1335.0,3643.0,1219.8097060008056,922.5,1.38004446180051,1.1076772579607848
38,2021-01-02,14,5152,2021-01-02,14,1363.0,3789.0,1215.913746105919,946.0,1.3681021055771678,1.090639529941229
39,2021-01-02,15,5087,2021-01-02,15,1272.0,3815.0,1195.8951819075712,928.0,1.3413029489820378,1.0458615809950451
40,2021-01-02,16,4032,2021-01-02,16,958.0,3074.0,1090.0072085508327,854.0,1.2657215784809848,0.9797554073401525
41,2021-01-02,17,2658,2021-01-02,17,551.0,2107.0,924.2572504708098,707.0,1.194906208686165,0.9221191602461428
42,2021-01-02,18,2048,2021-01-02,18,406.0,1642.0,912.0734933855953,661.0,1.1603832862947083,0.8766253674760525
43,2021-01-02,19,1497,2021-01-02,19,278.0,1219.0,841.623828647925,619.0,1.1375216433964348,0.8329623677902114
44,2021-01-02,20,1100,2021-01-02,20,226.0,874.0,860.589626933576,564.0,1.076940188889231,0.7944456212922691
45,2021-01-02,21,770,2021-01-02,21,181.0,589.0,888.8852672750978,623.0,1.0823806669030982,0.8439325794681679
46,2021-01-02,22,722,2021-01-02,22,184.0,538.0,917.9597780859917,612.0,1.1253457903478883,0.8572595052035772
47,2021-01-02,23,490,2021-01-02,23,113.0,377.0,821.9325153374233,572.0,1.0845476393386233,0.8029595763274626
48,2021-01-03,0,317,2021-01-03,0,92.0,225.0,888.5268138801262,567.0,1.0809568729036623,0.7732601614929862
49,2021-01-03,1,197,2021-01-03,1,66.0,131.0,974.4974619289341,664.0,1.385464791050556,1.0700281515119425
50,2021-01-03,2,125,2021-01-03,2,41.0,84.0,862.36,573.0,1.1458436895091129,0.8682376883728822
51,2021-01-03,3,94,2021-01-03,3,27.0,67.0,806.3936170212766,667.0,1.3436892057316443,1.1627220975127817
52,2021-01-03,4,72,2021-01-03,4,24.0,48.0,891.0277777777778,539.0,1.1848395027136278,0.7622294018382881
53,2021-01-03,5,80,2021-01-03,5,8.0,72.0,555.4875,373.0,1.259756761573749,0.8491477001471563
54,2021-01-03,6,246,2021-01-03,6,21.0,225.0,609.9065040650406,437.5,1.1787133490197286,0.8233328093302262
55,2021-01-03,7,431,2021-01-03,7,38.0,393.0,637.4199535962877,413.0,1.1189980367917862,0.7430603645236251
56,2021-01-03,8,727,2021-01-03,8,79.0,648.0,738.8774104683196,500.5,1.132564429345675,0.8240537723673711
57,2021-01-03,9,809,2021-01-03,9,79.0,730.0,671.905824039653,485.0,1.0172412805645237,0.7795646711793696
58,2021-01-03,10,613,2021-01-03,10,64.0,549.0,564.2936378466558,380.0,0.8670750683762236,0.6208370988392908
59,2021-01-03,11,971,2021-01-03,11,128.0,843.0,626.0545829042225,473.0,0.937837700691456,0.7251926325206426
60,2021-01-03,12,1506,2021-01-03,12,240.0,1266.0,734.2247340425532,511.5,0.9917270097874663,0.7585314976864306
61,2021-01-03,13,1639,2021-01-03,13,261.0,1378.0,799.1411980440098,566.5,1.0903388880958949,0.8127204933529851
62,2021-01-03,14,1705,2021-01-03,14,259.0,1446.0,745.6543209876543,529.0,1.0340408420058742,0.7695621055948473
63,2021-01-03,15,1220,2021-01-03,15,201.0,1019.0,745.1282894736842,536.5,1.0389567226438676,0.7903161172005995
64,2021-01-03,16,810,2021-01-03,16,118.0,692.0,702.7648514851485,502.5,0.9391564349354501,0.7508411571455751
65,2021-01-03,17,718,2021-01-03,17,80.0,638.0,758.7880055788006,492.0,0.985050858941333,0.6902139499279786
66,2021-01-03,18,523,2021-01-03,18,49.0,474.0,716.4321223709369,445.0,0.7764887662926466,0.5971266730962643
67,2021-01-03,19,485,2021-01-03,19,49.0,436.0,731.146694214876,491.5,0.8778177753651311,0.6878369305851539
68,2021-01-03,20,466,2021-01-03,20,73.0,393.0,817.5840517241379,522.5,0.9847939173453646,0.6695303227717211
69,2021-01-03,21,350,2021-01-03,21,58.0,292.0,762.5616045845272,501.0,0.9008069191404677,0.7163544037820679
70,2021-01-03,22,281,2021-01-03,22,41.0,240.0,773.5907473309609,513.0,1.0479151156581017,0.7794978520159509
71,2021-01-03,23,193,2021-01-03,23,41.0,152.0,663.6217616580311,466.0,1.0078054066476816,0.7543982513311944
72,2021-01-04,0,96,2021-01-04,0,22.0,74.0,618.2736842105263,413.0,1.005910750040233,0.7935384680276587
73,2021-01-04,1,64,2021-01-04,1,21.0,43.0,1010.703125,670.0,1.2710337194807806,0.8400028013021551
74,2021-01-04,2,52,2021-01-04,2,14.0,38.0,871.0,815.0,1.3537100300474756,0.9718138982838351
75,2021-01-04,3,42,2021-01-04,3,21.0,21.0,826.6904761904761,518.5,1.2173390258742047,0.6790866180314188
76,2021-01-04,4,64,2021-01-04,4,13.0,51.0,817.375,515.5,1.4085801030555123,1.0257855681214574
77,2021-01-04,5,277,2021-01-04,5,20.0,257.0,637.2418772563177,493.0,1.2774582253769264,0.9414475836857246
78,2021-01-04,6,935,2021-01-04,6,59.0,876.0,646.271948608137,484.0,1.210877183324542,0.9480741644221441
79,2021-01-04,7,1660,2021-01-04,7,105.0,1555.0,715.6630500301386,531.0,1.273526676409326,0.971741952039108
80,2021-01-04,8,2478,2021-01-04,8,175.0,2303.0,736.3399273314493,580.0,1.3164181566896562,1.0160679482139932
81,2021-01-04,9,2022,2021-01-04,9,181.0,1841.0,711.7835562159485,543.0,1.178750453315087,0.904953375799039
82,2021-01-04,10,1655,2021-01-04,10,180.0,1475.0,796.121523579202,608.0,1.2193536352685166,0.9137476195796169
83,2021-01-04,11,2059,2021-01-04,11,268.0,1791.0,808.7034516285853,565.0,1.1037093591893903,0.8171433137308244
84,2021-01-04,12,2291,2021-01-04,12,307.0,1984.0,788.4669584245077,555.0,1.0695145165205555,0.77590047539031
85,2021-01-04,13,2631,2021-01-04,13,351.0,2280.0,815.755133079848,581.0,1.0828370219176995,0.8179769093993597
86,2021-01-04,14,2726,2021-01-04,14,384.0,2342.0,822.2481644640235,599.5,1.1261032714997359,0.8330946814895437
87,2021-01-04,15,2870,2021-01-04,15,411.0,2459.0,826.2404047452897,578.5,1.126036304633237,0.8317008088398361
88,2021-01-04,16,3188,2021-01-04,16,423.0,2765.0,852.4781789638932,630.0,1.1940502596821447,0.8750091029927289
89,2021-01-04,17,3419,2021-01-04,17,373.0,3046.0,774.5023419203748,579.0,1.171452591767614,0.8918940710034335
90,2021-01-04,18,2953,2021-01-04,18,324.0,2629.0,769.3553971486762,565.5,1.1656559532246769,0.8775409637139666
91,2021-01-04,19,2134,2021-01-04,19,300.0,1834.0,743.2943661971831,558.0,1.144313038185532,0.8691565085729378
92,2021-01-04,20,1338,2021-01-04,20,213.0,1125.0,736.3298429319372,516.0,1.031866374789512,0.7613164950214307
93,2021-01-04,21,790,2021-01-04,21,141.0,649.0,809.032911392405,534.5,1.0247065907125035,0.7962134301520309
94,2021-01-04,22,589,2021-01-04,22,94.0,495.0,773.911714770798,529.0,1.1047121696497089,0.8242825635784703
95,2021-01-04,23,412,2021-01-04,23,97.0,315.0,784.3578431372549,532.0,1.087092001208264,0.8371306696343085
96,2021-01-05,0,201,2021-01-05,0,51.0,150.0,709.2587064676617,483.0,0.9961332692951798,0.8001839813289034
97,2021-01-05,1,106,2021-01-05,1,36.0,70.0,1030.2924528301887,674.0,1.1735244351880862,0.7655332392480098
98,2021-01-05,2,67,2021-01-05,2,31.0,36.0,767.8507462686567,580.0,1.2227160298685258,0.9219107924483027
99,2021-01-05,3,68,2021-01-05,3,13.0,55.0,917.7313432835821,607.0,1.4015017463048984,0.7439015804999057
100,2021-01-05,4,88,2021-01-05,4,22.0,66.0,911.4772727272727,637.0,1.7184109325887575,1.2083807379414537
101,2021-01-05,5,339,2021-01-05,5,17.0,322.0,623.1799410029498,472.0,1.2249167274899602,0.9056397469387257
102,2021-01-05,6,1041,2021-01-05,6,71.0,970.0,627.554274735831,472.0,1.227103040675308,0.9407420455736772
103,2021-01-05,7,1948,2021-01-05,7,129.0,1819.0,719.7081192189106,547.0,1.3208595043154556,0.9927153464570364
104,2021-01-05,8,2772,2021-01-05,8,193.0,2579.0,730.1979768786127,570.0,1.30825936753547,1.0126146599703327
105,2021-01-05,9,2250,2021-01-05,9,217.0,2033.0,719.9026233881725,566.0,1.2073722766319006,0.9220733399625666
106,2021-01-05,10,1808,2021-01-05,10,204.0,1604.0,773.4670724958495,583.0,1.2140858243894004,0.9093818130411732
107,2021-01-05,11,1974,2021-01-05,11,216.0,1758.0,761.2844827586207,560.0,1.1142359882389201,0.8429455820906349
108,2021-01-05,12,2340,2021-01-05,12,266.0,2074.0,769.2235998289867,549.0,1.0497593351274055,0.7933917854492489
109,2021-01-05,13,2451,2021-01-05,13,298.0,2153.0,771.075541037158,553.0,1.0763587987184235,0.7939748157855169
110,2021-01-05,14,2583,2021-01-05,14,389.0,2194.0,833.1921735761333,607.0,1.1671297167459296,0.8890934214563326
111,2021-01-05,15,2800,2021-01-05,15,367.0,2433.0,811.7152554483744,592.0,1.151907458697173,0.87032457626118
112,2021-01-05,16,3227,2021-01-05,16,397.0,2830.0,815.829760795278,604.0,1.170080826191913,0.9061628028315254
113,2021-01-05,17,3714,2021-01-05,17,376.0,3338.0,799.0490301724138,605.5,1.2176708818203092,0.909850921498754
114,2021-01-05,18,3286,2021-01-05,18,371.0,2915.0,756.5254650808173,580.0,1.1899417044643086,0.9020063985352831
115,2021-01-05,19,2280,2021-01-05,19,284.0,1996.0,757.9200351493848,560.0,1.1226525057706556,0.8471311023621735
116,2021-01-05,20,1351,2021-01-05,20,175.0,1176.0,715.3618127786033,566.0,1.0789570238430324,0.8442748455731509
117,2021-01-05,21,850,2021-01-05,21,139.0,711.0,790.4617196702002,533.0,1.094319989550009,0.8284698184796084
118,2021-01-05,22,596,2021-01-05,22,97.0,499.0,713.3333333333334,493.0,1.0834993104920594,0.79346100364176
119,2021-01-05,23,385,2021-01-05,23,83.0,302.0,743.7974025974027,500.0,1.0933516571974577,0.8440496394244684
120,2021-01-06,0,236,2021-01-06,0,44.0,192.0,686.8940677966102,474.5,1.0508182908351151,0.7700213111857761
121,2021-01-06,1,114,2021-01-06,1,29.0,85.0,684.6666666666666,472.0,1.1457695282090754,0.8308586800598585
122,2021-01-06,2,78,2021-01-06,2,28.0,50.0,885.2987012987013,596.0,1.270841712988517,0.7421443846419764
123,2021-01-06,3,76,2021-01-06,3,14.0,62.0,680.1184210526316,522.5,1.2857748906491218,0.9142865040536015
124,2021-01-06,4,95,2021-01-06,4,16.0,79.0,684.8,526.0,1.2668627876936982,0.9449218996980386
125,2021-01-06,5,321,2021-01-06,5,18.0,303.0,660.15,450.5,1.233337074698237,0.9056397469387257
126,2021-01-06,6,1087,2021-01-06,6,83.0,1004.0,582.707182320442,470.5,1.1691384528261353,0.9135477161101009
127,2021-01-06,7,1962,2021-01-06,7,155.0,1807.0,728.9082568807339,554.5,1.339252818671109,1.0397370653910372
128,2021-01-06,8,2805,2021-01-06,8,186.0,2619.0,735.1344987513379,581.0,1.2692623144691195,1.0003027775932918
129,2021-01-06,9,2273,2021-01-06,9,191.0,2082.0,709.1858212241303,561.0,1.2064656771503761,0.9328316869424202
130,2021-01-06,10,1893,2021-01-06,10,192.0,1701.0,776.8202959830867,563.0,1.1571650173523857,0.8989104916790474
131,2021-01-06,11,2086,2021-01-06,11,283.0,1803.0,781.0632790028764,574.5,1.1350232141453842,0.8467137308700596
132,2021-01-06,12,2422,2021-01-06,12,261.0,2161.0,779.271186440678,569.0,1.0859071847010577,0.7994706573442485
133,2021-01-06,13,2598,2021-01-06,13,341.0,2257.0,839.931765612953,609.0,1.1448263816670652,0.8390052142660887
134,2021-01-06,14,2757,2021-01-06,14,373.0,2384.0,850.6993464052288,607.0,1.1678577462979602,0.8693097610880671
135,2021-01-06,15,2818,2021-01-06,15,385.0,2433.0,843.2379261363636,592.0,1.124235751475018,0.8601393584235723
136,2021-01-06,16,3047,2021-01-06,16,358.0,2689.0,818.827744904668,604.0,1.159191367171569,0.8748148914448962
137,2021-01-06,17,3307,2021-01-06,17,330.0,2977.0,765.3960036330609,586.0,1.1804322846563908,0.8955939098647122
138,2021-01-06,18,2907,2021-01-06,18,337.0,2570.0,751.3487250172295,567.0,1.174799122297827,0.894031451055968
139,2021-01-06,19,2068,2021-01-06,19,220.0,1848.0,730.0227713178294,520.5,1.1315829180725718,0.8504515478125791
140,2021-01-06,20,1279,2021-01-06,20,151.0,1128.0,701.7805642633228,490.5,1.0674420126927588,0.809392068526686
141,2021-01-06,21,762,2021-01-06,21,112.0,650.0,768.6504599211564,533.0,1.135839027057042,0.8182076320948704
142,2021-01-06,22,590,2021-01-06,22,94.0,496.0,735.4440677966102,541.5,1.1904702346355327,0.8904007350772742
143,2021-01-06,23,348,2021-01-06,23,64.0,284.0,676.0488505747127,502.5,1.0851627599738638,0.8267943468064096
144,2021-01-07,0,222,2021-01-07,0,51.0,171.0,789.2477477477478,588.0,1.206820823318135,0.901863634775232
145,2021-01-07,1,104,2021-01-07,1,30.0,74.0,708.5192307692307,510.5,1.12412634396907,0.8304878948675223
146,2021-01-07,2,68,2021-01-07,2,19.0,49.0,936.9705882352941,615.0,1.258798009316416,0.9387896697581251
147,2021-01-07,3,48,2021-01-07,3,9.0,39.0,690.4583333333334,558.5,1.368605713704124,1.1424855721164433
148,2021-01-07,4,79,2021-01-07,4,13.0,66.0,765.620253164557,556.0,1.4783852100056578,1.0246608804152686
149,2021-01-07,5,324,2021-01-07,5,20.0,304.0,586.723602484472,435.5,1.1589485044160242,0.8681221368318743
150,2021-01-07,6,1020,2021-01-07,6,71.0,949.0,601.2100098135427,465.0,1.1682250657050992,0.8960646911663417
151,2021-01-07,7,1812,2021-01-07,7,100.0,1712.0,702.6552486187845,550.0,1.2828880412030892,0.9802460137151991
152,2021-01-07,8,2588,2021-01-07,8,167.0,2421.0,716.8708430007734,562.0,1.2747898257927885,0.9979159470569388
153,2021-01-07,9,2120,2021-01-07,9,191.0,1929.0,732.0217391304348,573.0,1.2505414345830725,0.9722738262715267
154,2021-01-07,10,1729,2021-01-07,10,169.0,1560.0,739.5326778484673,545.0,1.148144313624467,0.873020488370599
155,2021-01-07,11,1849,2021-01-07,11,194.0,1655.0,750.6645021645022,533.5,1.0790381278377226,0.8035307474624479
156,2021-01-07,12,2227,2021-01-07,12,290.0,1937.0,799.7191011235955,596.0,1.110078796047789,0.834654027384242
157,2021-01-07,13,2488,2021-01-07,13,305.0,2183.0,822.6356682769726,576.5,1.1214225035283074,0.8269089543787558
158,2021-01-07,14,2789,2021-01-07,14,365.0,2424.0,819.7922497308934,582.0,1.1074853165949106,0.8288956392215602
159,2021-01-07,15,3034,2021-01-07,15,437.0,2597.0,860.900627269726,602.0,1.1553730902711807,0.8853721340903716
160,2021-01-07,16,3422,2021-01-07,16,445.0,2977.0,818.694289897511,596.0,1.1556193213653527,0.882956106257606
161,2021-01-07,17,3571,2021-01-07,17,347.0,3224.0,799.6891816143498,602.0,1.222397187016059,0.9275043063068787
162,2021-01-07,18,3137,2021-01-07,18,356.0,2781.0,739.9920255183413,571.0,1.1736329349972956,0.8863022569992468
163,2021-01-07,19,2167,2021-01-07,19,279.0,1888.0,724.2201665124884,545.5,1.110141297908482,0.8611874493604494
164,2021-01-07,20,1365,2021-01-07,20,174.0,1191.0,720.0990462215701,509.0,1.047361364725723,0.8177097686357028
165,2021-01-07,21,797,2021-01-07,21,122.0,675.0,671.8257575757576,493.0,1.0343110047347575,0.7670608100340646
166,2021-01-07,22,641,2021-01-07,22,116.0,525.0,733.4046875,532.5,1.117099384413572,0.8248090052788783
167,2021-01-07,23,370,2021-01-07,23,70.0,300.0,704.3252032520326,504.0,1.0966838606910663,0.8371536050858566
168,2021-01-08,0,220,2021-01-08,0,49.0,171.0,722.5342465753424,529.0,1.173158989143278,0.893687675166077
169,2021-01-08,1,105,2021-01-08,1,27.0,78.0,916.3619047619047,571.0,1.1340809616363001,0.9031491928150284
170,2021-01-08,2,76,2021-01-08,2,20.0,56.0,1185.3026315789473,565.0,1.0979178618596057,0.8255673778807527
171,2021-01-08,3,60,2021-01-08,3,17.0,43.0,859.9661016949152,506.0,1.3192990786899588,0.8254913534320618
172,2021-01-08,4,87,2021-01-08,4,16.0,71.0,635.9310344827586,518.0,1.2586075684234153,0.8505924739306686
173,2021-01-08,5,273,2021-01-08,5,17.0,256.0,566.2380952380952,436.0,1.0693810980071894,0.8492866791109189
174,2021-01-08,6,967,2021-01-08,6,66.0,901.0,584.1863354037267,459.5,1.1172549077911917,0.8657847293188595
175,2021-01-08,7,1658,2021-01-08,7,110.0,1548.0,667.9849124924563,504.0,1.2049726375933005,0.8855551907007015
176,2021-01-08,8,2376,2021-01-08,8,161.0,2215.0,702.7763268744735,553.0,1.221210097382142,0.9437538696916863
177,2021-01-08,9,2132,2021-01-08,9,184.0,1948.0,698.1507042253521,534.5,1.1853565340714414,0.8875151901168766
178,2021-01-08,10,1787,2021-01-08,10,194.0,1593.0,724.6982082866741,531.5,1.1252273100765349,0.8599844446383924
179,2021-01-08,11,1920,2021-01-08,11,225.0,1695.0,740.5905059989567,547.0,1.0937111482943709,0.8265151434318546
180,2021-01-08,12,2300,2021-01-08,12,298.0,2002.0,760.2522875816993,554.0,1.0745694759039492,0.7850917455912494
181,2021-01-08,13,2449,2021-01-08,13,297.0,2152.0,797.6076828769923,569.0,1.0934462195701793,0.8168406212776504
182,2021-01-08,14,2783,2021-01-08,14,370.0,2413.0,798.9135758012244,580.0,1.1403107425355565,0.869207938354371
183,2021-01-08,15,2845,2021-01-08,15,423.0,2422.0,800.9422128259338,587.0,1.1269177076517127,0.8496877090481721
184,2021-01-08,16,3272,2021-01-08,16,423.0,2849.0,799.7903275176002,602.0,1.1461470318716673,0.864743781310701
185,2021-01-08,17,3413,2021-01-08,17,420.0,2993.0,797.2145166029974,629.0,1.1969824712588593,0.905840763479845
186,2021-01-08,18,2930,2021-01-08,18,341.0,2589.0,786.733242134063,610.5,1.1846088319268464,0.8955068578218086
187,2021-01-08,19,2292,2021-01-08,19,277.0,2015.0,765.7899563318778,562.5,1.096073498207278,0.8420994518375502
188,2021-01-08,20,1361,2021-01-08,20,199.0,1162.0,768.132645541636,561.0,1.0725573906289427,0.8127204933527651
189,2021-01-08,21,779,2021-01-08,21,122.0,657.0,764.258354755784,556.5,1.0409397446273285,0.7926618880299555
190,2021-01-08,22,626,2021-01-08,22,97.0,529.0,679.8990384615385,505.0,1.0519722798169484,0.7899897046721683
191,2021-01-08,23,427,2021-01-08,23,91.0,336.0,720.0657276995305,542.5,1.0830174443599192,0.8173238419278398
192,2021-01-09,0,303,2021-01-09,0,73.0,230.0,657.983498349835,504.0,1.0297073346077115,0.8361248890837403
193,2021-01-09,1,202,2021-01-09,1,52.0,150.0,759.8613861386139,573.0,1.1786629062758522,0.8359876259373391
194,2021-01-09,2,103,2021-01-09,2,29.0,74.0,732.0776699029126,496.0,1.1804657723588103,0.7762753328034566
195,2021-01-09,3,93,2021-01-09,3,35.0,58.0,788.1397849462365,590.0,1.3125078655247822,1.0024999409657673
196,2021-01-09,4,60,2021-01-09,4,12.0,48.0,679.2166666666667,531.5,1.0184011738379612,0.7781033194465568
197,2021-01-09,5,102,2021-01-09,5,16.0,86.0,637.3235294117648,463.0,1.0753934170275476,0.831983739230258
198,2021-01-09,6,289,2021-01-09,6,24.0,265.0,623.8754325259515,468.0,1.2346803955778667,0.9111473001536532
199,2021-01-09,7,584,2021-01-09,7,57.0,527.0,663.070205479452,479.0,1.1630985660818332,0.8677906457305151
200,2021-01-09,8,1009,2021-01-09,8,113.0,896.0,684.0782953419227,470.0,1.092584111617872,0.7952123038488441
201,2021-01-09,9,1545,2021-01-09,9,208.0,1337.0,770.71271076524,544.5,1.1695604061433522,0.8501287362749204
202,2021-01-09,10,2050,2021-01-09,10,292.0,1758.0,761.6730205278592,560.0,1.140331249755708,0.872684201685432
203,2021-01-09,11,2673,2021-01-09,11,467.0,2206.0,814.5629213483146,594.0,1.2041468639682298,0.889530587194034
204,2021-01-09,12,3373,2021-01-09,12,609.0,2764.0,868.5393759286776,641.0,1.2285634417245925,0.937266513941449
205,2021-01-09,13,3380,2021-01-09,13,632.0,2748.0,924.3674859342611,678.0,1.2635581131337275,0.9581066691900599
206,2021-01-09,14,3390,2021-01-09,14,672.0,2718.0,954.0204081632653,687.0,1.2482351841361958,0.9477210435099301
207,2021-01-09,15,3328,2021-01-09,15,569.0,2759.0,954.1613000300933,734.0,1.2193299639076276,0.9364046323735118
208,2021-01-09,16,3088,2021-01-09,16,471.0,2617.0,867.1243102888673,649.0,1.1477239233504037,0.8871524779546035
209,2021-01-09,17,2511,2021-01-09,17,402.0,2109.0,847.4774810681546,612.0,1.089355540802031,0.8130690880077608
210,2021-01-09,18,1988,2021-01-09,18,298.0,1690.0,827.0649874055416,619.0,1.1051204689319654,0.8508409770573487
211,2021-01-09,19,1534,2021-01-09,19,241.0,1293.0,796.7514715500326,590.0,1.0614294534961717,0.8375638927250686
212,2021-01-09,20,1070,2021-01-09,20,193.0,877.0,771.8923220973783,546.5,1.0435392854021515,0.7758811418554872
213,2021-01-09,21,767,2021-01-09,21,142.0,625.0,812.5281045751634,566.0,1.0480502277175963,0.7985234796397295
214,2021-01-09,22,680,2021-01-09,22,153.0,527.0,802.5796460176991,584.5,1.1101146254581755,0.8133050213624846
215,2021-01-09,23,521,2021-01-09,23,117.0,404.0,826.0019193857966,599.0,1.1832648486136434,0.9223831513664489
216,2021-01-10,0,379,2021-01-10,0,96.0,283.0,779.2572944297082,518.0,1.140509265856305,0.8883794436472174
217,2021-01-10,1,218,2021-01-10,1,60.0,158.0,858.5302325581396,567.0,1.2612805921526113,0.9632335889327104
218,2021-01-10,2,114,2021-01-10,2,35.0,79.0,753.7017543859649,580.5,1.2271326682632966,1.027694656289537
219,2021-01-10,3,74,2021-01-10,3,17.0,57.0,835.1216216216217,572.5,1.2545647133366093,0.862702537884148
220,2021-01-10,4,55,2021-01-10,4,24.0,31.0,856.0555555555555,566.0,1.5381020312000588,1.0953909802498805
221,2021-01-10,5,91,2021-01-10,5,13.0,78.0,641.4615384615385,523.0,1.3495084343241426,0.9876817495390773
222,2021-01-10,6,235,2021-01-10,6,21.0,214.0,597.1531914893617,453.0,1.192592293946408,0.8478979039106146
223,2021-01-10,7,418,2021-01-10,7,49.0,369.0,653.9282296650717,455.5,1.1157210570946041,0.743937006007087
224,2021-01-10,8,767,2021-01-10,8,96.0,671.0,702.4177545691906,486.5,1.1376320735093257,0.8353106212672471
225,2021-01-10,9,1370,2021-01-10,9,163.0,1207.0,729.7536549707602,502.5,1.1368029248906506,0.835674765650438
226,2021-01-10,10,1952,2021-01-10,10,267.0,1685.0,806.7094455852156,552.0,1.2032937184364956,0.872993200813102
227,2021-01-10,11,2668,2021-01-10,11,479.0,2189.0,914.2036759189798,639.5,1.2440696821913655,0.9353337212970949
228,2021-01-10,12,3304,2021-01-10,12,626.0,2678.0,959.6686893203884,700.0,1.2904398333544287,0.9811094355976803
229,2021-01-10,13,3785,2021-01-10,13,746.0,3039.0,958.4891591750396,718.0,1.2907590082532727,0.9785756263865962
