,startdate,starthour,demand,startdate,starthour,Customer,Subscriber,td_mean,td_median,gcd_mean,gcd_median
45,1/2/2022,21,968,1/2/2022,21,255,713,686.9739854,502,0.973064158,0.738877517
46,1/2/2022,22,822,1/2/2022,22,241,581,743.201227,539,1.067961908,0.810771195
47,1/2/2022,23,542,1/2/2022,23,178,364,718.4166667,462,0.968459458,0.767651174
48,1/3/2022,0,388,1/3/2022,0,134,254,754.6683938,469.5,1.035691214,0.766111237
49,1/3/2022,1,193,1/3/2022,1,65,128,647.9791667,456.5,0.923779674,0.711309903
50,1/3/2022,2,120,1/3/2022,2,36,84,777.375,534,1.023301469,0.800479931
51,1/3/2022,3,107,1/3/2022,3,36,71,690.0471698,477,1.067790621,0.838542982
52,1/3/2022,4,130,1/3/2022,4,32,98,615.6356589,363,0.874292867,0.61899898
53,1/3/2022,5,356,1/3/2022,5,34,322,492.8535211,388,0.99683367,0.772221118
54,1/3/2022,6,1042,1/3/2022,6,94,948,600.9478764,454,1.072253818,0.847897904
55,1/3/2022,7,1914,1/3/2022,7,154,1760,655.9151832,494.5,1.168225811,0.891917466
56,1/3/2022,8,2542,1/3/2022,8,229,2313,665.6923381,496,1.099822473,0.83384902
57,1/3/2022,9,1959,1/3/2022,9,216,1743,638.3970211,472,1.022990866,0.795863266
58,1/3/2022,10,1622,1/3/2022,10,224,1398,656.3290123,473,0.975825303,0.752546898
59,1/3/2022,11,1756,1/3/2022,11,284,1472,677.6314889,480,0.927235134,0.706642644
60,1/3/2022,12,1986,1/3/2022,12,302,1684,636.210101,445.5,0.885781834,0.66476894
61,1/3/2022,13,2120,1/3/2022,13,356,1764,628.8196876,454,0.881937155,0.670267006
62,1/3/2022,14,2309,1/3/2022,14,367,1942,662.0013055,470.5,0.929128197,0.702812721
63,1/3/2022,15,2487,1/3/2022,15,392,2095,671.5733333,496,0.965421118,0.737063514
64,1/3/2022,16,2702,1/3/2022,16,356,2346,678.1188266,487,0.962106083,0.734834671
65,1/3/2022,17,2797,1/3/2022,17,293,2504,657.7177738,504,0.994008422,0.770819148
66,1/3/2022,18,2502,1/3/2022,18,273,2229,619.1624,463.5,0.935563789,0.732517006
67,1/3/2022,19,1720,1/3/2022,19,223,1497,603.8426573,439,0.894744094,0.70291022
68,1/3/2022,20,1121,1/3/2022,20,156,965,595.7526786,430,0.85917814,0.665513256
69,1/3/2022,21,728,1/3/2022,21,113,615,602.1324138,443,0.877544788,0.687311739
70,1/3/2022,22,552,1/3/2022,22,79,473,582.4818841,415,0.867283208,0.67097541
71,1/3/2022,23,344,1/3/2022,23,69,275,605.7521866,426,0.901345916,0.719036884
72,1/4/2022,0,205,1/4/2022,0,50,155,567.0487805,440,0.990960735,0.726375742
73,1/4/2022,1,132,1/4/2022,1,46,86,560.1384615,433.5,0.8814993,0.757622872
74,1/4/2022,2,55,1/4/2022,2,11,44,647.8867925,436,0.999256654,0.626161489
75,1/4/2022,3,63,1/4/2022,3,15,48,700.7301587,423,1.219653235,0.72871781
76,1/4/2022,4,77,1/4/2022,4,12,65,526.3116883,352,0.881170831,0.64354561
77,1/4/2022,5,344,1/4/2022,5,27,317,517.0935673,368,0.927078388,0.665625745
78,1/4/2022,6,951,1/4/2022,6,74,877,566.2497366,447,1.057473923,0.81600847
79,1/4/2022,7,1820,1/4/2022,7,128,1692,606.9879054,471,1.042995175,0.778613396
80,1/4/2022,8,2571,1/4/2022,8,208,2363,663.1234424,507.5,1.08252783,0.830690737
81,1/4/2022,9,1848,1/4/2022,9,182,1666,645.9214092,490,1.024085286,0.77921135
82,1/4/2022,10,1508,1/4/2022,10,239,1269,673.7357238,475,0.960929543,0.737685211
83,1/4/2022,11,1661,1/4/2022,11,263,1398,681.9638118,477.5,0.927456524,0.703288265
84,1/4/2022,12,1996,1/4/2022,12,355,1641,760.3035625,494,0.90031912,0.682578273
85,1/4/2022,13,2252,1/4/2022,13,386,1866,707.95902,507,0.921918202,0.694892543
86,1/4/2022,14,2622,1/4/2022,14,448,2174,747.7902178,521,0.953832946,0.731962502
87,1/4/2022,15,2862,1/4/2022,15,491,2371,748.6328316,528,0.988279032,0.777368471
88,1/4/2022,16,3100,1/4/2022,16,446,2654,754.069422,538,1.055077836,0.77735546
89,1/4/2022,17,3482,1/4/2022,17,432,3050,710.2908516,533,1.051691503,0.79452615
90,1/4/2022,18,3247,1/4/2022,18,400,2847,677.7153894,507.5,1.010869804,0.770131553
91,1/4/2022,19,2360,1/4/2022,19,315,2045,612.0089021,458,0.93761815,0.718569184
92,1/4/2022,20,1538,1/4/2022,20,214,1324,646.2816167,470,0.910363973,0.712060842
93,1/4/2022,21,995,1/4/2022,21,172,823,611.2821031,449,0.926008343,0.711829077
94,1/4/2022,22,789,1/4/2022,22,142,647,699.2461929,486.5,1.080483403,0.80552332
95,1/4/2022,23,503,1/4/2022,23,107,396,635.7984032,451,0.958918505,0.710736422
96,1/5/2022,0,279,1/5/2022,0,85,194,604.9528986,466,1.055818118,0.754125288
97,1/5/2022,1,144,1/5/2022,1,40,104,654.0069444,485,1.053009112,0.733257392
98,1/5/2022,2,93,1/5/2022,2,23,70,615.7311828,396,0.906594844,0.67973792
99,1/5/2022,3,70,1/5/2022,3,16,54,789.3285714,469.5,1.052959755,0.684621459
100,1/5/2022,4,105,1/5/2022,4,18,87,457.5809524,345,0.821220468,0.65687846
101,1/5/2022,5,302,1/5/2022,5,26,276,575.0332226,419,1.098563644,0.795587006
102,1/5/2022,6,683,1/5/2022,6,70,613,573.4084919,442,0.997989047,0.796432954
103,1/5/2022,7,1001,1/5/2022,7,88,913,607.5150301,453.5,1.034679414,0.793110801
104,1/5/2022,8,1891,1/5/2022,8,145,1746,684.8033916,525,1.14438388,0.86356731
105,1/5/2022,9,1459,1/5/2022,9,121,1338,614.6085165,473,0.992891586,0.785950085
106,1/5/2022,10,946,1/5/2022,10,108,838,588.1751592,441.5,0.893844669,0.717058841
107,1/5/2022,11,710,1/5/2022,11,97,613,604.5360679,458,0.885732294,0.673548896
108,1/5/2022,12,1305,1/5/2022,12,147,1158,662.3144172,480,0.9276402,0.70516009
109,1/5/2022,13,1845,1/5/2022,13,265,1580,681.3780554,493,0.936252105,0.720295645
110,1/5/2022,14,2461,1/5/2022,14,341,2120,725.4257224,526,1.019445801,0.758537389
111,1/5/2022,15,2944,1/5/2022,15,460,2484,743.8840136,521.5,1.022800515,0.753801948
112,1/5/2022,16,3341,1/5/2022,16,492,2849,774.780042,549,1.077521519,0.788519257
113,1/5/2022,17,3859,1/5/2022,17,515,3344,746.2701791,562,1.12221377,0.853023645
114,1/5/2022,18,3606,1/5/2022,18,567,3039,715.9313508,556,1.08696652,0.836526474
115,1/5/2022,19,2789,1/5/2022,19,454,2335,695.5826743,515,1.040783166,0.827476755
116,1/5/2022,20,1856,1/5/2022,20,310,1546,675.7776579,496,0.992670089,0.76768516
117,1/5/2022,21,1224,1/5/2022,21,235,989,710.6873977,519.5,0.987823835,0.746461554
118,1/5/2022,22,992,1/5/2022,22,177,815,708.5653495,522,1.085853121,0.827568968
119,1/5/2022,23,689,1/5/2022,23,154,535,760.9912281,493.5,1.112020217,0.802965373
120,1/6/2022,0,398,1/6/2022,0,121,277,635.9823678,465,1.017067266,0.792691334
121,1/6/2022,1,210,1/6/2022,1,53,157,622.4095238,397,0.898826937,0.628493651
122,1/6/2022,2,170,1/6/2022,2,32,138,550.0178571,351,0.852598798,0.641125384
123,1/6/2022,3,108,1/6/2022,3,23,85,605.6203704,409,0.92642828,0.635503985
124,1/6/2022,4,98,1/6/2022,4,17,81,595.4183673,375.5,0.965581125,0.723217247
125,1/6/2022,5,409,1/6/2022,5,43,366,546.6234719,408,1.017735747,0.80507947
126,1/6/2022,6,1100,1/6/2022,6,93,1007,618.0172884,462,1.142243984,0.867794869
127,1/6/2022,7,2255,1/6/2022,7,169,2086,658.1661484,511,1.160570878,0.877072144
128,1/6/2022,8,3192,1/6/2022,8,276,2916,667.6530868,518,1.13362141,0.859708034
129,1/6/2022,9,2415,1/6/2022,9,295,2120,653.3362355,481,1.059248832,0.813567252
130,1/6/2022,10,1987,1/6/2022,10,306,1681,689.2431887,512,0.9995114,0.784384173
131,1/6/2022,11,2042,1/6/2022,11,287,1755,699.6588004,506.5,0.990750897,0.742408217
132,1/6/2022,12,2371,1/6/2022,12,384,1987,729.0430925,489,0.960970949,0.724008838
133,1/6/2022,13,2643,1/6/2022,13,466,2177,734.4831376,515,0.971578352,0.734313475
134,1/6/2022,14,3148,1/6/2022,14,590,2558,762.0686804,549,1.013439478,0.758446873
135,1/6/2022,15,3577,1/6/2022,15,611,2966,731.6839161,531,1.003078921,0.769695518
136,1/6/2022,16,3760,1/6/2022,16,579,3181,741.9206814,545,1.05102418,0.798590894
137,1/6/2022,17,4039,1/6/2022,17,496,3543,731.8905707,550,1.07869273,0.8135688
138,1/6/2022,18,3864,1/6/2022,18,513,3351,698.2907489,528,1.065159207,0.804494617
139,1/6/2022,19,2900,1/6/2022,19,427,2473,663.1471503,509,0.981410819,0.793234678
140,1/6/2022,20,1853,1/6/2022,20,286,1567,666.7305195,493.5,0.966025643,0.760310222
141,1/6/2022,21,1277,1/6/2022,21,231,1046,699.0494894,499,1.040610147,0.781538721
142,1/6/2022,22,1016,1/6/2022,22,208,808,663.0849802,510,1.058306507,0.826873342
143,1/6/2022,23,671,1/6/2022,23,149,522,708.2116244,502,0.981630947,0.761363791
144,1/7/2022,0,424,1/7/2022,0,100,324,673.8404762,471.5,1.033804744,0.750548437
145,1/7/2022,1,225,1/7/2022,1,61,164,654.6233184,483,0.88411943,0.727897561
146,1/7/2022,2,81,1/7/2022,2,17,64,714.691358,416,0.859368031,0.625641747
147,1/7/2022,3,44,1/7/2022,3,14,30,673.6904762,426,0.812881625,0.654312146
148,1/7/2022,4,37,1/7/2022,4,5,32,670.3783784,500,1.044513504,0.799966156
149,1/7/2022,5,83,1/7/2022,5,10,73,778.3170732,594.5,1.096010249,0.944096923
150,1/7/2022,6,166,1/7/2022,6,8,158,699.0361446,506.5,0.997629557,0.7637634
151,1/7/2022,7,290,1/7/2022,7,26,264,802.9515571,616,1.059426187,0.81947421
152,1/7/2022,8,458,1/7/2022,8,29,429,813.5917031,624.5,1.093042062,0.886756205
153,1/7/2022,9,458,1/7/2022,9,43,415,711.010917,586.5,1.028378249,0.849504411
154,1/7/2022,10,589,1/7/2022,10,78,511,738.8517888,547,0.932809217,0.787690603
155,1/7/2022,11,680,1/7/2022,11,89,591,802.6253687,577,0.98968597,0.797372436
156,1/7/2022,12,903,1/7/2022,12,96,807,722.3858093,538,0.93999668,0.734974187
157,1/7/2022,13,1127,1/7/2022,13,138,989,685.5213904,491,0.936504037,0.713327453
158,1/7/2022,14,1394,1/7/2022,14,191,1203,728.7311287,518,0.976800937,0.73859311
159,1/7/2022,15,1623,1/7/2022,15,230,1393,698.6909765,527.5,0.967333239,0.764114921
160,1/7/2022,16,1620,1/7/2022,16,200,1420,710.8218498,540,0.970440987,0.7768628
161,1/7/2022,17,1861,1/7/2022,17,215,1646,697.9865156,539.5,0.990760153,0.759056251
162,1/7/2022,18,1638,1/7/2022,18,203,1435,713.6844363,528,0.936675552,0.739201568
163,1/7/2022,19,1312,1/7/2022,19,174,1138,728.6725191,511.5,0.927425836,0.734903425
164,1/7/2022,20,927,1/7/2022,20,135,792,698.7113514,516,0.907373561,0.715952291
165,1/7/2022,21,597,1/7/2022,21,104,493,769.9328859,563.5,0.912238187,0.760834326
166,1/7/2022,22,532,1/7/2022,22,98,434,728.2424812,540.5,1.036356034,0.835499898
167,1/7/2022,23,446,1/7/2022,23,82,364,682.258427,512,0.983766438,0.820972102
168,1/8/2022,0,315,1/8/2022,0,63,252,691.6325879,501,0.982995042,0.738017489
169,1/8/2022,1,207,1/8/2022,1,58,149,635.9661836,464,0.945321338,0.795765643
170,1/8/2022,2,182,1/8/2022,2,56,126,615.0164835,473.5,0.901069517,0.692712634
171,1/8/2022,3,76,1/8/2022,3,18,58,587.2105263,493,0.916354022,0.794231488
172,1/8/2022,4,62,1/8/2022,4,18,44,559.6774194,447,1.035367934,0.768829106
173,1/8/2022,5,75,1/8/2022,5,19,56,563.9733333,506,0.913764346,0.841526814
174,1/8/2022,6,222,1/8/2022,6,22,200,586.2171946,469,1.048912247,0.780719592
175,1/8/2022,7,436,1/8/2022,7,41,395,628.7545872,483.5,1.066864118,0.823630892
176,1/8/2022,8,689,1/8/2022,8,88,601,650.0217707,453,0.912752953,0.697996186
177,1/8/2022,9,1028,1/8/2022,9,137,891,663.6955253,504,0.957082152,0.747227819
178,1/8/2022,10,1365,1/8/2022,10,187,1178,725.459281,523,0.980764995,0.7571436
179,1/8/2022,11,1743,1/8/2022,11,242,1501,692.7701149,511,0.96135141,0.73593273
180,1/8/2022,12,1933,1/8/2022,12,307,1626,715.3233161,548,1.009491086,0.777187057
181,1/8/2022,13,2099,1/8/2022,13,335,1764,755.2980448,549,1.032789566,0.793163767
182,1/8/2022,14,2205,1/8/2022,14,393,1812,829.5002272,592,1.055897369,0.806982941
183,1/8/2022,15,2377,1/8/2022,15,433,1944,804.7823703,579,1.023901773,0.788121937
184,1/8/2022,16,2153,1/8/2022,16,344,1809,778.1779227,564,1.018704493,0.797068601
185,1/8/2022,17,1882,1/8/2022,17,301,1581,725.6328709,542.5,0.979940105,0.764374468
186,1/8/2022,18,1495,1/8/2022,18,251,1244,717.7396252,552.5,0.975740185,0.772255168
187,1/8/2022,19,1330,1/8/2022,19,225,1105,704.0844646,534,0.945652257,0.714441297
188,1/8/2022,20,915,1/8/2022,20,147,768,718.9791438,536,0.941117724,0.718055755
189,1/8/2022,21,684,1/8/2022,21,114,570,647.5183554,465,0.848558522,0.649527513
190,1/8/2022,22,585,1/8/2022,22,118,467,734.8547009,536,0.938453047,0.724289382
191,1/8/2022,23,526,1/8/2022,23,110,416,683.7561905,493,0.991339873,0.77998496
192,1/9/2022,0,390,1/9/2022,0,83,307,728.6675258,535,1.119472729,0.853999695
193,1/9/2022,1,299,1/9/2022,1,78,221,654.5919732,472,0.964864098,0.736504902
194,1/9/2022,2,237,1/9/2022,2,50,187,682.556962,467,1.062026471,0.724418775
195,1/9/2022,3,154,1/9/2022,3,36,118,567.4183007,375,0.786764187,0.640488236
196,1/9/2022,4,100,1/9/2022,4,26,74,635.7959184,466,1.069055405,0.74712982
197,1/9/2022,5,70,1/9/2022,5,13,57,823.7391304,473,1.037248645,0.73731752
198,1/9/2022,6,178,1/9/2022,6,28,150,554.9606742,430.5,1.024085369,0.769555857
199,1/9/2022,7,348,1/9/2022,7,42,306,572.4768786,425.5,0.991419141,0.757889186
200,1/9/2022,8,654,1/9/2022,8,81,573,628.9541284,446.5,0.980989347,0.723433884
201,1/9/2022,9,1048,1/9/2022,9,156,892,635.6574427,469.5,0.962455227,0.752441757
202,1/9/2022,10,1552,1/9/2022,10,233,1319,677.1533505,496,0.965881788,0.750250255
203,1/9/2022,11,1794,1/9/2022,11,298,1496,674.8893236,493,0.954887146,0.734233144
204,1/9/2022,12,2045,1/9/2022,12,332,1713,701.7963779,523,0.975199426,0.774719277
205,1/9/2022,13,2194,1/9/2022,13,342,1852,727.2315068,536.5,1.008355602,0.790488629
206,1/9/2022,14,2157,1/9/2022,14,357,1800,737.3912639,543,1.017148881,0.805846675
207,1/9/2022,15,2078,1/9/2022,15,356,1722,772.1145883,564,1.010133502,0.807361886
208,1/9/2022,16,1730,1/9/2022,16,290,1440,703.1193511,501,0.950544381,0.736745547
209,1/9/2022,17,1161,1/9/2022,17,175,986,723.3991379,539.5,0.961192131,0.737981912
210,1/9/2022,18,857,1/9/2022,18,100,757,662.2842105,487,0.89878572,0.663920371
211,1/9/2022,19,735,1/9/2022,19,112,623,698.4816327,517,0.903889239,0.683574534
212,1/9/2022,20,504,1/9/2022,20,83,421,675.7003968,500.5,0.878976959,0.707691927
213,1/9/2022,21,568,1/9/2022,21,87,481,786.3756614,519,1.063395388,0.769505566
214,1/9/2022,22,519,1/9/2022,22,99,420,708.6504854,509,1.010168864,0.763347608
215,1/9/2022,23,370,1/9/2022,23,90,280,710.3848238,499,0.998462626,0.768799926
216,1/10/2022,0,227,1/10/2022,0,68,159,736.2,530,1.112954163,0.946791101
217,1/10/2022,1,163,1/10/2022,1,46,117,729.3742331,513,1.182198881,0.721326269
218,1/10/2022,2,91,1/10/2022,2,22,69,749.8888889,384.5,0.732247051,0.612678086
219,1/10/2022,3,45,1/10/2022,3,12,33,756.7777778,433,1.064253897,0.752227429
220,1/10/2022,4,89,1/10/2022,4,13,76,513.0674157,384,0.948811698,0.668347862
221,1/10/2022,5,382,1/10/2022,5,33,349,496.175853,393,0.959507094,0.755905005
222,1/10/2022,6,1021,1/10/2022,6,83,938,584.4445535,460,1.07468057,0.836413457
223,1/10/2022,7,2088,1/10/2022,7,137,1951,648.890874,499,1.09235373,0.84859806
224,1/10/2022,8,2901,1/10/2022,8,207,2694,680.8888504,528.5,1.100804102,0.845522279
225,1/10/2022,9,1955,1/10/2022,9,192,1763,650.027735,499,1.015194066,0.783375507
226,1/10/2022,10,1484,1/10/2022,10,176,1308,659.6592141,491,0.983442999,0.755026895
227,1/10/2022,11,1518,1/10/2022,11,182,1336,665.6699605,489,0.914642079,0.704846485
228,1/10/2022,12,1764,1/10/2022,12,219,1545,647.8557638,485,0.908567696,0.69524079
229,1/10/2022,13,1951,1/10/2022,13,246,1705,666.5996917,477.5,0.905678074,0.694152839
230,1/10/2022,14,2272,1/10/2022,14,297,1975,646.5803887,463.5,0.88842358,0.687641762
231,1/10/2022,15,2662,1/10/2022,15,340,2322,685.5927602,515,0.98685278,0.756597451
232,1/10/2022,16,2937,1/10/2022,16,370,2567,701.1156997,533,1.036225151,0.795081849
233,1/10/2022,17,3265,1/10/2022,17,334,2931,667.9530243,510,1.029082331,0.767351465
234,1/10/2022,18,3037,1/10/2022,18,327,2710,681.6938304,512,1.01149944,0.778342163
235,1/10/2022,19,2166,1/10/2022,19,280,1886,637.4242705,484,0.936413729,0.747781994
236,1/10/2022,20,1378,1/10/2022,20,178,1200,594.2045124,453,0.885780592,0.693877407
237,1/10/2022,21,840,1/10/2022,21,102,738,588.045292,457,0.901661271,0.689651437
238,1/10/2022,22,624,1/10/2022,22,77,547,621.9069021,448,0.920012015,0.691184065
239,1/10/2022,23,414,1/10/2022,23,65,349,588.3292978,425,0.90500624,0.694827231
240,1/11/2022,0,240,1/11/2022,0,55,185,685.1129707,487,0.968907821,0.808449787
241,1/11/2022,1,93,1/11/2022,1,19,74,581.3932584,450,1.068150339,0.762046665
242,1/11/2022,2,62,1/11/2022,2,17,45,580.4590164,421,0.832628165,0.670592927
243,1/11/2022,3,42,1/11/2022,3,12,30,697.5714286,436,1.278779882,0.900775903
244,1/11/2022,4,65,1/11/2022,4,10,55,409.5692308,304,0.858099166,0.64354561
245,1/11/2022,5,309,1/11/2022,5,22,287,487.3181818,395,0.916385463,0.680505982
246,1/11/2022,6,870,1/11/2022,6,44,826,525.4861751,405.5,1.000779295,0.707729637
247,1/11/2022,7,1639,1/11/2022,7,106,1533,624.3417178,460,1.001360395,0.766515116
248,1/11/2022,8,2313,1/11/2022,8,148,2165,620.3690165,460.5,0.995658837,0.745824101
249,1/11/2022,9,1480,1/11/2022,9,135,1345,608.3459716,460,0.940592423,0.740840747
250,1/11/2022,10,1114,1/11/2022,10,117,997,602.8167116,459,0.89049013,0.709071195
251,1/11/2022,11,1172,1/11/2022,11,121,1051,591.5329906,462,0.826393234,0.68535409
252,1/11/2022,12,1251,1/11/2022,12,157,1094,599.8782051,443,0.83019014,0.649839063
253,1/11/2022,13,1431,1/11/2022,13,164,1267,622.213436,458,0.832289675,0.637368653
254,1/11/2022,14,1640,1/11/2022,14,193,1447,623.9312462,462,0.872176621,0.663815735
255,1/11/2022,15,1915,1/11/2022,15,219,1696,636.0282575,486,0.914109141,0.705979234
256,1/11/2022,16,2230,1/11/2022,16,224,2006,653.2117806,489.5,0.958013803,0.726519723
257,1/11/2022,17,2584,1/11/2022,17,229,2355,628.8323609,471,0.936378595,0.731845696
258,1/11/2022,18,2469,1/11/2022,18,229,2240,623.6359578,467.5,0.955496577,0.719224697
259,1/11/2022,19,1743,1/11/2022,19,189,1554,638.6486486,460,0.882430871,0.697436072
260,1/11/2022,20,1093,1/11/2022,20,134,959,567.5261228,424,0.802265895,0.631682743
261,1/11/2022,21,806,1/11/2022,21,107,699,610.1774194,445.5,0.87964872,0.702603579
262,1/11/2022,22,557,1/11/2022,22,80,477,627.6007194,446,0.948476444,0.686744042
263,1/11/2022,23,292,1/11/2022,23,53,239,576.0275862,425.5,0.92656371,0.727831672
264,1/12/2022,0,200,1/12/2022,0,29,171,495.36,374.5,0.850483204,0.630407035
265,1/12/2022,1,110,1/12/2022,1,28,82,644.9909091,405.5,1.026509095,0.648086708
266,1/12/2022,2,58,1/12/2022,2,14,44,640.7241379,364,0.797770151,0.556572175
267,1/12/2022,3,62,1/12/2022,3,12,50,833.6451613,467,1.237618996,0.75733805
268,1/12/2022,4,97,1/12/2022,4,10,87,526.3505155,305,0.778819203,0.591376592
269,1/12/2022,5,332,1/12/2022,5,33,299,475.2084592,394,0.924760285,0.723498729
270,1/12/2022,6,954,1/12/2022,6,52,902,532.6526758,427,1.014314694,0.792011416
271,1/12/2022,7,2062,1/12/2022,7,142,1920,638.5987354,491,1.076919296,0.822425061
272,1/12/2022,8,2894,1/12/2022,8,218,2676,679.1206239,519,1.096989598,0.827849627
273,1/12/2022,9,2013,1/12/2022,9,180,1833,637.2891986,489,0.993667565,0.79585827
274,1/12/2022,10,1603,1/12/2022,10,171,1432,679.9843848,508,1.006535116,0.7627584
275,1/12/2022,11,1636,1/12/2022,11,214,1422,686.0110159,485,0.973851011,0.72536251
276,1/12/2022,12,2091,1/12/2022,12,281,1810,685.1126558,492.5,0.939493721,0.71413283
277,1/12/2022,13,2411,1/12/2022,13,344,2067,697.003736,486,0.918607626,0.707158708
278,1/12/2022,14,2828,1/12/2022,14,413,2415,712.3256637,521,0.985279572,0.772124471
279,1/12/2022,15,3010,1/12/2022,15,449,2561,752.0246338,550,1.024632858,0.793484472
280,1/12/2022,16,3395,1/12/2022,16,447,2948,744.5717661,544.5,1.077921533,0.814496099
281,1/12/2022,17,3927,1/12/2022,17,453,3474,717.514811,548,1.060110453,0.821148593
282,1/12/2022,18,3784,1/12/2022,18,452,3332,708.2966596,545.5,1.073475964,0.83929374
283,1/12/2022,19,2853,1/12/2022,19,380,2473,656.4415904,508,1.026314075,0.821750788
284,1/12/2022,20,1817,1/12/2022,20,252,1565,675.0563536,502.5,0.947822267,0.759810683
285,1/12/2022,21,1333,1/12/2022,21,179,1154,649.3009782,486,0.989703125,0.779561779
286,1/12/2022,22,1085,1/12/2022,22,185,900,697.9539171,503,1.081006929,0.823402209
287,1/12/2022,23,676,1/12/2022,23,121,555,613.7682021,444,1.023764753,0.757889487
288,1/13/2022,0,430,1/13/2022,0,111,319,693.965035,480,1.080148495,0.829409551
289,1/13/2022,1,209,1/13/2022,1,53,156,674.6442308,518,1.059671614,0.807853725
290,1/13/2022,2,129,1/13/2022,2,23,106,626.890625,413,1.00485777,0.693854634
291,1/13/2022,3,77,1/13/2022,3,21,56,658.7972973,494,1.036419808,0.748293306
292,1/13/2022,4,116,1/13/2022,4,16,100,629.137931,409.5,1.105576841,0.662981335
