,startdate,starthour,demand,startdate,starthour,Customer,Subscriber,td_mean,td_median,gcd_mean,gcd_median
34,2/4/2021,13,1141,2/4/2021,13,132,1009,916.5664028,711,1.075471164,0.820231791
35,2/4/2021,14,1348,2/4/2021,14,145,1203,976.6728625,738,1.151766713,0.883423975
36,2/4/2021,15,1440,2/4/2021,15,165,1275,905.5432357,704.5,1.173713017,0.903422613
37,2/4/2021,16,1762,2/4/2021,16,203,1559,958.1474943,745,1.200258416,0.93315203
38,2/4/2021,17,1890,2/4/2021,17,209,1681,923.980912,729.5,1.262343614,0.966921395
39,2/4/2021,18,1682,2/4/2021,18,189,1493,884.4949314,685,1.156033138,0.899116738
40,2/4/2021,19,1295,2/4/2021,19,177,1118,828.5603715,619.5,1.086950158,0.878886044
41,2/4/2021,20,843,2/4/2021,20,92,751,871.7042755,673.5,1.120810215,0.871992762
42,2/4/2021,21,515,2/4/2021,21,78,437,812.0330739,622,1.128105571,0.861185651
43,2/4/2021,22,399,2/4/2021,22,77,322,880.6775819,658,1.216306081,0.906655806
44,2/4/2021,23,225,2/4/2021,23,38,187,804.3466667,587,1.144897623,0.836399547
45,2/5/2021,0,137,2/5/2021,0,32,105,815.6764706,638,1.209431682,0.863095976
46,2/5/2021,1,81,2/5/2021,1,25,56,879.4197531,736,1.198066623,0.86350058
47,2/5/2021,2,47,2/5/2021,2,12,35,963.8043478,751,1.4837847,0.885867778
48,2/5/2021,3,36,2/5/2021,3,13,23,596.6111111,458,1.154577619,0.698029313
49,2/5/2021,4,48,2/5/2021,4,11,37,650.5744681,518,1.363033967,0.996629235
50,2/5/2021,5,189,2/5/2021,5,17,172,638.2962963,482,1.193780446,0.957929307
51,2/5/2021,6,540,2/5/2021,6,36,504,655.1133829,526.5,1.185112146,0.932835949
52,2/5/2021,7,770,2/5/2021,7,59,711,669.9073107,544,1.155171387,0.901212479
53,2/5/2021,8,641,2/5/2021,8,41,600,766.2402496,609,1.199090278,0.915499177
54,2/5/2021,9,758,2/5/2021,9,58,700,708.3875661,563,1.137343104,0.881729274
55,2/5/2021,10,827,2/5/2021,10,68,759,785.713422,622,1.144382333,0.869772196
56,2/5/2021,11,1098,2/5/2021,11,101,997,813.5063752,620,1.121743621,0.858838146
57,2/5/2021,12,1366,2/5/2021,12,159,1207,834.9758065,633,1.058615195,0.839713148
58,2/5/2021,13,1621,2/5/2021,13,220,1401,861.4099071,653,1.110643328,0.847473572
59,2/5/2021,14,1935,2/5/2021,14,255,1680,888.4194718,657,1.10472399,0.834147801
60,2/5/2021,15,2213,2/5/2021,15,298,1915,875.3076923,666,1.119282449,0.851831121
61,2/5/2021,16,2450,2/5/2021,16,346,2104,900.7543931,672,1.18074084,0.88830794
62,2/5/2021,17,2610,2/5/2021,17,339,2271,881.2603528,673,1.171057453,0.88325527
63,2/5/2021,18,2274,2/5/2021,18,292,1982,874.8833113,680,1.237110029,0.958520879
64,2/5/2021,19,1836,2/5/2021,19,278,1558,833.9586057,645,1.10095667,0.862612212
65,2/5/2021,20,1172,2/5/2021,20,174,998,862.697099,648.5,1.097970683,0.851262224
66,2/5/2021,21,688,2/5/2021,21,118,570,835.3645681,603,1.04690145,0.838258338
67,2/5/2021,22,579,2/5/2021,22,126,453,864.804878,652,1.24286876,0.967801194
68,2/5/2021,23,433,2/5/2021,23,101,332,846.4953704,610,1.209642231,0.983928244
69,2/6/2021,0,283,2/6/2021,0,66,217,742.8469751,524,1.143906017,0.91009511
70,2/6/2021,1,202,2/6/2021,1,42,160,890.0895522,632,1.255275646,1.009445936
71,2/6/2021,2,121,2/6/2021,2,31,90,793.9663866,595,1.219783341,0.954065676
72,2/6/2021,3,74,2/6/2021,3,23,51,867.1506849,537,1.425353031,0.811942118
73,2/6/2021,4,41,2/6/2021,4,14,27,867.0487805,497,1.31366015,0.911368986
74,2/6/2021,5,71,2/6/2021,5,13,58,713.9014085,534,1.215757842,0.924102681
75,2/6/2021,6,258,2/6/2021,6,28,230,731.7548638,500,1.21255738,0.920898324
76,2/6/2021,7,437,2/6/2021,7,39,398,717.1172414,512,1.243991252,0.861612214
77,2/6/2021,8,770,2/6/2021,8,86,684,760.7183833,561,1.168597462,0.862390426
78,2/6/2021,9,1229,2/6/2021,9,129,1100,843.0179445,588,1.165806087,0.871316223
79,2/6/2021,10,1819,2/6/2021,10,268,1551,913.2201431,685,1.27033108,0.979514843
80,2/6/2021,11,2408,2/6/2021,11,450,1958,922.5449251,687,1.20540584,0.933540154
81,2/6/2021,12,2775,2/6/2021,12,507,2268,998.2091008,768,1.259549966,0.973059746
82,2/6/2021,13,2983,2/6/2021,13,589,2394,1037.360309,789,1.333048281,1.038402678
83,2/6/2021,14,3145,2/6/2021,14,655,2490,1051.05727,798,1.267442128,1.01548444
84,2/6/2021,15,3191,2/6/2021,15,654,2537,1041.878531,793.5,1.258079748,0.966121469
85,2/6/2021,16,2769,2/6/2021,16,501,2268,1020.913562,787,1.261274889,0.976137661
86,2/6/2021,17,2450,2/6/2021,17,455,1995,962.3055215,728,1.222954108,0.904680272
87,2/6/2021,18,1916,2/6/2021,18,357,1559,888.3209618,674,1.174504194,0.907930692
88,2/6/2021,19,1467,2/6/2021,19,288,1179,843.4539877,627,1.121627492,0.875034222
89,2/6/2021,20,1024,2/6/2021,20,198,826,875.7906067,625,1.093752837,0.810316059
90,2/6/2021,21,670,2/6/2021,21,123,547,870.2089552,588.5,1.114166625,0.806706593
91,2/6/2021,22,643,2/6/2021,22,126,517,783.1043614,577.5,1.154496,0.864590943
92,2/6/2021,23,453,2/6/2021,23,109,344,921.6361607,634.5,1.269011207,0.991159839
93,2/7/2021,0,354,2/7/2021,0,86,268,781.9261364,578.5,1.224373536,0.961618142
94,2/7/2021,1,289,2/7/2021,1,90,199,875.6401384,689,1.490213065,1.188210625
95,2/7/2021,2,141,2/7/2021,2,52,89,859.0851064,619,1.326029457,1.080834149
96,2/7/2021,3,98,2/7/2021,3,40,58,826.1649485,698,1.591611465,1.075053751
97,2/7/2021,4,53,2/7/2021,4,17,36,729.4339623,566,1.378613343,1.076481104
98,2/7/2021,5,69,2/7/2021,5,14,55,752.884058,515,1.412463698,0.990004877
99,2/7/2021,6,211,2/7/2021,6,23,188,636.2727273,480,1.197948481,0.835749941
100,2/7/2021,7,332,2/7/2021,7,32,300,602.2168675,454,1.134382088,0.81850116
101,2/7/2021,8,560,2/7/2021,8,55,505,690.2665474,474,1.055087876,0.760631098
102,2/7/2021,9,491,2/7/2021,9,36,455,695.2265306,485.5,0.973039866,0.722455092
103,2/7/2021,10,394,2/7/2021,10,27,367,616.9130435,460,0.851503086,0.709899803
104,2/7/2021,11,339,2/7/2021,11,26,313,687.443787,472,0.943746296,0.716539125
105,2/7/2021,12,353,2/7/2021,12,24,329,700.8892045,505,0.871090865,0.620284986
106,2/7/2021,13,356,2/7/2021,13,32,324,655.8672316,464,0.795157411,0.568681389
107,2/7/2021,14,314,2/7/2021,14,29,285,751.6019108,516,0.881049316,0.68165438
108,2/7/2021,15,304,2/7/2021,15,28,276,753.7105263,567,0.89768617,0.721612569
109,2/7/2021,16,448,2/7/2021,16,45,403,770.0807175,541.5,0.96603464,0.685326879
110,2/7/2021,17,695,2/7/2021,17,88,607,838.6724387,608,1.007916473,0.800474199
111,2/7/2021,18,667,2/7/2021,18,90,577,766.4542729,548,1.00773672,0.793498332
112,2/7/2021,19,387,2/7/2021,19,59,328,879.7751938,602,0.8935208,0.703124389
113,2/7/2021,20,321,2/7/2021,20,39,282,801.0436137,601,0.935267758,0.705359306
114,2/7/2021,21,266,2/7/2021,21,43,223,689.4924242,510,0.919282353,0.726511971
115,2/7/2021,22,537,2/7/2021,22,128,409,771.1719626,617,1.228703542,1.027569262
116,2/7/2021,23,301,2/7/2021,23,77,224,802.3056478,580,1.210195717,0.994033722
117,2/8/2021,0,131,2/8/2021,0,32,99,766.4769231,552,1.164339817,0.883683336
118,2/8/2021,1,53,2/8/2021,1,9,44,850.8653846,635,1.14786182,0.972781954
119,2/8/2021,2,41,2/8/2021,2,8,33,805,665.5,1.183026073,0.827904164
120,2/8/2021,3,20,2/8/2021,3,7,13,777.25,490,1.142862047,0.43634226
121,2/8/2021,4,32,2/8/2021,4,3,29,668.25,497,1.259812466,0.788459522
122,2/8/2021,5,158,2/8/2021,5,13,145,530.3101266,421,0.969824165,0.784920442
123,2/8/2021,6,401,2/8/2021,6,32,369,634.86,489.5,1.11756212,0.825199548
124,2/8/2021,7,693,2/8/2021,7,38,655,659.533237,534.5,1.070548037,0.821185361
125,2/8/2021,8,1089,2/8/2021,8,74,1015,701.9548803,545.5,1.065877629,0.848248914
126,2/8/2021,9,944,2/8/2021,9,64,880,676.3541888,532,1.023977399,0.82013716
127,2/8/2021,10,764,2/8/2021,10,55,709,690.2264398,542,1.047424769,0.843036766
128,2/8/2021,11,854,2/8/2021,11,96,758,751.8452521,555,0.995389029,0.758061004
129,2/8/2021,12,1055,2/8/2021,12,107,948,715.2988615,517.5,0.937201039,0.717402809
130,2/8/2021,13,1183,2/8/2021,13,130,1053,757.0440305,566,0.993696371,0.79178468
131,2/8/2021,14,1320,2/8/2021,14,153,1167,764.818044,574,1.086343411,0.832995261
132,2/8/2021,15,1479,2/8/2021,15,190,1289,782.0324763,587.5,1.029904387,0.804202805
133,2/8/2021,16,1646,2/8/2021,16,144,1502,770.5499391,593,1.062710678,0.847611179
134,2/8/2021,17,1878,2/8/2021,17,179,1699,751.0218317,579,1.079049319,0.823812599
135,2/8/2021,18,1685,2/8/2021,18,148,1537,721.9215686,548,1.045015658,0.781538721
136,2/8/2021,19,1207,2/8/2021,19,111,1096,669.0539867,515.5,0.965498635,0.76435369
137,2/8/2021,20,784,2/8/2021,20,95,689,712.4462916,510.5,0.938622622,0.758922953
138,2/8/2021,21,468,2/8/2021,21,66,402,709.4387097,493,1.000195924,0.748195623
139,2/8/2021,22,337,2/8/2021,22,53,284,697.9317507,489,1.020321975,0.745235428
140,2/8/2021,23,205,2/8/2021,23,28,177,714.245098,539.5,1.097412321,0.833561525
141,2/9/2021,0,111,2/9/2021,0,20,91,610.8818182,422,1.023348565,0.763412926
142,2/9/2021,1,59,2/9/2021,1,16,43,620.2586207,400.5,1.014692561,0.507496474
143,2/9/2021,2,44,2/9/2021,2,10,34,784.0909091,541,1.074311687,0.605368247
144,2/9/2021,3,25,2/9/2021,3,5,20,772.08,539,1.113184956,0.849962021
145,2/9/2021,4,51,2/9/2021,4,11,40,649.1372549,427,1.088304494,0.730153621
146,2/9/2021,5,221,2/9/2021,5,12,209,590.8863636,422.5,1.077627407,0.776864676
147,2/9/2021,6,656,2/9/2021,6,35,621,618.625,485.5,1.188388225,0.895183181
148,2/9/2021,7,1157,2/9/2021,7,61,1096,619.0207433,505,1.131952967,0.878014762
149,2/9/2021,8,1726,2/9/2021,8,114,1612,701.1206497,568.5,1.197412359,0.949200747
150,2/9/2021,9,1449,2/9/2021,9,104,1345,680.4502075,527.5,1.116894878,0.856668186
151,2/9/2021,10,1065,2/9/2021,10,74,991,693.9014085,535,1.050045262,0.813409245
152,2/9/2021,11,1117,2/9/2021,11,105,1012,744.4663677,548,1.047859991,0.817593865
153,2/9/2021,12,1114,2/9/2021,12,112,1002,703.737646,522,0.948759628,0.745369242
154,2/9/2021,13,1171,2/9/2021,13,118,1053,713.3105218,528,0.961883533,0.741679019
155,2/9/2021,14,1347,2/9/2021,14,121,1226,705.5237741,519,0.999396144,0.772368215
156,2/9/2021,15,1567,2/9/2021,15,163,1404,730.9418902,546,1.026210619,0.794474662
157,2/9/2021,16,1751,2/9/2021,16,174,1577,737.7742857,554,1.090593339,0.829030698
158,2/9/2021,17,2168,2/9/2021,17,185,1983,734.1137309,574,1.107384041,0.847977009
159,2/9/2021,18,2119,2/9/2021,18,197,1922,721.0047214,566.5,1.094454381,0.835886977
160,2/9/2021,19,1464,2/9/2021,19,172,1292,711.7298222,535,1.03765596,0.841813691
161,2/9/2021,20,901,2/9/2021,20,82,819,671.7360179,502,1.005734433,0.776978813
162,2/9/2021,21,529,2/9/2021,21,71,458,735.2784091,528,1.050962263,0.745661078
163,2/9/2021,22,404,2/9/2021,22,58,346,682.2630273,523,1.119947703,0.856438747
164,2/9/2021,23,226,2/9/2021,23,27,199,676.9867257,469,1.037420174,0.735005153
165,2/10/2021,0,152,2/10/2021,0,26,126,598.9342105,426,0.98141342,0.722658048
166,2/10/2021,1,63,2/10/2021,1,19,44,684.983871,539.5,1.030717358,0.85724304
167,2/10/2021,2,48,2/10/2021,2,21,27,1589.625,709,1.269895745,1.008856046
168,2/10/2021,3,29,2/10/2021,3,9,20,597.6896552,440,1.076021661,0.777162194
169,2/10/2021,4,47,2/10/2021,4,10,37,774.6170213,652,1.515829143,1.253759941
170,2/10/2021,5,276,2/10/2021,5,26,250,578.2282609,442.5,1.103855601,0.818157241
171,2/10/2021,6,717,2/10/2021,6,50,667,597.1520223,465,1.11214519,0.860795021
172,2/10/2021,7,1421,2/10/2021,7,103,1318,617.0696692,505,1.11336574,0.864968495
173,2/10/2021,8,1745,2/10/2021,8,121,1624,646.7389558,523,1.12471692,0.866203303
174,2/10/2021,9,1510,2/10/2021,9,1007,503,714.5245358,567.5,1.168949925,0.893100266
175,2/10/2021,10,1250,2/10/2021,10,405,845,716.1113782,563,1.099609428,0.846622372
176,2/10/2021,11,1384,2/10/2021,11,144,1240,755.065123,554,1.024675787,0.782528571
177,2/10/2021,12,1646,2/10/2021,12,177,1469,758.7946374,554,1.026471943,0.768413366
178,2/10/2021,13,1820,2/10/2021,13,218,1602,769.4730473,565.5,1.04932107,0.759436065
179,2/10/2021,14,2002,2/10/2021,14,230,1772,802.0124938,592,1.095270514,0.84205512
180,2/10/2021,15,2125,2/10/2021,15,223,1902,773.6855257,567,1.086699523,0.825177403
181,2/10/2021,16,2510,2/10/2021,16,293,2217,792.2417099,598,1.116468267,0.861313894
182,2/10/2021,17,2747,2/10/2021,17,279,2468,771.7066327,587,1.117745262,0.851550454
183,2/10/2021,18,2520,2/10/2021,18,297,2223,748.5123211,572.5,1.109886349,0.876153075
184,2/10/2021,19,1810,2/10/2021,19,212,1598,729.477323,560.5,1.103521094,0.864404327
185,2/10/2021,20,1045,2/10/2021,20,131,914,755.9904215,535.5,1.04680123,0.779169984
186,2/10/2021,21,645,2/10/2021,21,77,568,674.1956522,512,1.018485655,0.828516673
187,2/10/2021,22,460,2/10/2021,22,59,401,721.9521739,515.5,1.163079498,0.896478282
188,2/10/2021,23,220,2/10/2021,23,30,190,687.9363636,478,1.085469152,0.82935417
189,2/11/2021,0,119,2/11/2021,0,19,100,887.8135593,606,1.146216111,0.861476834
190,2/11/2021,1,39,2/11/2021,1,8,31,868.8461538,615,1.121048259,0.682142957
191,2/11/2021,2,29,2/11/2021,2,2,27,974.2758621,752,1.165249941,0.741083038
192,2/11/2021,3,17,2/11/2021,3,2,15,741.5882353,443,1.314947303,0.55699331
193,2/11/2021,4,35,2/11/2021,4,9,26,835.6,555,1.441264901,0.839168943
194,2/11/2021,5,151,2/11/2021,5,13,138,570.4569536,465,1.044760155,0.80005523
195,2/11/2021,6,459,2/11/2021,6,30,429,622.5925926,499,1.106057422,0.878283837
196,2/11/2021,7,806,2/11/2021,7,46,760,716.3374844,555,1.232223326,0.917325446
197,2/11/2021,8,1307,2/11/2021,8,93,1214,769.5918836,617,1.253897147,0.992891217
198,2/11/2021,9,1111,2/11/2021,9,79,1032,717.5283528,563,1.136881714,0.888735696
199,2/11/2021,10,946,2/11/2021,10,93,853,736.5824524,565.5,1.10935957,0.873824012
200,2/11/2021,11,1029,2/11/2021,11,87,942,736.4118793,556,1.076168772,0.814953325
201,2/11/2021,12,1224,2/11/2021,12,114,1110,717.6571195,530,0.984246638,0.741721986
202,2/11/2021,13,1360,2/11/2021,13,133,1227,724.7214444,557,1.024259723,0.813271333
203,2/11/2021,14,1711,2/11/2021,14,177,1534,735.4051522,540,1.025159761,0.751442687
204,2/11/2021,15,1803,2/11/2021,15,243,1560,738.7767907,533,1.045490733,0.817703544
205,2/11/2021,16,2124,2/11/2021,16,223,1901,739.6833176,583.5,1.084651177,0.844699924
206,2/11/2021,17,2439,2/11/2021,17,273,2166,790.8359311,606.5,1.149417061,0.87124046
207,2/11/2021,18,2179,2/11/2021,18,225,1954,750.0886949,582,1.072740831,0.843396636
208,2/11/2021,19,1607,2/11/2021,19,175,1432,725.5003115,541,1.012735194,0.780472178
209,2/11/2021,20,1010,2/11/2021,20,139,871,694.8440914,509,0.988436118,0.729144233
210,2/11/2021,21,677,2/11/2021,21,81,596,737.8535503,510.5,1.020512655,0.717073073
211,2/11/2021,22,468,2/11/2021,22,83,385,690.0666667,522,1.090298859,0.839807716
212,2/11/2021,23,287,2/11/2021,23,47,240,754.3181818,530.5,1.08256502,0.817975058
213,2/12/2021,0,159,2/12/2021,0,35,124,716.7987421,488,0.979812606,0.725182823
214,2/12/2021,1,87,2/12/2021,1,20,67,774.5862069,575,1.241785862,0.889093421
215,2/12/2021,2,57,2/12/2021,2,17,40,496.6428571,332,1.010333624,0.562477752
216,2/12/2021,3,27,2/12/2021,3,5,22,649.0740741,418,1.20676187,0.661477168
217,2/12/2021,4,57,2/12/2021,4,10,47,813.7192982,746,1.510460191,1.07084431
218,2/12/2021,5,228,2/12/2021,5,16,212,515.7444934,400,0.938705852,0.750418349
219,2/12/2021,6,618,2/12/2021,6,49,569,566.6877023,438,1.057026075,0.826045106
220,2/12/2021,7,1023,2/12/2021,7,75,948,621.8572825,482,1.127584718,0.857463909
221,2/12/2021,8,1540,2/12/2021,8,120,1420,697.8776042,549.5,1.161139663,0.90990739
222,2/12/2021,9,1372,2/12/2021,9,104,1268,693.3540146,524.5,1.098715399,0.859305561
223,2/12/2021,10,1221,2/12/2021,10,142,1079,709.4444444,548,1.078315291,0.833626647
224,2/12/2021,11,1381,2/12/2021,11,156,1225,742.7376812,514,1.039359938,0.75711845
225,2/12/2021,12,1536,2/12/2021,12,195,1341,736.6579805,541,0.971893404,0.736360526
226,2/12/2021,13,1760,2/12/2021,13,227,1533,700.3215709,529,1.00508445,0.773169612
227,2/12/2021,14,1766,2/12/2021,14,196,1570,766.1520136,556,1.063039486,0.810386301
228,2/12/2021,15,1953,2/12/2021,15,237,1716,751.3613532,551,1.051873426,0.819159887
229,2/12/2021,16,2154,2/12/2021,16,288,1866,782.0785681,599,1.106777318,0.86064563
230,2/12/2021,17,2476,2/12/2021,17,305,2171,776.1465587,588.5,1.108024303,0.87070565
231,2/12/2021,18,2183,2/12/2021,18,295,1888,765.490367,592.5,1.083910456,0.854787245
232,2/12/2021,19,1687,2/12/2021,19,277,1410,752.988724,551,1.03089059,0.796004935
233,2/12/2021,20,1046,2/12/2021,20,163,883,713.4252874,531,0.942186166,0.73559954
234,2/12/2021,21,646,2/12/2021,21,109,537,715.0512422,530,0.946658569,0.739865513
235,2/12/2021,22,586,2/12/2021,22,104,482,736.0290102,533,1.090030641,0.844647565
236,2/12/2021,23,384,2/12/2021,23,70,314,780.9112272,579,1.193502765,0.89121066
237,2/13/2021,0,284,2/13/2021,0,69,215,737.4946996,495,1.19346852,0.83128699
238,2/13/2021,1,206,2/13/2021,1,46,160,860.8431373,592,1.246926314,0.873006451
239,2/13/2021,2,118,2/13/2021,2,32,86,829.5084746,653,1.298137294,1.013687404
240,2/13/2021,3,63,2/13/2021,3,26,37,912.5645161,634.5,1.469314035,1.061567098
241,2/13/2021,4,64,2/13/2021,4,17,47,760.546875,532,1.360033744,0.922112569
242,2/13/2021,5,94,2/13/2021,5,16,78,641.5638298,462,1.01749874,0.758304517
243,2/13/2021,6,249,2/13/2021,6,22,227,648.4153226,474.5,1.241366836,0.910728033
244,2/13/2021,7,430,2/13/2021,7,31,399,580.6153846,425,0.994168846,0.736294517
245,2/13/2021,8,767,2/13/2021,8,94,673,641.5562827,464.5,1.067721642,0.76699061
246,2/13/2021,9,1068,2/13/2021,9,115,953,680.0816901,489,1.065504162,0.815641519
247,2/13/2021,10,1476,2/13/2021,10,207,1269,754.7130258,541.5,1.102464581,0.826938646
248,2/13/2021,11,1898,2/13/2021,11,300,1598,769.7690275,571.5,1.130935987,0.847600032
249,2/13/2021,12,1955,2/13/2021,12,321,1634,827.3615385,604.5,1.128705494,0.838827829
250,2/13/2021,13,2057,2/13/2021,13,339,1718,833.9649635,606,1.12859684,0.85082029
251,2/13/2021,14,2145,2/13/2021,14,382,1763,824.9070962,624,1.100214632,0.81525014
252,2/13/2021,15,2200,2/13/2021,15,398,1802,847.2891621,654,1.113728269,0.872071088
253,2/13/2021,16,1949,2/13/2021,16,315,1634,834.0705822,600,1.050762202,0.821139161
254,2/13/2021,17,1525,2/13/2021,17,248,1277,792.9106439,619,1.064378778,0.834416511
255,2/13/2021,18,1309,2/13/2021,18,186,1123,772.1724138,589,1.057957951,0.817796722
256,2/13/2021,19,1084,2/13/2021,19,164,920,749.3987049,557,1.004249333,0.775217185
257,2/13/2021,20,731,2/13/2021,20,131,600,760.0342936,559,0.972324275,0.722045371
258,2/13/2021,21,526,2/13/2021,21,89,437,755.4252874,537,1.026974962,0.719284012
259,2/13/2021,22,449,2/13/2021,22,86,363,844.328125,543.5,1.091590227,0.860326436
260,2/13/2021,23,363,2/13/2021,23,79,284,768.2016575,550.5,1.115274288,0.833862793
261,2/14/2021,0,213,2/14/2021,0,44,169,820,581.5,1.176246071,0.893997852
262,2/14/2021,1,186,2/14/2021,1,47,139,847.8817204,598,1.450670055,1.006607946
263,2/14/2021,2,93,2/14/2021,2,26,67,726.6956522,602,1.259330636,0.863491699
264,2/14/2021,3,62,2/14/2021,3,20,42,788.9354839,571.5,1.109136151,0.746811173
265,2/14/2021,4,50,2/14/2021,4,12,38,677.74,495,1.318749098,0.781813799
266,2/14/2021,5,42,2/14/2021,5,12,30,682.4047619,420.5,1.383286018,0.794477583
267,2/14/2021,6,200,2/14/2021,6,27,173,706.1005025,515,1.237720629,1.00817428
268,2/14/2021,7,313,2/14/2021,7,29,284,579.8658147,423,1.023094151,0.753278646
269,2/14/2021,8,585,2/14/2021,8,50,535,578.7842466,405,0.948536865,0.659437146
270,2/14/2021,9,881,2/14/2021,9,105,776,669.2065834,470,0.987669994,0.728713763
271,2/14/2021,10,1329,2/14/2021,10,205,1124,746.6548606,537,1.069641607,0.769776481
272,2/14/2021,11,1614,2/14/2021,11,288,1326,775.0819876,573,1.108406714,0.829485228
273,2/14/2021,12,2068,2/14/2021,12,410,1658,839.3831232,615.5,1.111863987,0.841369074
274,2/14/2021,13,2198,2/14/2021,13,423,1775,892.1917122,662.5,1.163517121,0.898871295
275,2/14/2021,14,2309,2/14/2021,14,467,1842,948.9613548,711,1.176962894,0.909073991
276,2/14/2021,15,2375,2/14/2021,15,477,1898,947.5875897,715,1.201276582,0.909589243
277,2/14/2021,16,2257,2/14/2021,16,410,1847,917.633452,673,1.120250524,0.867567307
278,2/14/2021,17,1973,2/14/2021,17,374,1599,904.4680203,659.5,1.149601641,0.853541469
279,2/14/2021,18,1484,2/14/2021,18,286,1198,836.2564103,625,1.074664844,0.807812481
280,2/14/2021,19,1115,2/14/2021,19,189,926,809.982929,593,1.049289949,0.798099046
281,2/14/2021,20,733,2/14/2021,20,140,593,816.9684932,624,1.016465268,0.730020288
282,2/14/2021,21,517,2/14/2021,21,103,414,866.9050388,623.5,1.092611209,0.798172823
283,2/14/2021,22,434,2/14/2021,22,82,352,809.6296296,533.5,1.067964794,0.824881474
284,2/14/2021,23,375,2/14/2021,23,73,302,830.888,605,1.10431384,0.81346624
285,2/15/2021,0,237,2/15/2021,0,65,172,801.7939914,550,1.165750948,0.835562125
286,2/15/2021,1,116,2/15/2021,1,27,89,866.7391304,589,1.356421484,0.926075043
287,2/15/2021,2,81,2/15/2021,2,23,58,908.0123457,580,1.095693882,0.70161132
288,2/15/2021,3,46,2/15/2021,3,13,33,808.8888889,609,1.258665152,0.801884512
289,2/15/2021,4,58,2/15/2021,4,18,40,775.8275862,539,1.275827808,0.675160057
290,2/15/2021,5,148,2/15/2021,5,19,129,619.6013514,435.5,1.156058903,0.837157209
291,2/15/2021,6,362,2/15/2021,6,34,328,602.5801105,459,1.151939739,0.845061921
292,2/15/2021,7,675,2/15/2021,7,66,609,615.3155556,467,1.08536936,0.837140549
293,2/15/2021,8,976,2/15/2021,8,96,880,646.8574359,474,1.123996414,0.83681055
294,2/15/2021,9,1188,2/15/2021,9,127,1061,687.9882155,513.5,1.092125212,0.841493736
